signalsNamesOrdered,maxSignals,minSignals,meanSignals,standardDeviationSignals,varianceSignals,kurtosisSignals,skewnessSignals,firstMomentSignals,secondMomentSignals,thirdMomentSignals,fourthMomentSignals,rmsSignals,powerSignals,maxCorrelationSignals,meanCorrelationSignals,standardDeviationSignals_1,varCorrelationSignals,kurtosisCorrelationSignals,powerCorrelationSignals,rmsCorrelationSignals
compassSystem,119.803110116506,-160.949125345785,-19.1165129845684,20089.151189537,2101.80537672802,3.35275000015058,0.380344657977124,0,2101.5327336645,36642.2015637409,14807218.6429217,49.6686400292344,0.00168508337806994,282527.852066844,2353.47187933036,20089.151189537,403573995.516077,31.4694128363287,0.00140345502833532,20225.8905414864
compassFilter,106.823318721981,-131.089903298318,-19.4254171792858,17892.6959852811,1988.41919816345,3.12965630716946,0.427991627309932,0,1988.16126338616,37941.3417359517,12370859.1609505,48.636489346739,0.00167797072335587,220245.508041324,2391.5016882323,17892.6959852811,320148569.621693,21.6014286680264,0.0014090281345159,18051.234971652
fullSystem,114.422754883635,-134.616027014456,-18.9240007715246,17653.4641418594,2044.86630064504,3.13085437971048,0.423753551605308,0,2044.60104363367,39176.5527302523,13088203.0718017,49.0175361359007,0.00171090457088936,160547.092722508,2329.7713184492,17653.4641418594,311644796.207917,13.1981016432133,0.00140384153256132,17805.9657486938
gyroFilter,50.2049197668516,-57.631949387176,0.501416407761138,17653.4641418594,34.3826422084249,29.62795605504,-1.69789411896237,0,34.3781821432792,-342.243309135174,35016.0785879488,5.88469205288188,0.00116366503224178,160547.092722508,2329.7713184492,17653.4641418594,311644796.207917,13.1981016432133,0.00140384153256132,17805.9657486938
gyroSystem,104.365965645129,-102.783320350902,-16.8819350169705,4253.46527222758,1934.91319932368,3.15687230515544,0.481601749625099,0,1934.66220526488,40982.248024006,11815913.6963397,47.1132883078871,0.0019124659568347,33845.102886469,-61.7303697830925,4253.46527222758,18091966.822046,46.9780532920711,0.000676555345708707,4253.7752588718
input,102.879673091031,-103.251128811846,-18.8920630361323,16752.974632434,2022.34001795601,3.02935908033546,0.448872136670407,0,2022.07768302048,40814.9625062775,12386437.8220509,48.7748677987104,0.00171419094699255,114889.805403353,2078.36854782017,16752.974632434,280662159.034977,12.2569532566933,0.00135809879832638,16880.8640222041
compassSystemError,75.7334389559199,-62.8208844355467,-0.224449948436079,9997.8015319462,68.4275344546106,21.1652606382207,0.232679814104097,0,68.4186581367413,131.680217931802,99076.9720916875,8.27460185846391,0.000506386615547277,237054.173567684,27.632478914323,9997.8015319462,99956035.4721857,173.97968630312,0.00063776084232979,9997.51546793139
compassFilterError,78.4201939686291,-50.5744626749191,-0.533354143153397,8475.77394370104,67.1968873534307,27.2328035093159,2.17697060154526,0,67.1881706732707,1198.92437378071,122935.690824102,8.21417295382131,0.00207354190647398,196917.19232557,65.662287816253,8475.77394370104,71838743.9447214,166.220206480077,0.000619394355459324,8475.75340433495
fullSystemError,34.980610875057,-33.665645419631,-0.0319377353922584,5491.80630669967,17.9220443218703,21.7605523171295,0.457398120739971,0,17.9197195009698,34.6969409460635,6987.66906863624,4.23328944438149,0.000504867095321077,138150.980959,3.93191803316058,5491.80630669967,30159936.5103062,201.631669095806,0.000622487300218938,5491.6296026205
gyroSystemError,5.70797561339617,0,2.01012801916184,432.50157566035,3.49084663725578,1.84108317901438,0.481973307294315,0,3.49039380982846,3.14292944255838,22.4296382700629,2.74426829286933,0.000464449600658673,2281.97461820355,-247.470852595888,432.50157566035,187057.612948686,14.1186479209586,0.000233463416735856,498.284359205437
gyroFilterError,100.658243003694,-99.6354673991065,19.3934794438935,16398.3336844278,1951.00071465127,2.99086370266439,-0.452371014279326,0,1950.74763374394,-38975.9224820381,11381481.5765909,48.2374820931261,0.00168089892831477,88951.0714263873,-2387.56977019913,16398.3336844278,268905347.625839,11.437659422003,0.00140863211751671,16570.7089438412
