signalsNamesOrdered,maxSignals,minSignals,meanSignals,standardDeviationSignals,varianceSignals,kurtosisSignals,skewnessSignals,firstMomentSignals,secondMomentSignals,thirdMomentSignals,fourthMomentSignals,rmsSignals,powerSignals,maxCorrelationSignals,meanCorrelationSignals,standardDeviationSignals_1,varCorrelationSignals,kurtosisCorrelationSignals,powerCorrelationSignals,rmsCorrelationSignals
compassSystem,119.529264849256,-163.576635142371,-18.8984594130157,33309.6329970022,2012.18379117275,3.52166924272714,0.28894536633109,0,2011.91695868486,26075.3899174058,14255047.4443766,48.6730801046149,0.00177707494530292,382490.016875277,-2856.17068204703,33309.6329970022,1109531650.39498,21.3300572522357,0.000797703769857107,33430.7611320669
compassFilter,113.064526900875,-147.186964263369,-18.9647209626856,31361.1081060642,1957.9562562531,3.37713103093264,0.345386908466103,0,1957.69661479225,29917.4074934958,12943111.458129,48.1389370051395,0.00177533962925006,326144.204175746,-2866.1849531248,31361.1081060642,983519101.640245,16.3841662290243,0.00079427491531486,31490.7748721883
fullSystem,117.965194174741,-148.538831343502,-18.7217578009793,30908.1039083144,1973.06694030175,3.32810857881031,0.321368018172897,0,1972.80529503716,28159.7627776921,12952867.9009835,48.2007210547278,0.00179886225594103,268609.510665753,-2829.46533254003,30908.1039083144,955310887.20716,14.4367330987982,0.000788852325168099,31036.3241371702
gyroFilter,50.4882897929876,-49.032765176369,0.242963161706208,30908.1039083144,21.1519797955712,34.9989849455696,-1.22116503413846,0,21.1491748652177,-118.7721184247,15654.611890527,4.60523679772973,0.00216583538183682,268609.510665753,-2829.46533254003,30908.1039083144,955310887.20716,14.4367330987982,0.000788852325168099,31036.3241371702
gyroSystem,103.235874747583,-101.697989677773,-16.810411423569,4343.26885003337,1852.48090204037,3.22541888331387,0.419878297389838,0,1852.23524749827,33470.9195647124,11065687.7985155,46.2041684237247,0.00199573248615777,42271.4622605308,36.7196205847763,4343.26885003337,18863984.3036702,40.8946394984423,0.000781308687155736,4343.2800726884
input,101.980319714986,-102.639757486864,-18.7618380132537,27839.1384248723,1937.59458473892,3.09053550181259,0.38649261702066,0,1937.33764340691,32957.1142753431,11599636.2634089,47.847091960144,0.00180782726210137,103156.143356701,-2540.59885051153,27839.1384248723,775017628.239203,11.3292405747996,0.000811578899282133,27953.9063535732
compassSystemError,79.109614280637,-63.9531949792648,-0.136621399762009,16693.9935292786,76.7482671349941,19.9179319479049,0.29763530758473,0,76.7380896695207,200.078731076056,117291.411160532,8.76109325805822,0.000681521233054233,372206.891918654,-20.6479283846665,16693.9935292786,278689419.955595,154.981180748403,0.000631489296262097,16693.452812022
compassFilterError,70.1900330483111,-51.5859444858877,-0.202882949431874,14600.684116686,72.8363895489668,22.6078106431257,1.61445445256088,0,72.8267308313499,1003.37209746053,119905.785116488,8.53626922739203,0.00299228414549653,338139.52732663,-30.6621994624317,14600.684116686,213179976.675248,173.045725461478,0.000637264188399086,14600.2322303405
fullSystemError,48.4101749769082,-47.6178109284807,0.0400802122743334,12349.8905835754,37.2777946016101,21.0513752166456,0.189070072414794,0,37.2728512526376,43.0240921202228,29245.9480635103,6.10528112997703,0.000664632790606204,281086.68533512,6.05742112234471,12349.8905835754,152519797.426283,157.811151063417,0.000656041034381022,12349.4826103914
gyroSystemError,5.70797561339614,0,1.95142658968476,971.938253466529,3.423677899801,1.90170292568073,0.529117942654875,0,3.42322389132735,3.35123934115739,22.2850331088485,2.68910572983958,0.000487283710401601,5202.39984846677,294.923903150858,971.938253466529,944663.968551566,4.73979916371569,0.000585308301564635,1015.667976189
gyroFilterError,101.253091591811,-100.357267700196,19.0048011749599,28043.1028699158,1908.07728553848,3.11363182690059,-0.409912690775156,0,1907.8242584485,-34158.509661085,11332976.5770842,47.6340920575617,0.00178459455636438,158972.852337741,2872.24237424715,28043.1028699158,786415618.57268,10.9722316643125,0.000792600332109463,28188.8851980746
