signalsNamesOrdered,maxSignals,minSignals,meanSignals,standardDeviationSignals,varianceSignals,kurtosisSignals,skewnessSignals,firstMomentSignals,secondMomentSignals,thirdMomentSignals,fourthMomentSignals,rmsSignals,powerSignals,maxCorrelationSignals,meanCorrelationSignals,standardDeviationSignals_1,varCorrelationSignals,kurtosisCorrelationSignals,powerCorrelationSignals,rmsCorrelationSignals
compassSystem,120.576982098817,-162.868777335458,-21.3300225467893,22547.6130294369,2100.55440830612,3.51831273407127,0.39261855292938,0,2100.26748651834,37790.5081719348,15519712.0341256,50.5493555682452,0.000751991449022855,128436.108308493,-6635.49205709652,22547.6130294369,508394853.325234,14.146506967016,0.000524644850823955,23502.9760692658
compassFilter,94.3399441676167,-108.069595323557,-21.4460488434946,19619.6486557454,1833.32408990927,3.04678679136024,0.478431310810054,0,1833.073670009,37548.2303218116,10237688.300839,47.8853493357473,0.000696423441122901,65759.764851175,-6671.58632603191,19619.6486557454,384930613.374892,10.6859707172724,0.000511240291605749,20722.3161398951
fullSystem,107.641701121039,-117.526800302317,-21.0791925456998,20797.8818331877,2006.64951592661,3.19121831755152,0.47802617426554,0,2006.37542092375,42960.564100504,12846384.420576,49.5046238174016,0.000781531418930729,69273.9324687306,-6557.4621123902,20797.8818331877,432551888.747241,12.5449129375349,0.000534112991054743,21806.4819314501
gyroFilter,51.2926439886747,-104.981234903488,0.366856297794745,20797.8818331877,128.29479032061,27.7961989166806,-3.04116001250243,0,128.277266103929,-4418.3876333084,457388.037532255,11.3318952363301,0.00122805747624826,69273.9324687306,-6557.4621123902,20797.8818331877,432551888.747241,12.5449129375349,0.000534112991054743,21806.4819314501
gyroSystem,104.170695686218,-103.206843839389,-19.1104917886305,6829.45430755034,1924.98139869525,3.29529744119714,0.504948686983388,0,1924.71845901505,42638.1216559766,12207564.9607829,47.8532063232796,0.000817951550392722,23885.5299103757,114.124213641736,6829.45430755034,46641446.1389179,47.9542856735044,0.000762353007207218,6830.1745806039
input,102.601378504788,-103.52395797981,-21.1641715711133,20404.5084579223,2010.78821079568,3.15873587589776,0.479582506982672,0,2010.51355047457,43233.8429250364,12768130.7699195,49.5826149851548,0.000768567651228835,68569.8625259222,-5945.02496153025,20404.5084579223,416343965.409421,12.7992004023766,0.000539655499843086,21252.2669461307
compassSystemError,78.7954919597692,-63.0099561588607,-0.165850975675952,7852.89272846952,88.302549458298,17.0994832860575,0.566538350814174,0,88.290487916233,470.002523010367,133294.067492095,9.39776539728278,0.000630472257162229,140955.285085159,-51.5940772845141,7852.89272846952,61667924.2048495,98.9083582856792,0.000669219343097133,7852.7940347026
compassFilterError,110.659926248918,-51.8050069270715,-0.281877272381265,7831.46859502869,153.593220053153,28.8016545521106,3.17427551942814,0,153.572240238913,6041.06765030373,679270.691266902,12.3956320950405,0.00125892987081955,115236.648824784,-87.6883462199359,7831.46859502869,61331900.3549207,62.1576948005538,0.000769164813137832,7831.69206172363
fullSystemError,18.247733566812,-16.258470189761,0.0849790254134778,2173.09599051151,6.23490730012823,17.9739969385901,1.22495344795043,0,6.23405565318108,19.0667027958668,698.531529291249,2.49825480844955,0.000833396892668356,45692.3895608182,26.4358674218004,2173.09599051151,4722346.1839772,139.499520143645,0.000665914446188604,2173.18257320112
gyroSystemError,5.70797561339612,0,2.05367978248285,885.170936724794,3.58829030890534,1.78414033793963,0.461136052612529,0,3.58780017226978,3.13380123379583,22.9660076493064,2.79381474354485,0.000488380450785329,3769.12600532496,638.873018281722,885.170936724794,783527.587222249,2.94384217095225,0.000480473110314228,1091.61934973789
gyroFilterError,100.294756991524,-93.253095035414,21.5310278689081,19331.0860933981,1818.39926234592,2.96853449798917,-0.4700467026329,0,1818.15088107801,-36440.6312553821,9813003.23042222,47.7675207873479,0.000685986143766488,113417.802845825,6698.0221934537,19331.0860933981,373690889.550369,10.9011165569037,0.000509615855674293,20457.9780834714
