signalsNamesOrdered,maxSignals,minSignals,meanSignals,standardDeviationSignals,varianceSignals,kurtosisSignals,skewnessSignals,firstMomentSignals,secondMomentSignals,thirdMomentSignals,fourthMomentSignals,rmsSignals,powerSignals,maxCorrelationSignals,meanCorrelationSignals,standardDeviationSignals_1,varCorrelationSignals,kurtosisCorrelationSignals,powerCorrelationSignals,rmsCorrelationSignals
compassSystem,121.194291821529,-162.966049556664,-19.9087203285665,44152.002472842,2135.46422149405,3.37758032260363,0.283039123983548,0,2135.20116849806,27925.7386393468,15398672.508674,50.3145934458297,0.00166312674490876,533088.901869574,-111.251226448034,44152.002472842,1949399322.36184,20.1075198361854,0.000953701900424813,44150.7828393178
compassFilter,116.320046814975,-151.377276746099,-19.9707322902499,41918.6800873339,2089.56477417055,3.28349621924407,0.310679200019053,0,2089.30737520847,29669.8727831424,14333135.1253721,49.8812341809753,0.0016605357562564,480897.013833644,-111.597753330615,41918.6800873339,1757175740.26424,16.3967343989059,0.000949588162404185,41917.5376247575
fullSystem,120.080153086391,-152.817839967973,-19.8116746683863,41240.6640666754,2110.48875648011,3.24415885691215,0.293815843272682,0,2110.22878003807,28481.9371009026,14446451.8955392,50.0273048764778,0.00167686428362795,423013.418359993,-110.70892897546,41240.6640666754,1700792372.66037,12.4045680387963,0.000942785631499022,41239.542532368
gyroFilter,50.3081660923102,-49.3978901823767,0.159057621863652,41240.6640666754,17.9132580925693,41.5837596758559,-1.56296239908322,0,17.9110514828018,-118.475937356343,13340.30984352,4.23513291525481,0.00151996649164583,423013.418359993,-110.70892897546,41240.6640666754,1700792372.66037,12.4045680387963,0.000942785631499022,41239.542532368
gyroSystem,104.333207577083,-101.528641164499,-17.8827695069252,4927.60599987005,1967.40419126423,3.15803067083788,0.390202614630562,0,1967.16184041534,34044.7627482175,12220712.4684977,47.8221213002222,0.00182434338688675,50832.0797478787,0.888824355166988,4927.60599987005,24281300.8899553,35.3017377707443,0.000594015811197432,4927.45431896593
input,102.617529514732,-103.102301887619,-19.8130512934128,36572.2304106464,2051.89341690426,3.03331075731909,0.361299553067815,0,2051.64065841486,33575.2588845363,12767900.7925356,49.4388274534324,0.00167805350386221,190443.240804684,-99.930081245768,36572.2304106464,1337528037.20941,5.62813033759539,0.000982396793099366,36571.2405827962
compassSystemError,79.3342298856017,-63.1604110796819,-0.0956690351537746,22631.8870333136,79.2179622875336,18.2348695798242,0.59915940234143,0,79.2082039773232,422.374438803957,114404.469944004,8.90041327925902,0.00122379633130217,453738.51278095,-0.534604802232647,22631.8870333136,512202310.688667,111.513319454236,0.000643249628143647,22631.1900197464
compassFilterError,73.926520186119,-50.7593595466536,-0.157680996837161,20589.5244151233,76.8983126557637,20.7161919082473,1.56083043545407,0,76.88884008707,1052.32694097131,122471.925050498,8.77004580283556,0.00110716968447638,428987.206701986,-0.881131684818363,20589.5244151233,423928515.640958,121.573526456179,0.000640263492120249,20588.8903150535
fullSystemError,52.3886670562123,-52.1999227685269,0.00137662502649316,17908.3668738729,45.6882190247249,17.4696014844962,0.377613969124474,0,45.6825910105558,116.593447514292,36457.295989862,6.75888991666918,0.00125430838640228,370851.289208084,0.00769267034903325,17908.3668738729,320709604.089229,117.3563711038,0.00063082923832021,17907.8153295983
gyroSystemError,5.70797561339614,0,1.93028178648762,1283.13699891109,3.42071009178776,1.92071257180343,0.545389831097441,0,3.42028871828545,3.44985775064778,22.4692157716583,2.67325204452017,0.000461803255993027,5324.75236294233,10.7865404000336,1283.13699891109,1646440.55797457,3.78556927528813,0.000504731346355123,1283.14281917384
gyroFilterError,100.756150355705,-100.685793526492,19.9721089152764,36818.4825523124,2017.67259905622,3.04841678134369,-0.376160522879046,0,2017.42405599154,-34085.4481273921,12407055.7565158,49.1559680050673,0.00166119266774579,113211.176707862,111.605446000976,36818.4825523124,1355600657.45493,5.49023173109101,0.000952335276115236,36817.5177677134
