signalsNamesOrdered,maxSignals,minSignals,meanSignals,standardDeviationSignals,varianceSignals,kurtosisSignals,skewnessSignals,firstMomentSignals,secondMomentSignals,thirdMomentSignals,fourthMomentSignals,rmsSignals,powerSignals,maxCorrelationSignals,meanCorrelationSignals,standardDeviationSignals_1,varCorrelationSignals,kurtosisCorrelationSignals,powerCorrelationSignals,rmsCorrelationSignals
compassSystem,121.224043528574,-162.27164629597,-20.9118399042923,24634.2732248107,2079.62339835773,3.45076824054588,0.303620900283953,0,2079.34936707583,28788.7534570049,14920065.213615,50.1662677030949,0.00110067337660215,7328.42097709134,-20933.0604087524,24634.2732248107,606847417.314627,2.70231736308054,0.000434858909177907,32326.4667218021
compassFilter,41.9001893706693,-81.9661798779949,-19.5559046639097,21054.5862111397,1020.85324300921,1.91077378136137,0.024520020433624,0,1020.7187255177,799.613192954651,1990771.6057953,37.4586723302046,0.00065330895193647,1190.13018623577,-19575.749219149,21054.5862111397,443295600.522313,2.40681413287746,0.000385614374584245,28748.5016936915
fullSystem,102.212519775492,-102.609204301288,-20.5472526148732,24552.8113610327,1975.29327174255,3.07007775484327,0.415182732073647,0,1975.03298800665,36441.8833111798,11975622.0850207,48.9614397054055,0.00117409074687796,7489.06881877591,-20568.1031506343,24552.8113610327,602840545.730459,2.67132428732765,0.000440842761618978,32028.8571803573
gyroFilter,91.5844792319826,-119.243866941691,-0.99134795096351,24552.8113610327,851.907337877573,5.45122126920432,0.0687098733169488,0,851.795082331668,1708.13361913609,3955160.0972594,29.2023604027405,0.00165077182064594,7489.06881877591,-20568.1031506343,24552.8113610327,602840545.730459,2.67132428732765,0.000440842761618978,32028.8571803573
gyroSystem,103.491557974576,-101.983622834649,-18.7721971224472,5702.71853384033,1902.49511653553,3.19190656850091,0.436297796934307,0,1902.24442538828,36197.8270033692,11550021.9766726,47.4830476085129,0.00140741192441512,11107.4422273302,-992.353931485114,5702.71853384033,32520998.676206,7.6961550422709,0.000654610408804014,5788.23135506747
input,101.785215424067,-102.332177148492,-20.8110419965009,22811.0214888579,1988.41507856317,3.06196436706485,0.410887289979261,0,1988.15306577116,36424.821586255,12103187.6526302,49.2062245529088,0.00113710163721704,8665.64842805836,-18791.2464024043,22811.0214888579,520342701.365138,2.7918414354933,0.000444724616049859,29553.6691084206
compassSystemError,77.8789196604772,-62.8623766671878,-0.100797907791384,601.938490639306,82.6289052436316,17.651848391148,0.207540156185369,0,82.6180172603342,155.852686036441,120486.870728345,9.09000426174538,0.000326796022736942,9715.20782329581,-100.900193504243,601.938490639306,362329.946513126,79.6481725509643,0.000546124614652217,610.317066729482
compassFilterError,120.518215844399,-91.153877469934,1.2551373325913,5834.47823381253,859.144558585464,5.4370422274201,-0.0642934414294904,0,859.031349393399,-1618.75153275688,4012182.99077668,29.3360992484867,0.00164604761727233,32909.2263643857,1256.41099609896,5834.47823381253,34041136.2608322,7.60141563785466,0.000696032581521322,5968.03668802283
fullSystemError,1.96261039463056,-0.599141080095265,0.263789381627794,246.164037768421,0.0720395849159337,7.95227625712983,1.22125769549541,0,0.0720300922838457,0.0236090368549705,0.0412590668283356,0.376317592125879,0.000285730445998206,1074.71570485841,264.05706461384,246.164037768421,60596.7334904524,1.90757404566604,0.000322201431833245,360.997055658615
gyroSystemError,5.70797561339615,0,2.03884487405374,2064.41547338792,3.41856422803677,1.81502355415241,0.427847857631268,0,3.41811376496812,2.70376618095552,21.20583079911,2.75227218592627,0.000452715751377071,6004.86079746809,2040.9138128435,2064.41547338792,4261811.24676347,1.89473101462026,0.000378400007894213,2902.90537754751
gyroFilterError,82.2266679090998,-41.5737265145914,19.8196940455374,21258.3806473262,1026.80986870685,1.89843521465979,-0.0196629318398713,0,1026.67456631276,-646.840909237483,2001065.88503919,37.6761839677464,0.000638782852255719,72620.1712194201,19839.8062837628,21258.3806473262,451918747.746611,2.40466846916077,0.000383152704670048,29077.6010800522
