compassSystemFullSystemErrorCrossCorrelation,compassFilterFullSystemErrorCrossCorrelation,fullSystemFullSystemErrorCrossCorrelation,gyroFilterFullSystemErrorCrossCorrelation,gyroSystemFullSystemErrorCrossCorrelation,compassSystemErrorFullSystemErrorCrossCorrelation,compassFilterErrorFullSystemErrorCrossCorrelation,fullSystemErrorFullSystemErrorCrossCorrelation,gyroSystemErrorFullSystemErrorCrossCorrelation,gyroFilterErrorFullSystemErrorCrossCorrelation
3.50409434305647e-12,1.57684245437541e-11,1.05122830291694e-11,1.97105306796927e-12,0,2.84707665373339e-12,3.06608255017441e-12,-2.1900589644103e-13,-8.21272111653861e-14,-8.76023585764119e-12
0.000559997823152873,0.000566184047668699,0.000568069632371547,1.88558492185367e-06,0.000495994145347398,-1.3064580155358e-05,-6.87836943690319e-06,-4.99277772586672e-06,-7.70682607257825e-05,-0.000571176823204507
0.00167846680213114,0.00169717274225158,0.00170282118464834,5.64843122746088e-06,0.00148642750468975,-3.89524590418943e-05,-2.02465314047957e-05,-1.45980957972169e-05,-0.000230991764750763,-0.00171177084483798
0.00394757339913729,0.00399216812088656,0.00401950403566153,2.73359011966015e-05,0.00350752039771442,-0.000103169856598488,-5.85751493036011e-05,-3.12392492020291e-05,-0.000543222873981413,-0.00402340736899356
0.00589310765126255,0.00596108625279953,0.00602209243369341,6.10061660014763e-05,0.00525235896563264,-0.000170071470359015,-0.000102092874078173,-4.10867128400751e-05,-0.000810820167486735,-0.00600217296613237
0.0081223769951119,0.00821810242255108,0.00834144594597858,0.000123343506345042,0.0072715818303813,-0.000266510924364909,-0.000170785490465052,-4.7441985324542e-05,-0.00111730608627581,-0.00826554441543133
0.0105055325403415,0.0106313108399221,0.010773952828303,0.000142641991227953,0.0093834708642427,-0.000322633978748132,-0.000196855675553939,-5.42136947835179e-05,-0.00144469565377931,-0.0106855245336654
0.0138319187221073,0.0139991049238123,0.0141494724380486,0.000150367508980192,0.0123135562436431,-0.000383078295744075,-0.000215892095572103,-6.55245813357697e-05,-0.00190144079035999,-0.0140646295152224
0.0185079584641712,0.0187331495286436,0.0188693663851084,0.000136216850113616,0.016411117279901,-0.000446003334249629,-0.000220812261454993,-8.45954225106775e-05,-0.00254284453146852,-0.0188177449520303
0.0233179478873792,0.0236048053076238,0.0238120157444638,0.000207210422714166,0.0207071726617219,-0.000590569501209441,-0.000303712072861608,-9.65016518173622e-05,-0.00320134473570909,-0.0237013069813144
0.0285666330150826,0.0289211015659946,0.0292554342347268,0.000334332662490555,0.0254380978639514,-0.000789787446524836,-0.000435318897912462,-0.000100986248179,-0.00391832261462901,-0.0290220878094102
0.0355888616295859,0.0360291549330386,0.0364284303488274,0.000399275410751747,0.0316592460271543,-0.000948139002490822,-0.00050784569717659,-0.000108570278485879,-0.00487775459758574,-0.0361377252192444
0.0439985827969355,0.0445379212910396,0.0449657449383795,0.00042782364180996,0.0390615800263109,-0.00108904534954137,-0.000549706847676301,-0.000121883201965299,-0.00602604812725629,-0.0446598045111824
0.0532759966445908,0.0539239311519614,0.0543152467178499,0.000391315572787249,0.0471533286666113,-0.00116871331907647,-0.000520778817728574,-0.000129463248445419,-0.00729138130918342,-0.05405339438869
0.0639509152675782,0.0647226908885332,0.0652379845710869,0.000515293656683569,0.0566271651919487,-0.00142181761363529,-0.000650041967932614,-0.000134748318339361,-0.0087455676733048,-0.0648574392176039
0.0752837614793065,0.0761835514307723,0.0768478091449194,0.000664257704784578,0.0666885011095219,-0.00169103683455946,-0.000791246878056579,-0.000126989176064327,-0.0102862972068901,-0.0763105406122023
0.0867435284725433,0.0877660723748031,0.0885262234360943,0.000760151053215434,0.0767754741727009,-0.00187165580185098,-0.000849111896360853,-8.89608444868292e-05,-0.0118397101089753,-0.0878550332164428
0.0990296459720108,0.100176360130941,0.100957486611615,0.000781126455967805,0.0875087341881723,-0.00198138309545831,-0.000834668918278973,-5.35424608191906e-05,-0.0135022948691506,-0.100229902599644
0.113422160238676,0.114708529997054,0.115516250458344,0.000807720450175239,0.100104903438945,-0.00213247118933868,-0.000846101429482056,-3.8380970382326e-05,-0.0154497279886042,-0.114746910990651
0.12878086262244,0.130210743918971,0.131103110726899,0.00089236679675823,0.113591316309065,-0.00233542977129796,-0.000905548454071234,-1.31816631166603e-05,-0.0175249760750099,-0.13022392558603
0.144482619507673,0.146048979800214,0.147057310953903,0.00100833114038393,0.127368501406919,-0.00252656258663479,-0.000960202282869521,4.81288628253006e-05,-0.019640680702309,-0.146000850959289
0.161288070845155,0.162986756259382,0.164126076749463,0.00113932048263513,0.14211280680733,-0.00272605438048194,-0.001027368958919,0.000111951523059119,-0.0219013184221677,-0.162874804734132
0.176044263044643,0.177835329734599,0.179041909572309,0.00120657983124869,0.154974109652742,-0.00280370922701139,-0.00101264252791128,0.000193937305910737,-0.023873862612479,-0.177641392439201
0.192284216462409,0.194166068167703,0.195338258858571,0.00117219066601039,0.169010550913777,-0.00277060376374004,-0.00088875203534111,0.000283438628041205,-0.0260442693108394,-0.193882629548641
0.20986537985035,0.211830364165062,0.212947330455231,0.00111696629411049,0.184186672081603,-0.00271371092345086,-0.000748726607096118,0.000368239683510275,-0.0283924186922805,-0.211462124479581
0.227357657671605,0.229381710196298,0.230617337711134,0.00123562750432296,0.199430097883971,-0.00279345804631605,-0.000769405507387868,0.000466221989488896,-0.0307210178186198,-0.228915488222359
0.24634312141264,0.248420139092477,0.249703722197052,0.0012835830934061,0.215906132593847,-0.00281113702551993,-0.000734119342959243,0.000549463751446073,-0.0332481258478167,-0.247870675349572
0.266789397539495,0.268910649630829,0.270384062424539,0.001473412791739,0.233794135946796,-0.00297600271498926,-0.000854750612459372,0.000618662176186165,-0.0359712642946854,-0.26829198745508
0.287467928087971,0.289614503867902,0.291184283648429,0.00156977976694799,0.251787187680295,-0.0030415348870694,-0.00089495910040329,0.000674820672950627,-0.0387222752811936,-0.288939683185753
0.309204360236496,0.311372904483884,0.312904531641402,0.00153162714810073,0.270567509265664,-0.0029804131529704,-0.000811868902900284,0.000719758244269669,-0.0416172641202718,-0.310653146235891
0.332677249998503,0.334872602458073,0.336459824607556,0.00158722214028458,0.29097575195252,-0.00304617450070479,-0.000850822043871788,0.000736400095646273,-0.0447476725486315,-0.334136202365493
0.359146014782767,0.361387459592985,0.363094736850311,0.00170727724966093,0.314062742751392,-0.00320415886262457,-0.000962714046055888,0.000744563197691885,-0.0482874308845005,-0.360642896384999
0.386511585174204,0.388799018002411,0.390830749220739,0.0020317312161373,0.338124844799807,-0.00356091723143879,-0.00127348440958254,0.000758246807211781,-0.0519476576068486,-0.38804077119301
0.418054694613592,0.420426790448654,0.422639734330842,0.00221294386685771,0.365738412354148,-0.00386347735518571,-0.00149138151749592,0.000721562354070414,-0.056179759610222,-0.419705228092284
0.450848409167323,0.453315278507554,0.455861272486359,0.00254599396413141,0.394606605674995,-0.00434015722992419,-0.00187328789385363,0.000672706070825291,-0.0605819607323538,-0.452642572429831
