compassSystemFullSystemErrorCrossCorrelation,compassFilterFullSystemErrorCrossCorrelation,fullSystemFullSystemErrorCrossCorrelation,gyroFilterFullSystemErrorCrossCorrelation,gyroSystemFullSystemErrorCrossCorrelation,compassSystemErrorFullSystemErrorCrossCorrelation,compassFilterErrorFullSystemErrorCrossCorrelation,fullSystemErrorFullSystemErrorCrossCorrelation,gyroSystemErrorFullSystemErrorCrossCorrelation,gyroFilterErrorFullSystemErrorCrossCorrelation
-2.9565796019539e-11,0,7.39144900488475e-12,9.23931125610594e-13,0,1.15491390701324e-13,-9.23931125610594e-13,5.77456953506621e-14,0,0
0.000107505314406895,0.000107942134260185,0.000105798399696747,-2.14374287881785e-06,9.23043486499597e-05,7.16788712279162e-07,1.15361485985063e-06,-9.90128827406951e-07,-1.44841698264437e-05,-0.000108932266898808
9.25697386264801e-05,9.30678298962968e-05,9.00318846106529e-05,-3.0359471335061e-06,7.83998134826857e-05,1.6800279679176e-06,2.17811311669056e-06,-8.57835402712226e-07,-1.24898954435059e-05,-9.39256592934567e-05
2.45336384054214e-05,2.48748276914869e-05,2.4109339666745e-05,-7.65496340122015e-07,2.10034306205454e-05,1.89256781364776e-07,5.30437174593172e-07,-2.3505881905467e-07,-3.34095527669267e-06,-2.51098868570157e-05
-0.000130214055793153,-0.000130521163107857,-0.000123509087614597,7.01206810181103e-06,-0.00010718573032627,-5.51810548391326e-06,-5.82522960261457e-06,1.18684155971832e-06,1.75102073366621e-05,0.000131708000683122
-0.000305019156445586,-0.000306179174148138,-0.000298274754886589,7.90441279403038e-06,-0.000260002711521728,-3.93580257733693e-06,-5.09581924046552e-06,2.80859378454763e-06,4.10806378423576e-05,0.000308987762158116
-0.00052580176778729,-0.000528266076885519,-0.000515526500604455,1.27395910639611e-05,-0.000449504300449339,-5.40619897485215e-06,-7.87052761999861e-06,4.86906367494533e-06,7.08912566695954e-05,0.000533135138481619
-0.000838636479798764,-0.000843017095965999,-0.000830619573770534,1.23975194236707e-05,-0.000725261275730436,-2.3481178296996e-07,-4.6154286431533e-06,7.78208997207768e-06,0.000113140390668478,0.000850799183050791
-0.00116316133755304,-0.00116985316373526,-0.00114944766438197,2.04054910379152e-05,-0.0010032421717095,-2.89076972024752e-06,-9.58257753934179e-06,1.08229130366078e-05,0.000157028409404798,0.00118067608554921
-0.00154477091772216,-0.00155427687550111,-0.00153217302073562,2.21038418304589e-05,-0.00133792101035989,1.78777716226048e-06,-7.71817137738542e-06,1.43856692404139e-05,0.000208637692377947,0.00156866253486701
