0.1,0.0137846260933127,0.1,-0.306064287024376
0.109336207394328,0.016481213262944,0.109336207394328,-0.334743302810312
0.127856498140578,0.0225452775645414,0.127856498140578,-0.391719158507018
0.14951391223782,0.0308444342884899,0.14951391223782,-0.458511067423472
0.174839842149281,0.0422058943330426,0.174839842149281,-0.536881471615154
0.204455692084104,0.0577659987722721,0.204455692084104,-0.628952124377196
0.239088124947509,0.0790883588411067,0.239088124947509,-0.737302608787374
0.279586891948214,0.108329455114579,0.279586891948214,-0.865109619669131
0.326945682335432,0.148472804225394,0.326945682335432,-1.01635021426513
0.382326504840506,0.203663989136254,0.382326504840506,-1.19610832118132
0.447088199053169,0.279697527680968,0.447088199053169,-1.41105306162147
0.522819776295636,0.384739090673281,0.522819776295636,-1.67021289182602
0.611379408055709,0.530426035053144,0.611379408055709,-1.98627996749272
0.714940018610135,0.733603926942115,0.714940018610135,-2.37791237032729
0.836042600511801,1.0191924054793,0.836042600511801,-2.8740315338224
0.977658561104676,1.42519548121361,0.977658561104676,-3.52242657124207
1,1.49694201051269,1,-3.6329507394882
1.14326262981832,2.01213707777651,1.14326262981832,-4.40862184974536
1.28996423322623,2.65092128713721,1.28996423322623,-5.35646040432848
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
3.49098652284207,0.282561299933211,3.49098652284207,-168.910486050862
3.81644303593939,-2.58037201467804,3.81644303593939,-171.301767053364
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
