compassSystemFullSystemErrorCrossCorrelation,compassFilterFullSystemErrorCrossCorrelation,fullSystemFullSystemErrorCrossCorrelation,gyroFilterFullSystemErrorCrossCorrelation,gyroSystemFullSystemErrorCrossCorrelation,compassSystemErrorFullSystemErrorCrossCorrelation,compassFilterErrorFullSystemErrorCrossCorrelation,fullSystemErrorFullSystemErrorCrossCorrelation,gyroSystemErrorFullSystemErrorCrossCorrelation,gyroFilterErrorFullSystemErrorCrossCorrelation
1.44812062136518e-11,-7.24060310682588e-12,1.81015077670647e-12,-2.26268847088309e-12,-1.81015077670647e-12,9.33358994239273e-13,8.48508176581158e-13,4.66679497119637e-13,0,7.24060310682588e-12
0.000221208351563782,0.000221553764534993,0.000217958151628023,-3.59562212742496e-06,0.00018801185346785,3.41353732842519e-06,3.75895633111528e-06,1.63338702551381e-07,-2.97829424609422e-05,-0.000221390431010109
0.00116021074789085,0.00116199515289306,0.00114702664865986,-1.49685121526031e-05,0.000989943185225636,1.40628605352763e-05,1.58472710032925e-05,8.78761650766341e-07,-0.000156204697908607,-0.0011611164043376
0.00271639905225547,0.00272026059079274,0.0026979287208372,-2.23318697858432e-05,0.00233008917077174,2.06247533853026e-05,2.44862929690698e-05,2.15442411658563e-06,-0.000365685124449845,-0.00271810616924997
0.00426708783617694,0.00427228063381158,0.00425806393407003,-1.42167021173792e-05,0.00368061121209254,1.21230264063074e-05,1.73158286794644e-05,3.09912981469984e-06,-0.000574353596546748,-0.00426918150905965
0.00630350203857014,0.0063107748840826,0.00630430917937102,-6.46571172591375e-06,0.00545350171488043,1.54876370350418e-06,8.82160881999428e-06,2.35589884766409e-06,-0.000848451554838593,-0.00630841899818883
0.00889286317068819,0.0089050481010833,0.00890600780682209,9.59695104158423e-07,0.00771051357464957,-1.48024045150868e-05,-2.61746885922925e-06,-1.6577721711889e-06,-0.00119715199540609,-0.00890670588060822
0.0122116727046705,0.0122332631205765,0.0122115287506198,-2.17343831934448e-05,0.0105754951769948,-7.97107910096602e-06,1.3619356094502e-05,-8.11502449685098e-06,-0.00164414859020248,-0.0122413781532191
0.0154754645430978,0.0155107680929008,0.0154508674703719,-5.99006256966538e-05,0.0133828340357113,8.69945515050355e-06,4.40030061414482e-05,-1.58976193572204e-05,-0.00208393105579969,-0.015526665714945
0.0186997611216831,0.0187525920573517,0.018697761267105,-5.48308024651745e-05,0.0162024291918275,-2.12951080214714e-05,3.15358370372372e-05,-2.32949655693553e-05,-0.00251862703120215,-0.0187758870234584
0.0222516108297022,0.0223268706883703,0.0222905734707796,-3.6297224265631e-05,0.0193236681322257,-6.96619074864981e-05,5.59795983642542e-06,-3.06992671444317e-05,-0.00299760459155655,-0.0223575699477085
0.0260836727160551,0.0261855694592955,0.026128594715608,-5.69747608839249e-05,0.0226515298537309,-8.21243518426294e-05,1.97724052284011e-05,-3.72023574939582e-05,-0.00351426721006574,-0.0262227718337313
0.0297125329519645,0.0298440584856781,0.0297222504404937,-0.000121808054122035,0.0257631581642306,-5.37167442857878e-05,7.78088043828516e-05,-4.39992516059012e-05,-0.00400309152113757,-0.0298880577463914
0.0340937257837595,0.0342573525820315,0.0341155351120598,-0.000141817471555518,0.029568109208803,-6.69165626469189e-05,9.67102413101029e-05,-4.51072321687006e-05,-0.00459253312920313,-0.0343024598161235
