Var1,Var2,frequencyNyquistCompass
1,0,0
1,0,1e-20
1,0,1e-19
1,0,1e-18
1,0,1e-17
1,0,5.30184257427444e-17
1,0,1e-16
1,-2.22044604925031e-16,1e-15
1,-3.77475828372553e-15,1e-14
1,-3.77475828372553e-14,1e-13
1,-3.77253783767628e-13,1e-12
1,-1.99995575655976e-12,5.30184257427442e-12
1,-3.77231579307136e-12,1e-11
1,-3.77227138415037e-11,1e-10
1,-3.77227360459642e-10,1e-09
1,-3.77227338255182e-09,1e-08
1,-1.99999998784506e-08,5.30184257427443e-08
0.999999999999999,-3.77227344916519e-08,1e-07
0.999999999999858,-3.77227345360573e-07,1e-06
0.99999999998577,-3.77227345379235e-06,1e-05
0.9999999996,-1.99999999919111e-05,5.30184257427443e-05
0.999999998576995,-3.77227344858416e-05,0.0001
0.99999985769955,-0.000377227291716037,0.001
0.999996000016,-0.00199999200003204,0.00530184257427443
0.99998577015548,-0.00377221977509324,0.01
0.999600159936026,-0.0199920031987205,0.0530184257427442
0.99948329412451,-0.0227252918689295,0.0602741039554052
0.999332293427069,-0.0258313906103237,0.068522736326704
0.999137202796231,-0.0293607354259792,0.0779002106306373
0.998885174137874,-0.0333703914484534,0.08856101115642
0.998579017363828,-0.0376691311888107,0.1
0.998559632404323,-0.0379248327203481,0.100680763679
0.998139205898515,-0.0430967695633525,0.11445912871391
0.997596357192776,-0.04896800290475,0.130123090719861
0.996895635994311,-0.0556302699059524,0.147930697435332
0.99599145810119,-0.0631860229058286,0.168175310950893
0.994825296119975,-0.0717490510026378,0.19119044054932
0.993322149814596,-0.0814448064784098,0.217355236929617
0.991386150716296,-0.0924102314910068,0.247100738326625
0.988895154036173,-0.104792787728673,0.280916971424687
0.985694193143364,-0.118748266289729,0.319361024045615
0.981587737717018,-0.134436791395081,0.363066222600252
0.976330836809666,-0.152016229081645,0.412752565492737
0.96961948708003,-0.171631982318825,0.46923858435714
0.961081003912316,-0.193401933369889,0.533454828528175
0.950265857919365,-0.217395163681573,0.606459194888872
0.936643428928353,-0.243603193685327,0.689454355638724
0.919605420890605,-0.271903090749661,0.783807571086972
0.898482117583057,-0.302013247998366,0.891073213866507
0.875426410268291,-0.330234780834886,1
0.872577789269844,-0.333445334264548,1.01301837563174
0.841231489106974,-0.365460081051045,1.15165197808461
0.803906840560162,-0.397039837120584,1.30925786790302
0.760307744083292,-0.426895629364213,1.48843244077684
0.710505696541124,-0.453527674705454,1.69212741436893
0.655050713395347,-0.475351739531469,1.92369845484184
0.595027665950209,-0.490886690290189,2.18696045802261
0.532021873957588,-0.49897354598039,2.48625039590609
0.467978126042412,-0.49897354598039,2.82649876382871
0.404972334049792,-0.490886690290189,3.2133108053317
0.344949286604653,-0.475351739531469,3.65305885281016
0.289494303458876,-0.453527674705454,4.1529873051658
0.239692255916708,-0.426895629364213,4.72133197186261
0.196093159439838,-0.397039837120585,5.3674557494565
0.158768510893026,-0.365460081051046,6.10200286573113
0.127422210730157,-0.333445334264548,6.93707423245385
0.101517882416943,-0.302013247998366,7.88642679550908
0.0803945791093953,-0.271903090749661,8.96570016649845
0.0656596791361891,-0.247686264600849,10
0.0633565710716476,-0.243603193685327,10.1926742693313
0.0497341420806349,-0.217395163681574,11.5875622462694
0.0389189960876842,-0.193401933369889,13.1733434487528
0.0303805129199698,-0.171631982318825,14.9761419986909
0.023669163190334,-0.152016229081645,17.0256571566261
0.0184122622829818,-0.134436791395081,19.3556525866484
0.0143058068566358,-0.118748266289729,22.0045125781957
0.0111048459638272,-0.104792787728673,25.0158743879282
0.00861384928370387,-0.092410231491007,28.4393471188589
0.00667785018540437,-0.08144480647841,32.3313289795396
0.00517470388002508,-0.0717490510026379,36.7559363868111
0.00400854189881042,-0.0631860229058286,41.7860602181328
0.00310436400568893,-0.0556302699059524,47.5045666141689
0.00240364280722433,-0.04896800290475,54.0056621136236
0.00186079410148483,-0.0430967695633525,61.396445609525
0.00144036759567708,-0.0379248327203483,69.7986726938481
0.00111482586212588,-0.0333703914484534,79.3507614562482
0.000862797203769185,-0.0293607354259793,90.2100727803863
0.000702244872644643,-0.0264905969125554,100
0.000667706572930656,-0.0258313906103237,102.555502703394
0.000516705875489803,-0.0227252918689296,116.590429544942
0.000399840063974411,-0.0199920031987205,132.546064356861
7.0273342868234e-06,-0.00265090265822716,1000
3.99998400006421e-06,-0.001999992000032,1325.46064356861
7.02738317675734e-08,-0.000265092110084682,10000
7.02738366564968e-10,-2.65092128527431e-05,100000
3.99999999839447e-10,-1.9999999992e-05,132546.064356861
7.02738367076213e-12,-2.65092128711858e-06,1000000
7.027383671667e-14,-2.65092128713703e-07,10000000
7.02738367450386e-16,-2.65092128713721e-08,100000000
4.00000003234549e-16,-1.99999999999999e-08,132546064.356861
7.02738376173149e-18,-2.65092128713721e-09,1000000000
7.02738639987605e-20,-2.65092128713721e-10,10000000000
7.02740689509396e-22,-2.65092128713721e-11,100000000000
7.02772957182703e-24,-2.65092128713721e-12,1000000000000
4.00003397779942e-24,-2e-12,1325460643568.61
7.02977909361801e-26,-2.65092128713721e-13,10000000000000
7.0208431730333e-28,-2.65092128713721e-14,100000000000000
7.22579535213106e-30,-2.65092128713721e-15,1e+15
7.50944883343946e-32,-2.65092128713721e-16,1e+16
1.62322113454208e-33,-2.65092128713721e-17,1e+17
1.22464679914735e-33,-2e-17,1.32546064356861e+17
1.62322113454208e-34,-2.65092128713721e-18,1e+18
1.62322113454208e-35,-2.65092128713721e-19,1e+19
1.62322113454208e-36,-2.65092128713721e-20,1e+20
