signalsNamesOrdered,maxSignals,minSignals,meanSignals,standardDeviationSignals,varianceSignals,kurtosisSignals,skewnessSignals,firstMomentSignals,secondMomentSignals,thirdMomentSignals,fourthMomentSignals,rmsSignals,powerSignals,maxCorrelationSignals,meanCorrelationSignals
compassSystem,164.232201997891,-37.3979771943394,6.30996008865997,19.0167440263771,361.636553364748,20.2305953781092,3.78353853066597,0,361.595090792704,26015.4863643869,2645170.77222424,20.0352361381937,0.00238811518403158,514880.60307116,-6319.4532338002
compassFilter,142.391414031089,-26.1741458338817,6.26572325034458,17.9001067998285,320.413823445268,15.3554989581737,3.35497602383919,0,320.377087166496,19238.960085277,1576111.10820709,18.9640811803896,0.00242523574778476,398686.792871489,-6275.14984249227
fullSystem,150.46338625386,-27.0700469942755,7.01026308037995,19.1962451729333,368.495828739364,13.464354579292,3.07247020066291,0,368.453579733547,21730.1062527273,1827894.39318407,20.4351992451673,0.00197808053351276,316004.089657244,-7020.80981030504
gyroFilter,98.427507416783,-49.5503520319158,0.744539830035378,8.44180728150048,71.2641101779946,52.2492382372305,4.73366041982334,0,71.2559395622897,2847.27035251425,265290.748440686,8.47409459003137,0.000300582464991017,316004.089657244,-7020.80981030504
gyroSystem,100.61833188947,-13.0742852675869,7.32294954041677,18.5444838420913,343.897880969584,9.88844355390982,2.67993006853885,0,343.858452182498,17088.070117571,1169196.06944696,19.9370018346287,0.0018831483419593,167482.516567967,-745.659967812777
input,100.527692972205,-13.1398646521241,7.23990010339566,18.4855721232915,341.716376725411,9.94211253619156,2.68577171728629,0,341.677198053463,16962.6261930815,1160675.10269905,19.8517845938497,0.0019121607688048,167072.838558087,-7333.9666977149
error,54.6104373792611,-47.9061955486912,-0.229637023015703,6.99063480124285,48.8689749243477,27.0895769850714,-1.07432342496114,0,48.8633719691855,-366.952791329564,64679.8628634288,6.99400494220051,0.00751607680005226,426646.268957161,229.982505009
