compassSystemErrorCrossCorrelation,compassFilterErrorCrossCorrelation,fullSystemErrorCrossCorrelation,gyroFilterErrorCrossCorrelation,gyroSystemErrorCrossCorrelation,errorAutoCorrelation
3.69572450244237e-12,-1.47828980097695e-11,1.47828980097695e-11,0,0,-7.39144900488475e-12
0.00409702910110354,0.00413986349419232,0.00403633673069259,-0.000103526771815109,0.00395516072592092,-4.23936262017205e-05
0.0114622628870642,0.0115867738818957,0.0113541603250991,-0.000232613566035907,0.0110925446959242,-8.31721912300776e-05
0.0216955746642299,0.0219348838907622,0.0215809158241702,-0.000353968072135652,0.0210240618843171,-9.35134492696278e-05
0.0349178314430728,0.0353014588814288,0.0346960586214822,-0.000605400258098685,0.0337008444577574,-4.79971428239156e-05
0.0504755080189733,0.0510154046591312,0.0501321394824319,-0.000883265180395,0.0485608844892196,6.75793086725568e-05
0.0666578842607874,0.0673381835296159,0.0662162061632862,-0.00112197735339462,0.0639797893836947,0.000257091264107398
0.083421306928531,0.0842200339594412,0.0828988005348023,-0.00132123344126971,0.0799353774045668,0.000493853116437556
0.101225380046618,0.102124105665892,0.100769790089024,-0.00135431557871579,0.0970176991965947,0.000762957303474347
0.120540657346802,0.121528355537781,0.120042194342536,-0.00148616123127766,0.115453755512597,0.00103579776450282
0.14176670701376,0.142834408740912,0.141242495353615,-0.00159191337805833,0.135754573637516,0.00131567977812319
0.161018530867757,0.162118749031501,0.16043389698727,-0.00168485204607899,0.154058552679739,0.00164444282621382
0.181297393774407,0.182407405526776,0.180614166798824,-0.00179323871686522,0.173297683859894,0.0019966916048101
0.205803295250036,0.206932956722402,0.204926313887838,-0.00200664285396684,0.196568419478671,0.00232276997514187
0.232306880565981,0.233445112704344,0.231303642664681,-0.00214147004751592,0.221855881438214,0.00263977241480634
0.260221922267524,0.261354998110734,0.259221819152738,-0.00213317897416548,0.248624901241061,0.0029763461216279
0.290610640657149,0.291735300663046,0.289529069289861,-0.00220623137895942,0.277695683180355,0.00332700145554554
0.321521812746863,0.322607834548098,0.320238872102299,-0.00236896246323817,0.307142895503184,0.0036899380086522
0.354361193380245,0.355386517810754,0.352697117034242,-0.00268940079013913,0.338303586871858,0.00403172469564847
0.389842671784757,0.390794516541064,0.388095699904841,-0.00269881665470108,0.372331620588536,0.00436826608151138
0.425140378791617,0.425985538899632,0.423403311790603,-0.00258222712288862,0.406247873754529,0.0047333851338379
0.462522032936769,0.463247626979229,0.460671516782087,-0.002576110230404,0.44207528656319,0.00508740754605877
0.499481145124365,0.500043690855068,0.497477199431391,-0.00256649143846026,0.477449275027048,0.00544575578163541
0.537939272617685,0.538312896879183,0.535856518835302,-0.0024563780605113,0.514385194407955,0.00577007775150594
0.577892477232372,0.578060156133558,0.575562056427496,-0.00249809969867033,0.552626251080443,0.00606874098616933
0.619343379039377,0.619291192423257,0.616848154052619,-0.00244303840205132,0.592451108188095,0.00631851287529109
0.662443659076142,0.662165175753808,0.659593005768127,-0.00257216999122489,0.633746015441064,0.00650801572446076
0.708731297580969,0.708235384748569,0.705666544004565,-0.00256884072922052,0.678288531477659,0.00668183812457654
0.757490254184675,0.756779836919454,0.754163356283532,-0.00261648063592258,0.725199602100821,0.00683672140012421
