compassSystemErrorCrossCorrelation,compassFilterErrorCrossCorrelation,fullSystemErrorCrossCorrelation,gyroFilterErrorCrossCorrelation,gyroSystemErrorCrossCorrelation,errorAutoCorrelation
2.30613208952404e-10,-1.41915820893787e-10,2.12873731340681e-10,-7.09579104468936e-11,0,2.83831641787574e-10
-2.12873731340681e-10,0,-2.83831641787574e-10,-7.09579104468936e-11,-7.09579104468936e-10,5.67663283575149e-10
-1.98682149251302e-09,-1.70298985072545e-09,-1.70298985072545e-09,0,-1.84490567161923e-09,0
-3.40597970145089e-09,-3.68981134323847e-09,-3.54789552234468e-09,-7.09579104468936e-11,-3.54789552234468e-09,5.67663283575149e-10
-6.81195940290179e-09,-6.95387522379557e-09,-7.09579104468936e-09,-7.09579104468936e-11,-7.23770686558315e-09,2.83831641787574e-10
-1.17790131341843e-08,-1.23466764177595e-08,-1.22047605968657e-08,-1.41915820893787e-10,-1.27724238804408e-08,5.67663283575149e-10
-1.85909725370861e-08,-1.90167199997675e-08,-1.93005516415551e-08,0,-1.98682149251302e-08,2.83831641787574e-10
-4.30004937308175e-08,-4.37100728352865e-08,-4.3993904477074e-08,1.41915820893787e-10,-4.4703483581543e-08,5.67663283575149e-10
-8.4014165969122e-08,-8.6000987461635e-08,-8.6000987461635e-08,2.12873731340681e-10,-8.75620614914667e-08,1.1353265671503e-09
-1.43334979102725e-07,-1.46173295520601e-07,-1.45889463878813e-07,-2.12873731340681e-10,-1.48869696117583e-07,1.70298985072545e-09
-3.74373935517811e-07,-3.814697265625e-07,-3.79908652532668e-07,1.77394776117234e-09,-3.87004443577358e-07,3.97364298502604e-09
-7.78266361781529e-07,-7.93593270438058e-07,-7.91322617303757e-07,2.05777940295991e-09,-8.06365694318499e-07,8.79878089541481e-09
-1.35557992117746e-06,-1.38254392714727e-06,-1.3819762638637e-06,4.25747462681362e-10,-1.40610195341564e-06,1.30562555222284e-08
-3.65745453607468e-06,-3.72841244652158e-06,-3.70911189488002e-06,1.90167199997675e-08,-3.77936022622245e-06,3.86011032831101e-08
-7.68729618617466e-06,-7.83630779811314e-06,-7.81516234079997e-06,2.10035414922805e-08,-7.96005839393252e-06,7.94728597005208e-08
-1.34448210398356e-05,-1.37107712881906e-05,-1.37050946553548e-05,5.46375910441081e-09,-1.39475578353519e-05,1.26872743879046e-07
-3.64576067243304e-05,-3.71602319535755e-05,-3.69692132586525e-05,1.90663905370803e-07,-3.76684325081961e-05,3.85727201189314e-07
-7.67384256635393e-05,-7.82279741196405e-05,-7.80175129572551e-05,2.10532120295933e-07,-7.94664734885806e-05,7.89761543273926e-07
-0.000134312822705223,-0.000136961823418027,-0.000136906618163699,5.49923805963425e-08,-0.000139329405057998,1.26901127043225e-06
-0.000364427623294649,-0.000371445644469488,-0.000369538721584138,1.90649713788714e-06,-0.000376527153310322,3.85755584353492e-06
-0.000767224459421067,-0.000782116112254915,-0.000780009229977926,2.10674036116827e-06,-0.000794498764333271,7.89789926438104e-06
-0.00134295395442418,-0.00136943871066684,-0.00136888871590296,5.49994763873872e-07,-0.00139311580430894,1.26902546201433e-05
-0.00364409060705276,-0.00371426727090563,-0.00369520144803183,1.90658228737967e-05,-0.00376508512667247,3.85779710043044e-05
-0.00767206095513843,-0.00782096556254796,-0.00779989787510463,2.10676164854141e-05,-0.00794479360892659,7.8979560307094e-05
-0.0134293442680722,-0.0136941882826033,-0.0136886884059225,5.49966380709694e-06,-0.0139309591125874,0.000126904533022926
-0.0364408169473921,-0.0371425808895202,-0.0369519219512031,0.00019065858352752,-0.0376507643610239,0.000385781554948716
-0.0767208266825903,-0.0782098812716348,-0.0779992019846326,0.000210678932212648,-0.0794481719533602,0.000789804756641388
-0.13429427033379,-0.136942725735051,-0.136887725407169,5.50002569244021e-05,-0.139310454923127,0.00126905959276926
-0.364418865953173,-0.371436702211698,-0.369530004191966,0.00190669766494206,-0.376518663533387,0.00385795760722387
-0.767243620611372,-0.782134831590312,-0.780027855506965,0.00210697583499409,-0.794518287773688,0.00789847622315089
-1.34302114759173,-1.3695072108791,-1.36895706305901,0.000550147713649841,-1.39318589606278,0.0126914590064968
-2.83086901959919,-2.88625368702979,-2.87712694342647,0.00912674349688348,-2.92916436998972,0.0277214595249721
-5.23146905161086,-5.33450652314793,-5.32420069744722,0.0103058255854107,-5.41879178507342,0.0496569246142393
-8.54575471963201,-8.71625482713183,-8.71318899301723,0.00306583371545587,-8.86143511035258,0.0748673820956832
