compassSystemfullSystemErrorCrossCorrelation,compassFilterfullSystemErrorCrossCorrelation,fullSystemfullSystemErrorCrossCorrelation,gyroFilterfullSystemErrorCrossCorrelation,gyroSystemfullSystemErrorCrossCorrelation,fullSystemErrorAutoCorrelation
-112543.005861924,-88894.1871905505,-93786.5815003344,-4892.39430978392,-92170.9162876761,-958.078859849274
-109469.294146428,-85863.0794377552,-90103.8411576379,-4240.76171988265,-91167.9198420925,1718.36887101415
-106158.192104793,-82942.8247027411,-86718.940046693,-3776.11534395185,-90445.1161950344,4377.26236967411
-102704.277169638,-80202.1142652606,-83611.2526980285,-3409.13843276791,-89885.2887100718,6922.67068608267
-99183.8412480666,-77681.8816487562,-80611.2246991369,-2929.3430503808,-89267.9842410914,9303.18098376764
-95663.9224603649,-75416.3766977216,-77725.7012933376,-2309.32459561601,-88568.3090041099,11486.875063011
-92186.1155325675,-73396.7078628792,-74943.846009775,-1547.13814689572,-87790.1712320481,13488.4958094719
-88824.2313126289,-71647.7235213686,-72337.069008975,-689.345487606386,-87026.5056091102,15329.7392375784
-85654.8238204839,-70203.4968741187,-70055.8845773074,147.612296811256,-86420.9202373163,17003.7054109055
-82724.2113976505,-69081.2047361858,-68380.2515098646,700.953226321193,-86202.0780362696,18459.6166762626
-80074.195867117,-68293.5490908927,-67445.2934599913,848.255630901387,-86406.2891738266,19598.1891104294
-77774.6427129726,-67854.0893814331,-67154.3369260787,699.752455354381,-86895.5620325847,20378.7449371931
-75800.8431875516,-67692.5613134912,-67449.2479876785,243.313325812666,-87640.279250392,20829.6356224145
-74121.733689265,-67727.863580493,-68266.9410332611,-539.077452768091,-88603.9317960981,20977.5341593885
-72709.5623540869,-67915.6056811287,-69334.9331428527,-1419.327461724,-89530.8558489697,20838.8186772899
-71560.434229489,-68224.1492297653,-70342.5093409239,-2118.36011115864,-90154.2153790077,20457.2790070117
-70628.7163231096,-68637.9747075311,-71108.5490899427,-2470.57438241151,-90348.4203363578,19888.9333673774
-69933.2893199394,-69204.6665278119,-71729.1027602394,-2524.43623242749,-90205.6233679889,19129.578951276
-69459.0935553034,-69957.9193491839,-72424.6829245846,-2466.7635754007,-89909.4918874724,18141.7975764338
-69220.4224948232,-70899.127142204,-73356.847741841,-2457.72059963696,-89610.6559171045,16915.0091743077
-69231.4677477218,-72013.7497200715,-74707.4444604663,-2693.69474039476,-89521.7742546346,15480.1494294874
-69508.3711322243,-73278.8004979478,-76678.7751097822,-3399.97461183443,-89820.7865582889,13812.416104248
-70081.7917944431,-74651.0491666995,-79169.0774375501,-4518.02827085055,-90378.1977597843,11883.6174269073
-71001.8581633795,-76088.4277137124,-81967.3157673967,-5878.88805368425,-91010.4094279952,9721.02792745878
-72286.1638600409,-77529.0688149446,-84812.8996832444,-7283.83086829982,-91537.8545688737,7406.0319997907
-73905.0576484674,-78916.2119906322,-87654.012069305,-8737.80007867274,-91924.3784537485,4953.81871165265
-75771.8569887318,-80183.8621897255,-90354.7489798861,-10170.8867901606,-92068.4532741384,2398.76700158144
-77790.7404230435,-81265.1214868342,-92582.0644265377,-11316.9429397035,-91726.6131849384,-169.391153767183
-79845.1992284396,-82122.569168678,-94088.7895855275,-11966.2204168495,-90789.4970976832,-2612.84313992296
-81876.2841519473,-82731.876550565,-94972.7853934104,-12240.9088428455,-89451.8739382537,-4834.17515762107
-83807.3310055343,-83062.0108493031,-95532.9451109967,-12470.9342616936,-88044.0947690835,-6802.32424278813
-85615.8927825898,-83108.7808589811,-95637.627715279,-12528.8468562979,-86438.473278176,-8514.28860056925
-87299.3939126209,-82860.6545952641,-95348.0047872304,-12487.3501919663,-84737.6354666097,-9928.19498708829
-88806.4250952216,-82271.4509508047,-94888.9722291415,-12617.5212783367,-83248.3380603654,-10961.8052088041
-90022.8921179823,-81290.9641437532,-94609.717402002,-13318.7532582488,-82305.2518807887,-11629.3639998996
-90820.0960729736,-79833.9173837139,-94381.9037388723,-14547.9863551584,-81750.4899351408,-11960.610767301
-91125.2788700487,-77882.7404166,-93679.7993245057,-15797.0589079057,-81056.4906156909,-11957.3213838625
-90828.3623736229,-75411.1278601156,-92301.905475933,-16890.7776158174,-80126.9407959933,-11513.659445636
-89884.9927050025,-72453.9439725238,-90360.684205585,-17906.7402330613,-79079.7960183209,-10624.0345828361
-88305.2088804912,-69082.8858998872,-87869.7972241778,-18786.9113242906,-77832.3167680332,-9385.18136202798
-86126.5760431513,-65383.0858724952,-84516.8425505835,-19133.7566780883,-76019.0071299928,-7850.68137992348
-83367.3762667857,-61410.3875222746,-80249.2384063631,-18838.8508840885,-73632.0066996726,-5975.40378219964
-80058.4385642983,-57233.0438988993,-75262.2636085745,-18029.2197096753,-70897.5283345769,-3728.37903035213
-76233.2795761312,-52931.8671888844,-69860.0036786292,-16928.1364897448,-68077.9434915292,-1151.36778501389
-71913.0766576339,-48561.6914521619,-64115.0330856126,-15553.3416334507,-65209.0853614766,1718.89926742195
-67157.5460824564,-44196.4150037557,-58095.7119378138,-13899.2969340581,-62332.0676487795,4855.5206933105
-62027.2904478114,-39939.297520158,-52127.5256339122,-12188.2281137542,-59702.4778815639,8188.48837200929
-56588.2280490573,-35879.2571815659,-46767.8473476452,-10888.5901660793,-57710.0522796416,11549.9257821136
-50936.9246969874,-32101.6625821766,-41921.3163489445,-9819.65376676791,-56085.0616905476,14765.9407127144
-45211.2804324756,-28696.839581932,-37454.1087063544,-8757.26912442242,-54578.4474223741,17721.2864952582
-39521.6779872192,-25743.4621863253,-33408.5464526032,-7665.08426627792,-53177.4042432494,20361.0675777176
-33937.765510063,-23298.3443236461,-30016.8250321914,-6718.48070854527,-52023.4706606252,22594.149725694
-28565.8599666865,-21403.5926519305,-27236.9306165613,-5833.33796463079,-51018.4347538675,24364.5027617436
-23456.879585767,-20070.2700631204,-25031.5620876363,-4961.29202451595,-50137.9323724061,25685.2540448129
-18626.6769587718,-19281.9377880509,-23534.4027081146,-4252.46492006367,-49543.940142479,26584.9183947027
-14188.3933390727,-19073.1066020468,-22864.1379235239,-3791.03132147716,-49292.9241059,27000.9869511521
-10192.8147182541,-19467.0269742306,-22974.6529296425,-3507.62595541183,-49243.656242121,26838.9250348503
-6722.35788833731,-20471.1123333222,-23704.2892636196,-3233.17693029739,-49174.8334510841,26038.9722300658
-3845.38983820962,-22084.9745741703,-25059.7703629679,-2974.79578879767,-49117.6970975444,24626.0378498867
-1634.29518757906,-24319.055370448,-27096.2215465082,-2777.16617606021,-49147.8756672529,22620.2620356656
-157.636076900923,-27162.3702132518,-30027.1277091212,-2864.75749586936,-49424.076466724,19966.3930458607
511.338242844413,-30602.4795236269,-33799.8711119344,-3197.3915883075,-49875.0362007862,16645.7299394027
313.090183522022,-34605.9555478394,-38500.3897546764,-3894.43420683699,-50592.9036730779,12664.8582342188
-807.051495691388,-39132.92312449,-43783.9101729916,-4650.98704850165,-51235.5220422037,8026.1110272246
-2967.16236023173,-44154.3322751013,-49296.1161100457,-5141.78383494443,-51475.6766549896,2756.38133156878
-6184.17345359571,-49585.1814057996,-55135.7046488887,-5550.52324308902,-51524.5580964341,-3031.71945411616
-10483.1154789621,-55366.5538837883,-61401.2275348041,-6034.67365101584,-51565.2812220682,-9253.57098853127
-15877.7895763118,-61437.5956010454,-68005.0874273496,-6567.49182630426,-51576.4997503672,-15842.966773593
-22309.5454661589,-67689.0246981867,-74707.3115081824,-7018.28680999568,-51435.4168171993,-22683.0800923558
-29705.729088214,-74020.1845109095,-81272.7141308696,-7252.52961996012,-51034.8783285345,-29645.7140626882
-37941.5235038607,-80288.9332775196,-87953.274264108,-7664.34098658841,-50733.8253146058,-36623.9810547326
-46855.3164471968,-86323.8368822214,-94654.3883706799,-8330.55148845852,-50545.2782787724,-43510.6151987151
-56345.4339027457,-91998.2947267509,-101080.205130211,-9081.9104034605,-50274.5509891098,-50204.502195915
-66278.3262927233,-97184.7548062865,-106780.185111883,-9595.43030559682,-49652.1364579823,-56524.6065937509
-76446.8086894151,-101723.527110174,-111413.84411321,-9690.31700303535,-48582.0661436694,-62226.0429046769
-86667.0852770134,-105509.511816684,-115361.728321152,-9852.21650446759,-47600.3459718555,-67152.9926925741
-96775.2147430316,-108452.264209686,-118847.353561261,-10395.0893515743,-46925.1959433407,-71310.816313569
-106635.061405531,-110469.651574276,-121659.907133636,-11190.2555593597,-46312.8615765619,-74732.7881106925
-116138.830624779,-111514.25307239,-123438.14539125,-11923.8923188596,-45449.0265758387,-77371.7817365815
-125170.818189084,-111550.823632602,-124121.14818022,-12570.324547618,-44380.20018669,-79121.2164528574
-133624.265278612,-110539.989497923,-123845.081994103,-13305.0924961805,-43339.3994079116,-79884.3204613686
-141314.508545489,-108409.41836534,-122822.207285369,-14412.7889200293,-42552.6368056123,-79647.2616687095
-148087.009335688,-105121.745825429,-120702.278672021,-15580.5328465927,-41634.9292637482,-78444.2990114534
-153816.697242605,-100639.800153834,-117166.915278533,-16527.1151246987,-40337.266933096,-76206.2988308612
-158356.133953331,-94953.4229902785,-112279.722479576,-17326.2994892976,-38854.6806483245,-72802.1278171367
-161567.468937251,-88065.879622756,-106674.385429849,-18608.5058070926,-37778.0986756193,-68274.3084621031
-163318.807005981,-79980.1813756379,-100299.448934306,-20319.2675586677,-36883.5033461,-62795.6122965239
-163498.876790704,-70698.6813354392,-92328.515744453,-21629.8344090138,-35326.5462578515,-56383.1009690271
-161990.304634478,-60220.7414021375,-82721.8392595877,-22501.0978574502,-33209.9067685252,-48894.1413876608
-158693.810599475,-48586.4457694379,-72122.1743366096,-23535.7285671718,-31212.1880495533,-40293.7806089111
-153494.872669669,-35827.0830478099,-60783.2315304923,-24956.1484826824,-29504.5746585644,-30664.6651348632
-146355.559180208,-22006.8757686135,-48563.099566923,-26556.2237983095,-27810.1723506195,-20141.1880445748
-137248.685246336,-7220.10512883687,-35279.0421575425,-28058.9370287056,-25864.9291108886,-8804.4943003935
-126156.556232605,8437.73694769524,-21279.6591762413,-29717.3961239365,-23929.3027688909,3257.04198283855
-113100.354082047,24849.9330327618,-6592.33627227011,-31442.2693050319,-21871.8322814084,15884.632370635
-98116.5403672691,41893.4421129185,9233.6505183826,-32659.7915945359,-19132.5216560345,28969.0669850064
-81232.0546997571,59433.0255709982,26593.247561274,-32839.7780097242,-15351.1403428647,42545.2441438905
-62454.9057303623,77302.1493327041,44634.6944478043,-32667.4548848998,-11331.7919681671,56565.608634621
-41871.2313769566,95287.4067870062,62264.2922737129,-33023.1145132933,-7893.11115395434,70755.0757922648
-19630.4937500461,113158.408610636,79469.40819523,-33689.0004154059,-4653.91434053436,84719.9483109925
4027.19618355928,130635.536288307,96926.6369764385,-33708.8993118684,-706.147886410014,98229.2594510602
28854.1935734284,147419.307768939,114606.616388007,-32812.691380932,4016.30935048492,111187.166989823
54566.23081043,163159.682560179,131373.960672155,-31785.7218880238,8626.39430368165,123345.147346118
80797.2034936455,177521.793284358,146509.774493558,-31012.0187907997,12832.0871106337,134276.16471218
107050.154931405,190121.808510148,160164.067324798,-29957.7411853495,17171.2323959952,143592.508557833
132823.109833477,200627.089504348,171676.129204665,-28950.9602996834,21198.6642984485,151078.951239679
157584.316045741,208709.023430814,178784.683187727,-29924.3402430867,23111.1247830606,156277.741245929
180628.382765699,214059.800066347,180328.491033104,-33731.3090332435,22678.5663118985,158257.596685683
201008.388104245,216369.971084601,178855.563893402,-37514.4071911991,23188.739535191,156277.741245929
218280.963313555,215842.369767167,177894.224154314,-37948.1456128525,27429.6487140075,151078.951239679
232212.520125216,212690.745372121,176753.425215731,-35937.3201563904,33778.9360154689,143592.508557833
242735.387371037,207172.486268671,173591.264351355,-33581.221917316,39936.4055385083,134276.16471218
249856.010359713,199553.624542131,168523.912614443,-31029.7119276882,45802.6027158082,123345.147346118
253750.383706166,190169.721255933,162247.675346428,-27922.0459095045,51686.4496391299,111187.166989823
254600.460909773,179309.884642436,154765.606011233,-24544.2786312037,57164.3096471481,98229.2594510602
252700.875694383,167301.114690852,145627.560122772,-21673.5545680804,61537.6197415386,84719.9483109925
248264.40516634,154416.854931202,135387.208199925,-19029.6467312771,65263.9379539836,70755.0757922648
241549.606573607,140917.951824792,125070.239303916,-15847.712520876,69137.926288564,56565.608634621
232833.511918816,127044.836706804,115010.92366152,-12033.9130452839,73100.6269975801,42545.2441438905
222400.865149642,113010.402968232,104619.477721403,-8390.92524682877,76287.0671458439,28969.0669850064
210462.598109736,98963.0830998868,93528.3576552787,-5434.72544460812,78281.8344448744,15884.632370635
197238.284776065,85038.7011908952,82266.8017974701,-2771.8993934251,79649.0562322561,3257.04198283856
182903.304840397,71341.7162572116,71807.2493583873,465.533101175715,81252.1781644781,-8804.4943003935
167676.110259524,57978.2989036944,61968.5038213767,3990.20491768224,82751.0205945292,-20141.1880445748
151735.126804194,45026.3560739482,52426.9573627032,7400.60128875499,83732.909799331,-30664.6651348632
135321.604153928,32576.0743414311,43495.5832295217,10919.5088880906,84429.5583588639,-40293.7806089111
118621.233422246,20693.4284472404,35402.4987941017,14709.0703468612,84935.0318419393,-48894.1413876608
101805.27959833,9418.70144967839,27692.5851200754,18273.883670397,84711.9791721014,-56383.1009690271
85080.2938855691,-1183.93118536687,19857.9272102078,21041.8583955747,83287.1150422937,-62795.6122965239
68577.9095178516,-11052.1436062478,12132.4204432714,23184.5640495192,81036.5943989118,-68274.3084621031
52432.6245234377,-20145.0334791272,5373.54136211584,25518.574841243,78801.341550743,-72802.1278171367
36782.6042046404,-28415.6939508683,-105.198881848061,28310.4950690203,76722.477076232,-76206.2988308612
21783.9690081405,-35810.8670043546,-5139.84117016151,30671.0258341931,73921.5383290852,-78444.2990114534
7581.32343066375,-42282.8767102931,-9990.85406978453,32292.0226405085,70268.6113257324,-79647.2616687095
-5716.15466862344,-47807.0708064485,-14155.9620784528,33651.1087279957,66335.1423286316,-79884.3204613686
-18032.2615504498,-52363.9934151538,-17327.0462175452,35036.9471976086,62395.4027446788,-79121.2164528574
-29295.8932211326,-55971.5637750388,-19821.16405277,36150.3997222688,58146.5678090833,-77371.7817365815
-39403.5004427792,-58604.2088802875,-22133.2896530417,36470.9192272458,53190.2359521386,-74732.7881106925
-48278.9238017887,-60242.7081509031,-24045.0183591272,36197.689791776,47851.2032806643,-71310.816313569
-55880.9069340093,-60878.4715442219,-25184.5827293822,35693.8888148397,42548.6980654459,-67152.9926925741
-62177.0023579286,-60557.0316628229,-25216.5484612101,35340.4832016128,37585.312655519,-62226.0429046769
-67069.9437802636,-59314.6511147117,-24579.4594101594,34735.1917045523,32517.4953820861,-56524.6065937509
-70525.9455981652,-57236.7528193439,-23856.4989905161,33380.2538288279,26917.8651271844,-50204.502195915
-72577.7357012554,-54434.6177391018,-23015.1256893913,31419.4920497105,21063.5897737411,-43510.6151987151
-73266.3127617431,-51006.0909808081,-21698.4532949216,29307.6376858865,15492.2380261868,-36623.9810547326
-72634.3351966898,-47037.1133327454,-19678.0112497192,27359.1020830262,10533.3141628745,-29645.7140626882
-70846.6729940878,-42712.37805368,-17093.7205937785,25618.6574599015,6154.21047226892,-22683.0800923558
-68025.4533685766,-38177.1093863611,-14333.9659778844,23843.1434084767,2073.80764996603,-15842.966773593
-64330.9197114452,-33559.5906961193,-11555.438430045,22004.1522660743,-1736.08675415915,-9253.57098853127
-59915.7969113127,-28966.9617527192,-8807.92575480674,20159.0359979124,-5208.60245616937,-3031.71945411617
-54954.2520081106,-24505.5770913994,-6333.85609787167,18171.7209935277,-8520.29763275995,2756.38133156878
-49585.6740324776,-20259.4247380689,-4263.75015289061,15995.6745851783,-11717.4731105147,8026.1110272246
-44028.0330751255,-16348.0214534059,-2501.56340715639,13846.4580462496,-14591.7871452715,12664.8582342188
-38378.2056317234,-12801.1892327756,-843.407699464627,11957.7815333109,-16912.764273182,16645.7299394027
-32769.6253271314,-9681.636005077,462.959213306298,10144.5952183833,-18925.3809157121,19966.3930458607
-27341.630687226,-7037.78854825036,1367.35429397413,8405.14284222449,-20672.8436656485,22620.2620356656
-22196.8755456837,-4912.13710990975,2104.95105193075,7017.0881618405,-21938.4532620529,24626.0378498867
-17383.24335301,-3293.66136891801,2725.05299321542,6018.71436213342,-22728.4356577174,26038.9722300658
-12980.4827136288,-2193.63636254459,2577.63373345835,4771.27009600294,-23672.6515461398,26838.9250348503
-9045.23526563417,-1596.21701840352,1809.45730396763,3405.67432237114,-24599.7779690926,27000.9869511521
-5654.45360980583,-1494.71995613408,1047.42506654993,2542.14502268402,-24942.690534874,26584.9183947027
-2856.42982897183,-1884.33862367533,378.481501079178,2262.82012475452,-24708.9606727778,25685.2540448129
-646.124872271326,-2726.29724777172,-903.71369241507,1822.58355535666,-24667.5309749935,24364.5027617435
945.041668954114,-3995.27477138437,-3097.96515479304,897.309616591324,-25089.0115549632,22594.149725694
1879.02749987102,-5659.95089486442,-5988.75057583964,-328.799680975206,-25744.764526481,20361.0675777176
2110.49974610852,-7667.20221505848,-9171.84309067643,-1504.64087561795,-26286.7999292041,17721.2864952582
1673.34961523303,-9930.41412985623,-12434.2573735399,-2503.84324368364,-26593.2177921262,14765.9407127144
574.426643068919,-12371.704618054,-15826.560335055,-3454.85571700093,-26769.3269780215,11549.9257821136
-1139.81816951802,-14899.1991178644,-19096.7309113845,-4197.53179352011,-26678.3707097245,8188.48837200929
-3395.53808935024,-17439.3528645631,-21795.9160522406,-4356.56318767749,-26045.188233336,4855.52069331051
-6101.18932221678,-19910.7551545247,-24141.9468553078,-4231.19170078311,-25255.5658849826,1718.89926742194
-9114.71323654827,-22229.8236088327,-26439.0512260578,-4209.22761722505,-24683.3390575063,-1151.36778501389
-12286.2167500466,-24316.2277923147,-28614.1931379653,-4297.96534565053,-24282.0409331396,-3728.37903035213
-15511.7968560311,-26122.2143832525,-30593.0120933001,-4470.79771004756,-24014.4270273483,-5975.40378219964
-18715.3918877878,-27608.9896432463,-32358.4722687678,-4749.48262552147,-23906.0897522195,-7850.68137992349
-21832.2305985274,-28767.5089186586,-33998.7483924038,-5231.23947374521,-24014.271362924,-9385.18136202798
-24816.4004250877,-29592.6050237897,-35328.0753563037,-5735.47033251403,-24107.8634988318,-10624.0345828361
-27625.5123734804,-30080.9999862259,-35918.582369638,-5837.58238341212,-23811.9688048311,-11513.659445636
-30199.2682851476,-30218.06438434,-35862.4024835877,-5644.33809924773,-23315.5135192516,-11957.3213838625
-32468.6179846607,-30010.7403503852,-35495.0348336784,-5484.29448329321,-22948.7400558408,-11960.610767301
-34388.0974684094,-29481.9937804059,-34738.143120572,-5256.14934016609,-22527.4612542961,-11629.3639998996
-35958.46784291,-28668.4402021889,-33164.9060106845,-4496.46580849568,-21626.2738075273,-10961.8052088041
-37183.889180212,-27622.4040480626,-30814.2804005606,-3191.87635249796,-20313.5979288436,-9928.19498708829
-38041.5716437281,-26361.429941703,-28200.5171334156,-1839.08719171256,-19118.0591714986,-8514.28860056926
-38501.0457552126,-24898.9056644873,-25538.0712557061,-639.165591218868,-18171.9841474519,-6802.32424278813
-38553.1617421618,-23262.5428442929,-22731.3125384525,531.230305840338,-17337.5386277665,-4834.17515762107
-38186.1109458476,-21483.0329337187,-19794.843157726,1688.18977599271,-16626.2040063357,-2612.84313992296
-37397.0877001417,-19588.7761162611,-17145.1353965936,2443.64071966749,-16423.2142303819,-169.39115376718
-36141.8666895102,-17591.1083552905,-14867.3199971336,2723.78835815696,-16716.3323690748,2398.76700158144
-34446.4368661671,-15540.3016139839,-12828.8311855965,2711.4704283874,-17235.3362289155,4953.81871165265
-32352.6061500682,-13486.2071336101,-10696.6012542994,2789.60587931071,-17557.1296488508,7406.0319997907
-29911.0925809526,-11472.8084996229,-8574.97457398763,2897.83392563529,-17751.9347217579,9721.02792745878
-27119.3089857826,-9501.26337060434,-6643.83726510937,2857.42610549497,-17984.8673592767,11883.6174269073
-24060.0472519365,-7622.47224782862,-5033.59644833959,2588.87579948903,-18304.8957684902,13812.416104248
-20788.219287458,-5832.53324584946,-3611.07283567849,2221.46041017097,-18551.2261073062,15480.1494294874
-17372.4485779966,-4133.49562796054,-2309.76216944087,1823.73345851967,-18685.7346048865,16915.0091743077
-13856.497776843,-2525.24460876587,-1207.21886993513,1318.02573883073,-18810.6792955455,18141.7975764338
-10297.6190411748,-1021.76640962177,-353.838000039091,667.928409582681,-18945.3870970175,19129.578951276
-6727.65097989526,375.079826807802,357.959677828374,-17.1201489794251,-18992.7869191653,19888.9333673774
-3189.41105626386,1640.18412143104,892.507312892607,-747.67680853844,-19026.2981198064,20457.2790070117
294.989840583005,2754.38593914105,1091.22007414403,-1663.16586499702,-19208.7899944072,20838.8186772899
3672.47641187023,3679.80408358209,967.549091904047,-2712.25499167804,-19470.8160022122,20977.5341593885
6879.11983932711,4372.11180946491,759.457853647997,-3612.65395581692,-19530.9254657402,20829.6356224145
9832.12618135776,4774.48724113245,511.172945203576,-4263.31429592888,-19328.54480109,20378.7449371931
12441.8061802219,4825.89349908991,242.401021216893,-4583.49247787302,-18817.2076691345,19598.1891104294
14586.0235596529,4472.63002738377,-88.0306541135159,-4560.66068149729,-18009.7082296159,18459.6166762626
16175.0776794169,3704.51577628046,-411.223150955724,-4115.73892723619,-16878.4287902616,17003.7054109055
17144.1147576142,2524.65795471625,-659.889109857779,-3184.54706457404,-15455.025949821,15329.7392375784
17506.5659460987,960.521866335093,-1291.48283134942,-2252.00469768451,-14247.4529858514,13488.4958094719
17274.4364147079,-963.396107127815,-2593.77840454739,-1630.38229741959,-13550.6198048546,11486.875063011
16451.4273838842,-3226.10113335582,-4582.83804580739,-1356.73691245157,-13359.1825123419,9303.18098376764
15051.8591362703,-5779.62360142169,-6982.30995424469,-1202.68635282302,-13381.8947688181,6922.67068608267
13123.8268705739,-8549.11426738619,-9618.06521208245,-1068.95094469626,-13476.1905362659,4377.26236967411
10737.9644629651,-11467.0542524,-12323.0505455226,-855.996293122596,-13526.3716660201,1718.36887101415
7950.66384172042,-14459.7405598737,-14820.7645397682,-361.023979894412,-13351.8110187624,-958.078859849268
4864.74408259557,-17428.1292596557,-16933.7584842516,494.370775404057,-12895.7188045636,-3531.06630570899
1585.6736113534,-20299.958039615,-18461.600764175,1838.35727543994,-12103.7626554474,-5854.2279055286
-1793.89376895763,-23046.8798091822,-19651.3550341682,3395.524775014,-11308.148970205,-7842.56505939846
-5212.55737806716,-25645.33664344,-20954.1502035077,4691.18643993239,-10955.6052060832,-9500.62445156443
-8585.32092969772,-28048.8166063661,-22601.1772695189,5447.63933684725,-11258.6330974235,-10846.9984642146
-11856.9190993113,-30231.1523161985,-24687.5894499244,5543.56286627412,-12235.2440604021,-11958.6736480011
-15013.98643444,-32190.0805398223,-26976.665302282,5213.41523754024,-13549.2605749532,-12935.2344990444
-18069.4309150278,-33916.4790418358,-29009.8395022469,4906.63953958886,-14742.3581385726,-13776.2847952162
-21002.1601688279,-35391.2117495821,-30655.1193746391,4736.09237494307,-15741.0817457342,-14423.2713172709
-23801.2709674778,-36615.5808724557,-32023.3699336852,4592.21093877049,-16651.0641326171,-14881.5951197052
-26467.2135075369,-37620.1923944216,-33047.0777497909,4573.1146446307,-17364.941715052,-15190.8932602403
-28980.4206060641,-38409.5522352639,-33490.0871001185,4919.46513514539,-17659.3073810545,-15338.3655290906
-31315.3709841674,-38985.0819172769,-33358.0714742608,5627.01044301609,-17592.2600983315,-15271.7553486349
-33464.7728317442,-39372.1546168391,-32857.6695099994,6514.48510683963,-17370.4058934503,-14991.0405720195
-35405.2173125788,-39577.4747934252,-32103.7479115545,7473.72688187073,-17123.030398571,-14482.1142369417
-37092.7307781447,-39601.6672028955,-31079.2403115587,8522.42689133677,-16864.9120531662,-13713.1874310923
-38502.16276591,-39444.4549831218,-29967.2810258906,9477.17395723115,-16796.8146577145,-12666.6704218579
-39605.0058829391,-39125.7585641667,-29023.0556503885,10102.7029137782,-17131.297251826,-11385.0922549737
-40387.6527787787,-38677.3517068423,-28394.2122351876,10283.1394716548,-17938.8428518085,-9945.50064749966
-40848.1989025875,-38117.9712850341,-28200.1416533676,9917.82963166651,-19256.6925800556,-8430.26329930552
-40983.6009660538,-37441.2942242255,-28284.8639370405,9156.43028718499,-20864.5128147168,-6904.03641582163
-40802.2298278745,-36666.8820023786,-28230.9962035646,8435.88579881398,-22322.3959476364,-5389.52156866322
-40329.2645634277,-35839.742678937,-27937.7796866947,7901.96299224233,-23518.93790086,-3897.0230933674
-39620.2610532629,-35007.1576845471,-27408.6579436448,7598.49974090236,-24455.1292931886,-2428.91324813135
-38742.7928056285,-34203.387212749,-26866.7879809647,7336.59923178431,-25315.3111324825,-1024.22823383237
-37758.3904474017,-33461.060871493,-26374.20131324,7086.859558253,-26128.4397752743,283.967864702424
-36718.36465686,-32810.5651356741,-26184.0783144236,6626.48682125052,-27108.1909238696,1455.92030000601
-35641.8719886456,-32253.3253065323,-26247.575997907,6005.74930862529,-28153.8858644878,2439.48226996035
-34539.115304065,-31786.1127830485,-26242.0575564735,5544.05522657497,-28930.6461333217,3222.46294235415
-33444.1356502253,-31431.794354284,-26151.0647443507,5280.72960993333,-29461.9168588473,3844.89906759858
-32389.1981951888,-31208.1215413799,-26205.9172983782,5002.20424300167,-29981.0621506548,4308.54236205155
-31408.9888635023,-31121.9861941371,-26562.3440901293,4559.64210400783,-30600.143154225,4569.47537031057
-30543.8372615421,-31179.6288998403,-27219.9689760433,3959.65992379699,-31302.4881899097,4611.67751239207
-29823.6202492579,-31378.7064443169,-28182.0466405374,3196.65980377947,-32107.5449439212,4451.70963460366
-29273.5683021964,-31717.7757284757,-29436.7952960013,2280.98043247446,-32998.1244291228,4084.36381282929
-28944.1226824491,-32204.6684077536,-30999.6877894886,1204.98061826496,-33940.0948100471,3459.70881007503
-28878.4672299496,-32834.5889812025,-32615.0556977945,219.533283407945,-34656.0049447189,2556.00868892255
-29105.6887717057,-33578.6708287445,-33936.2386239898,-357.567795245319,-34868.6363092161,1443.32592409024
-29626.4571514605,-34404.1603409697,-34935.6285344779,-531.468193508132,-34675.1738382016,246.774910699343
-30431.4849532143,-35281.6734005846,-35689.3464934481,-407.673092863518,-34265.211467511,-920.633343510038
-31494.5006391284,-36172.1698773432,-36294.3104863027,-122.140608959509,-33814.2601738526,-1980.48429530752
-32752.7050698458,-37022.8991377086,-36876.9153632991,145.983774409591,-33498.782477351,-2882.75840156479
-34118.4822971105,-37789.4478473366,-37320.4645689868,468.983278349721,-33249.5970756598,-3580.22829106177
-35519.7694864354,-38439.1352344223,-37543.1908795297,895.944354892688,-33005.1871849077,-4052.63238015574
-36884.8026953079,-38935.1253150224,-37621.9716345367,1313.15368048561,-32887.1603687755,-4254.92392246988
-38154.9953008754,-39257.7149622347,-37814.0857730779,1443.62918915683,-33154.0037269436,-4185.96870609047
-39243.0045697997,-39394.3482929819,-37903.2105638749,1491.13772910707,-33582.0497877869,-3852.87092281916
-40053.579144288,-39344.8937773604,-37756.3692066138,1588.52457074662,-34033.4838502965,-3260.71295841402
-40557.5455381218,-39119.6154844578,-37430.0545957937,1689.56088866413,-34530.6345298914,-2443.38695441948
-40750.5274714386,-38740.7986718436,-37101.9854388163,1638.81323302727,-35187.2028445592,-1464.31290834092
-40638.4957922662,-38259.2337592998,-37000.6639246552,1258.56983464459,-36109.8493686152,-444.96747678945
-40242.7322033057,-37718.9065118857,-37215.9673415225,502.93917036317,-37245.2836386889,471.444979486249
-39646.7206576896,-37158.6892583172,-37516.7732158419,-358.08395752468,-38262.6661597545,1184.90523592088
-38944.7471710724,-36606.7014314773,-37686.5342122151,-1079.83278073779,-38940.2620293405,1690.62058753271
-38204.9092619069,-36107.5112118861,-37741.5683660432,-1634.05715415707,-39295.6344385748,1990.20039619069
-37452.0299401305,-35673.2110444165,-37621.2541030502,-1948.0430586337,-39296.4328127052,2111.58121215409
