compassSystemfullSystemErrorCrossCorrelation,compassFilterfullSystemErrorCrossCorrelation,fullSystemfullSystemErrorCrossCorrelation,gyroFilterfullSystemErrorCrossCorrelation,gyroSystemfullSystemErrorCrossCorrelation,fullSystemErrorAutoCorrelation
11559.0198923109,11254.9016060295,11635.9148514669,381.013245437321,11854.1745865028,-236.83874408992
11527.9720232461,11221.4694728303,11605.7411377803,384.27166494997,11821.8980604312,-233.692648240515
11496.9172739101,11187.775862226,11575.4819953818,387.706133155853,11789.5215460823,-230.520156904632
11465.7474697817,11153.7856432244,11544.6515458505,390.86590262611,11756.5787524069,-227.346048195082
11434.4828859962,11119.4067065607,11513.0094640246,393.60275746389,11722.9766109754,-224.322894555278
11402.9711071519,11084.6523302449,11480.803224747,396.150894502088,11688.8501410746,-221.345378777178
11371.2323869674,11049.5354129167,11447.4599900487,397.924577132012,11653.7406470225,-218.523125397103
11339.0727635704,11013.9197041705,11412.8789654042,398.959261233628,11617.7731136598,-216.088102366654
11306.4919970694,10977.819809169,11378.2388951625,400.419085993466,11582.0525342931,-213.976403813134
11273.5836873826,10941.3697492744,11343.6406636367,402.270914362305,11546.5376160915,-212.029194548022
11240.3520237916,10904.4783011574,11309.2077373874,404.729436230014,11511.213331739,-210.106594191826
11206.8321532143,10867.1505749064,11273.2706268919,406.120051985447,11474.5133612411,-208.309044848256
11172.9234051966,10829.3933661532,11237.0082971672,407.614931014046,11437.6758363714,-206.69437810663
11138.5743439117,10791.123119894,11200.9831332592,409.860013365135,11401.292857526,-205.309390345767
11103.6367310044,10752.3134094903,11165.0182532085,412.704843718221,11365.2293475993,-204.178394419231
11068.3077366264,10713.0556861108,11128.043875578,414.988189467133,11328.2625532105,-203.146669988786
11032.3693330147,10673.2564970994,11089.9941281095,416.737631010084,11290.5525595574,-202.449943335753
10995.7663044229,10632.9131153527,11050.7271986379,417.814083285194,11252.107744521,-202.233163332845
10958.6031937876,10592.1177014916,11012.1811226668,420.063421175193,11214.6157228993,-202.268641529814
10920.6424455355,10550.7991800603,10973.2513722217,422.452192161394,11176.9117150962,-202.481620968712
10882.1068019311,10509.0727223583,10934.5600205489,425.487298190632,11139.3797033179,-202.635048278425
10843.0511206605,10467.0303088032,10894.9591912981,427.928882494927,11100.9087646035,-202.762458619829
10803.6991432037,10424.8299087254,10855.0443583284,430.214449603072,11062.1304272488,-202.891138478188
10763.6911493779,10382.2439915753,10815.1381335699,432.894141994637,11023.4228553164,-203.083568408747
10723.3232975077,10339.3851829659,10774.600014764,435.214831798085,10984.1073518699,-203.295484720702
10682.5748592091,10296.2616329861,10733.3617225757,437.100089589565,10944.0183308973,-203.436101734116
10641.4176920389,10252.8533107987,10691.5245690605,438.671258261792,10903.455332612,-203.705853683196
10599.8025263741,10209.1573644717,10649.9607316889,440.803367217147,10863.2592697905,-204.073402289615
10557.7490496704,10165.1600758455,10608.149890812,442.989814966573,10822.8957072487,-204.519280457639
10515.1660930819,10120.8012889039,10565.4240602494,444.62277134545,10781.7325402402,-205.094066541544
10472.1068466694,10076.2148262814,10522.9434465452,446.728620263756,10740.8307355875,-205.702735722857
10428.5963137938,10031.5018808244,10480.1358531643,448.633972339884,10699.5589150081,-206.270797195429
10384.725288263,9986.7430123635,10437.1648141064,450.421801742928,10658.1374813208,-206.855331990104
10340.4466522727,9941.87498664833,10393.9673837483,452.092397100001,10616.4251015979,-207.39152085833
10295.9119639945,9896.98814327345,10351.6342265885,454.646083315052,10575.3979078896,-207.750170787429
10250.9118671865,9851.90931639615,10308.7986537215,456.889337325357,10533.7328830458,-207.976411154296
10205.5266067155,9806.72659599328,10265.0499703797,458.323374386397,10491.0245698374,-208.071389185733
10159.9425415769,9761.59638205684,10220.701381926,459.104999869152,10447.5805960003,-208.01774204943
10114.0372846937,9716.46322035532,10176.0660480963,459.60282774103,10403.8052508889,-207.936487207562
10067.8191651561,9671.30709629962,10130.4845691322,459.177472832561,10359.1373297557,-207.932220892008
10021.3187174329,9626.21612534045,10085.2080831511,458.991957810654,10314.6671767393,-207.825974776741
9974.8854700442,9581.43309895178,10040.5109961371,459.077897185391,10270.4693746012,-207.417671739531
9928.32241141082,9536.83836241176,9996.32236354421,459.484001132468,10226.4991582736,-206.742923738242
9881.83580034697,9492.52776455764,9952.30422089249,459.776456334861,10182.3989389061,-205.77249716367
9835.51126371462,9448.55303419806,9908.92104084249,460.368006644428,10138.6362783111,-204.506615429143
9789.49258368499,9404.99487847024,9866.17085988531,461.175981415078,10094.9881262956,-202.721136026379
9744.01204008023,9361.88957798319,9823.48258419693,461.593006213741,10050.9384710079,-200.47935732645
9698.89604575492,9319.12321692027,9780.40494304588,461.281726125616,10006.2508708011,-197.994570204065
9653.99406212874,9276.6978447389,9737.34233232525,460.644487586363,9961.34735478345,-195.281274945181
9609.44917818723,9234.59332042886,9694.3629936154,459.76967318656,9916.30293885895,-192.347341333922
9565.41158407587,9192.82628570983,9651.39456835883,458.568282649009,9870.89956106023,-189.065630766855
9521.82638197592,9151.36144563116,9607.92501595324,456.563570322085,9824.81322647696,-185.605048957091
9478.64437347353,9110.04907924791,9565.20347458532,455.154395337396,9779.46005803867,-182.115653995825
9435.82174521958,9068.90593919498,9523.13549701307,454.229557818082,9734.64215403984,-178.501159030331
9393.28856887701,9027.85581045253,9481.47075745486,453.614947002345,9690.19100463879,-174.859663765657
9351.11707076993,8986.86225932807,9439.40043799563,452.53817866756,9645.4183097056,-171.288377545547
9309.17268029249,8945.86126800518,9398.62064929355,452.759381288364,9601.96272625441,-167.732500671269
9267.43638423178,8904.83639032692,9357.52204674742,452.685656420497,9558.31853546222,-164.301925936205
9225.80974761623,8863.83841423588,9316.13432249347,452.295908257593,9514.42747673899,-160.91662009303
9184.49133292585,8822.92907174965,9274.89358571055,451.964513960907,9470.56488773147,-157.429058752538
9143.36512131465,8782.09764796763,9234.58083623371,452.483188266066,9427.42416509854,-153.755475803936
9102.46557797376,8741.29962422551,9193.89410235788,452.594478132373,9383.74428388817,-149.924157479044
9061.96036626892,8700.54205086002,9153.03203545793,452.489984597921,9339.80671032344,-146.012801156532
9021.61078289441,8659.68103020161,9112.28971798103,452.608687779419,9296.04724937323,-142.180389157132
8981.52193184946,8618.78710624286,9070.32414651396,451.537040271091,9251.26250107231,-138.552285241072
8941.52655085774,8577.65828941064,9028.1511504379,450.492861027258,9206.59006611027,-135.256947846786
8901.55244546088,8536.30942344589,8986.19443388666,449.885010440757,9162.34731803438,-132.173995360725
8861.49846385994,8494.72428001936,8944.07210560747,449.347825588103,9118.24133822671,-129.379640599527
8821.22476581991,8452.90377097454,8901.22976767881,448.32599670425,9073.78908888923,-126.957989690584
8780.84976651422,8410.90317828977,8859.07232150625,448.169143216478,9030.2533299603,-124.735158306191
8740.18182731881,8368.6095946754,8817.23023200962,448.620637334231,8987.22489070632,-122.711724640014
8699.2507989751,8326.05347498886,8775.59812184641,449.544646857563,8944.34294711113,-120.625896516487
8658.00478234791,8283.13024375405,8733.45313564879,450.322891894735,8901.02923444241,-118.622613913792
8616.53023980225,8239.93587929427,8690.81310541962,450.877226125363,8857.3328978384,-116.743936882134
8574.91726960099,8196.48537103081,8647.3616666777,450.876295646883,8813.09194372603,-115.13769660907
8533.04429870722,8152.6579906368,8603.97711351182,451.319122875025,8769.15176747745,-113.782249140961
8490.57259592136,8108.30448091788,8559.49954811244,451.195067194541,8724.61246689188,-112.929056180154
8447.5960670302,8063.54053192582,8514.6206257286,451.080093802775,8680.13025210608,-112.530552986262
8404.14877044659,8018.49628260524,8469.43311409128,450.936831486036,8635.72209596239,-112.524278258774
8360.0834468388,7973.09889555786,8423.79756276123,450.698667203372,8591.2251699515,-112.897165326977
8315.42793377036,7927.43094249586,8379.03467573733,451.603733241472,8547.75728779209,-113.429270938422
8270.38027861251,7881.65671538749,8334.35286521242,452.696149824927,8504.31390883564,-113.903136958928
8224.85181629347,7835.61969290008,8289.66579901751,454.046106117427,8460.83912395698,-114.379802474758
8178.88425595791,7789.41829099435,8244.0319419798,454.613650985449,8416.39982534984,-114.845877592374
8132.68247071526,7743.10673618035,8198.51221130379,455.405475123437,8372.01159857262,-115.252488306362
8086.10877285029,7696.61194241022,8152.54086763338,455.928925223159,8327.13830312086,-115.627131877047
8039.22313029495,7649.98055319459,8105.94109994483,455.960546750232,8281.65864891726,-116.036653167428
7992.13858451896,7603.33409737086,8058.90977566589,455.575678295045,8235.79928511623,-116.511611736128
7944.77885060574,7556.69734637886,8012.76392564615,456.066579267288,8190.80330771516,-116.973960524214
7897.18721187551,7509.97327065785,7966.50989430411,456.536623646272,8145.72008646258,-117.462577321643
7849.45830583492,7463.16684347974,7919.54941040295,456.382566923215,8099.88964272763,-117.906513268436
7801.56869903995,7416.25903691492,7872.12473650687,455.86569959195,8053.8008072669,-118.55889900563
7753.49123192962,7369.31019833681,7825.12574302511,455.8155446883,8008.17118242942,-119.25635362453
7705.20845123764,7322.43364421767,7778.35206531857,455.918421100906,7962.61839318066,-119.811401354277
7656.81850365619,7275.62622306508,7731.46150378472,455.83528071964,7916.83268425913,-120.274792003242
7608.19865938246,7228.88824615644,7684.98104943835,456.09280328191,7871.47616065615,-120.773953435479
7559.40956749641,7182.25885750998,7639.10514223435,456.846284724385,7826.4568353878,-121.024090309313
7510.5014448787,7135.87948845185,7594.25483567838,458.375347226562,7781.96471230148,-120.762143189809
7461.73554147187,7089.85194276377,7548.75724506377,458.905302299997,7736.21890171915,-119.911294518043
7413.40663620983,7044.24665738543,7503.35126220355,459.104604818126,7690.15652849103,-118.660900018145
7365.40870173012,6998.95202965725,7459.00092649326,460.048896836023,7644.79004047481,-117.055794570254
7317.6653221069,6953.90426375764,7414.85573139867,460.951467641031,7599.18811914561,-115.02706558101
7270.35423823383,6909.10051378216,7371.0323036842,461.931789902041,7553.30804799721,-112.407455467494
7223.56623631273,6864.66698270311,7327.43797413193,462.770991428858,7507.27683583741,-109.38871919402
7177.07656426976,6820.23445147684,7282.76637515188,462.531923675044,7460.24145084797,-106.445011988823
7130.78579652363,6775.77124191672,7238.98257250312,463.211330586408,7414.08878445378,-103.494322805029
7084.64913562768,6731.2482212097,7195.06405125936,463.815830049669,7367.60484988208,-100.359731214088
7038.54907366587,6686.56609501781,7151.29434685545,464.728251837652,7321.35347113759,-97.3152467557603
6992.47076264421,6641.81667647814,7108.17840647912,466.361730000951,7275.58272511532,-94.0988069443203
6946.47631191668,6596.97406652911,7065.21348746945,468.23942094034,7229.66868572801,-90.5931082824993
6900.48666519575,6551.95807391706,7022.40407612969,470.446002212624,7183.81924238087,-86.9943765195078
6854.42590100788,6506.77820476474,6978.55098065837,471.772775893632,7136.95371055008,-83.4282764039672
6808.43859751946,6461.54115414922,6933.86777138043,472.326617231213,7089.26870201581,-79.8738639723763
6762.51315136068,6416.29888661764,6889.30840987578,473.009523258153,7041.71123953657,-76.3290500201838
6716.49198120087,6370.86101388445,6843.71993116681,472.858917282356,6993.29671819595,-72.9792792428198
6670.41575500315,6325.30963393935,6798.48650826577,473.176874326415,6945.33568483429,-69.7327144909598
6624.26499837294,6279.63273164088,6753.31120313736,473.678471496476,6897.48977637944,-66.5526023675323
6578.19243846176,6233.92517160063,6708.09901528468,474.173843684057,6849.50988454638,-63.2740607732293
6531.9106910973,6187.99680326243,6661.76190433522,473.765101072797,6800.49548994559,-60.0798751913026
6485.72122993682,6142.00067959385,6614.44009253435,472.439412940509,6750.65141610613,-57.0448849158836
6439.30464093028,6095.80490311025,6566.53530826578,470.730405155522,6700.55124621889,-54.3387989633193
6392.71534628868,6049.47027557474,6519.05899478237,469.588719207632,6651.18687051147,-51.9400360897437
6346.08363591584,6003.10309118346,6471.68746845837,468.584377274911,6602.087599344,-49.7084082469103
6299.05042350798,5956.6994306013,6424.85160294932,468.152172348021,6553.73348076942,-47.6893051417553
6251.95777181716,5910.33759387034,6377.07645240593,466.738858535584,6504.58378114239,-45.8185072903912
6204.75154478582,5864.0052096151,6331.50136059157,467.496150976477,6457.59131413869,-43.9113835310605
6157.54904814058,5817.82852948187,6285.90543366963,468.076904187758,6410.25758340724,-41.6950916993207
6110.48225340701,5771.93034775888,6240.31944756296,468.389099804073,6362.53934425755,-39.0886856575297
6063.67840251704,5726.28438191036,6194.76443515494,468.480053244572,6314.47065353506,-36.1135210371743
6017.10481044233,5680.78085760638,6149.270317861,468.48946025467,6266.23592945589,-32.9049870707012
5970.75074882617,5635.3383052221,6104.15913863177,468.820833409657,6218.21498277661,-29.5329116302975
5924.50882819572,5589.84162646676,6057.93674500612,468.095118539333,6169.04375740198,-26.123952434365
5878.46726795609,5544.38815012209,6012.12176840134,467.733618279256,6120.22186103131,-22.6588886112939
5832.47968539415,5498.8816124597,5966.16826942982,467.28665697014,6071.3267615547,-19.2604476583697
5786.6441045113,5453.4323489344,5921.66670892991,468.234359995514,6023.68941098104,-15.6723549313278
5741.20060665718,5408.06775152287,5877.54520428609,469.477452763215,5976.24581448239,-11.8892135111964
5695.93511953871,5362.57763423246,5832.26644228159,469.688808049148,5927.643755874,-8.1049467968821
5650.65701513451,5316.87000189902,5787.40515679697,470.535154897963,5879.56134241515,-4.42351906316305
5605.65407657859,5271.12874058353,5742.98157096541,471.852830381881,5831.83370929492,-0.671711346009813
5560.68458807428,5225.11142972252,5698.37669658446,473.265266861909,5783.9118848199,3.07204159967452
5515.90366204522,5178.94109380039,5653.91287734075,474.971783540351,5736.02255642496,6.92922265285493
5471.02709476894,5132.43933644757,5608.53585455,476.096518102441,5687.41180995194,10.6056432311847
5426.00409115518,5085.60469606516,5563.43336517287,477.828669107714,5639.2303532334,14.1257729000291
5380.83190815259,5038.4747647048,5517.7836117404,479.308847035601,5590.59135476078,17.5646365535046
5335.70482671466,4991.06567890007,5471.46184197868,480.396163078624,5541.35465164759,20.927296675153
5290.35166607776,4943.28736954662,5424.27785340216,480.990483855558,5491.47610334981,24.0579851432671
5244.53278090612,4895.04714623573,5376.91642649077,481.869280255049,5441.79549997058,26.8096378260359
5198.41478195222,4846.52737211771,5329.78394875205,483.256576634343,5392.38738684752,29.5062183915579
5152.11273358401,4797.70294419334,5283.04926621535,485.346322022003,5343.28784443734,32.2957764216844
5105.38160614232,4748.52447806254,5235.42894149043,486.904463427894,5293.36673122065,35.0120607139584
5058.28760772442,4698.92268826078,5187.87279004143,488.950101780669,5243.63129322124,37.5619718487391
5010.80176069661,4649.03510696039,5140.02419059886,490.989083638474,5193.66591095295,40.0400836327255
4963.10258900897,4599.00312324504,5092.98063299747,493.977509752434,5144.35391863419,42.6777080154258
4915.17712690131,4548.80475209789,5045.34678740824,496.54203531037,5094.31192308884,45.4488667734383
4867.13040176487,4498.44128489693,4995.8463461256,497.40506122868,5042.54187489345,48.0808415082699
4818.69928007278,4447.74962781786,4946.24774374419,498.498115926339,4990.92910975067,50.4515763443155
4770.1090033931,4396.83693658658,4896.89676615832,500.059829571739,4939.61486925577,52.764931152899
4721.46425953083,4345.81163829829,4848.33630775529,502.524669457013,4888.86456625345,55.2929707061474
4672.63620651169,4294.54802341805,4798.5701869176,504.022163499545,4836.76471168779,57.9589492620435
4623.77252507898,4242.95702307017,4747.00740611203,504.050383041857,4783.23265516761,60.2578560547512
4574.51892837806,4190.87862401849,4695.35059370009,504.471969681601,4730.19055396196,61.9793559257752
4524.85116224615,4138.24931044435,4642.20231081995,503.953000375622,4676.14938180026,63.1873175159916
4474.57765482145,4085.04120267308,4587.91035710523,502.869154432152,4621.59933877569,63.7663373195017
4423.6471545649,4031.36962130164,4533.8983665858,502.528745284169,4567.85943967764,63.7980814404915
4371.87731444264,3977.14984380314,4480.15825012789,503.008406324743,4514.99520312836,63.2302946421301
4319.43102749608,3922.54533851767,4427.23673034397,504.691391826282,4463.05478010363,62.5420924214122
4266.31092554762,3867.70476727057,4373.54751925025,505.842751979683,4410.28186139252,61.9116724359805
4212.86241725513,3812.84078018349,4319.70095777861,506.860177595124,4357.13803008906,61.4835982777773
4159.09647484584,3757.98490705605,4265.78317558926,507.798268533211,4303.81853948817,61.1604814972338
4105.19610746215,3703.18089195514,4211.34474872245,508.163856767322,4249.87717552434,60.9349004568804
4051.26948304968,3648.47936313759,4157.10109173437,508.621728596788,4196.04211734107,60.8041835751431
3997.21386466975,3593.77279482013,4101.89184279851,508.119047978368,4141.24056007738,60.6647100187594
3943.03847342263,3539.10079337051,4046.83810848352,507.737315113007,4086.66390959791,60.4544219314631
3888.79873074491,3484.51104270334,3991.96371643404,507.452673730701,4032.23594044274,60.2539550244345
3834.34377159267,3429.98457990581,3937.80925411719,507.824674211382,3978.31027802196,60.2553631245189
3779.98820886742,3375.60681626631,3884.13331540627,508.526499139956,3924.49615962079,60.6102235737516
3725.62484588759,3321.31756188972,3830.44865406253,509.131092172812,3870.40031782578,61.2337270542443
3671.11079990413,3267.05808447576,3776.80988192957,509.751797453814,3816.16085420934,62.0299603818743
3616.54756007039,3212.75766388282,3723.97808951078,511.220425627964,3762.5139765454,63.0294589815416
3562.17751729944,3158.56118311304,3670.52130741044,511.960124297414,3707.98591627946,64.2782498890873
3508.07044336484,3104.5857775863,3617.06386395717,512.478086370885,3653.16792078284,65.8127696019042
3454.03644789635,3050.64982706766,3563.24994034729,512.600113279636,3597.93846382351,67.3899806540908
3400.15452257035,2996.81696450976,3511.30264147524,514.485676965476,3544.25329493653,69.2866572708153
3346.18325813562,2942.87224570932,3459.82767946054,516.955433751234,3490.67138895474,71.5521130603884
3292.4664107876,2888.97057894318,3407.64850606977,518.677927126586,3435.99240860744,74.2037271495106
3239.07004806363,2835.00663807398,3355.44022213535,520.433584061375,3381.10675775148,77.0399327773869
3185.54092517893,2780.88190213586,3302.7239526416,521.842050505746,3325.72376893789,79.880980943181
3132.04668962213,2726.61194965595,3250.48823243897,523.876282783034,3270.73101394644,82.8040009433098
3078.42545938395,2672.10095768888,3198.16594724604,526.064989557171,3215.56674041694,85.8071180074242
3024.59184738598,2617.05535266316,3144.35095782986,527.295605166721,3159.18088408778,88.5245424804577
2970.29577334055,2561.39886791788,3089.21779431392,527.818926396054,3101.9957559775,90.7224560062568
2915.64217104252,2505.29954728874,3033.17880907682,527.879261788087,3044.36682179883,92.4521774751239
2860.67137440573,2449.01770135193,2977.40080533083,528.383103978916,2987.2481768464,93.931895804303
2805.24446048908,2392.42759357419,2920.69692530711,528.269331732931,2929.47352599912,95.1528570488411
2749.39595556021,2335.6229098906,2864.62191514451,528.999005253926,2872.4559667814,96.2334791359308
2693.46472371008,2278.76600680894,2809.37316070863,530.607153899686,2816.11463982818,97.4613606896949
2637.28316874709,2221.81531765884,2752.61445760731,530.799139948489,2758.34650414123,98.5995550703356
2581.08582518088,2164.91650518729,2695.66709389776,530.750588710481,2700.32140941942,99.7990930560508
2525.03552870847,2108.20783022831,2638.9470071911,530.73917696278,2642.39939688386,101.130228036761
2468.8957535581,2051.45439144169,2581.83519583513,530.380804393447,2584.15859410783,102.373528888012
2412.45105355818,1994.42526658567,2524.48926981773,530.064003232066,2525.98874395645,103.2920763849
2355.96670940768,1937.24825121388,2466.294664513,529.046413299134,2467.28822335358,103.889789407098
2299.39512602181,1879.98630018012,2408.22422533863,528.237925158529,2408.97847117684,104.226863704954
2242.83227476159,1822.72113610287,2350.67829032487,527.957154222009,2351.15973143312,104.601127249074
2185.94974399146,1765.22118674411,2292.55559380053,527.334407056419,2293.06050999525,104.677820111215
2128.79174066846,1707.49287533489,2234.20993576669,526.71706043181,2234.94965921243,104.534371474979
2071.23647721484,1649.48138792106,2175.78637504287,526.304987121817,2176.94786737643,104.185738142358
2013.47146068007,1591.35504611449,2117.18603783545,525.830991720967,2118.99063911734,103.61576805736
1955.33402342761,1533.10668863484,2058.0984914333,524.991802798463,2060.85721427316,102.732934585785
1896.70196393487,1474.6393122941,1998.56816915306,523.928856858963,2002.6212102892,101.518390586494
1837.78473642822,1416.08007850431,1940.16231210716,524.082233602842,1945.5505828714,100.260235867651
1778.53127780158,1357.44489931133,1881.23802121636,523.793121905035,1888.00953863245,98.9347054076875
1719.08215182288,1298.83260375733,1821.97897556353,523.146371806193,1830.05335999551,97.6805782735508
1659.56808802325,1240.1713299903,1763.28054927634,523.109219286028,1772.7851642657,96.2894254776402
1599.89204827316,1181.48884617887,1704.55428338746,523.065437208592,1715.64043070692,94.7474846564738
1539.94019748355,1122.63419445235,1644.11163182009,521.477437367747,1657.13936588768,92.8217383174685
1479.43926466764,1063.57625272897,1582.73022250554,519.153969776575,1598.12340538238,90.4787938085849
1418.2605750243,1004.16929716508,1521.77640819394,517.607111028864,1540.07584276702,87.5842200441714
1356.26737450981,944.574365199817,1462.0723397532,517.497974553386,1483.46033587379,84.5107606730942
1293.45818525893,884.818517515,1402.21639367058,517.397876155586,1426.73554964344,81.3877413364155
1229.9037656684,825.137612106947,1341.77186450544,516.634252398489,1369.1927626475,78.4875638688817
1165.75182899714,765.675309490714,1281.71162060719,516.036311116489,1311.7011540113,75.9020365254764
1101.19489993715,706.750102353039,1221.75633453326,515.006232180219,1253.64924181365,73.9416506780118
1036.44066972899,648.444872318657,1163.42623036772,514.98135804906,1196.48357396686,72.7082305490819
971.886203786711,590.969295922799,1104.89865324823,513.929357325432,1138.27233173637,72.3089163028656
907.832738609353,534.334326065754,1047.62408831134,513.289762245592,1080.41354072168,72.807659549148
844.654649231152,478.78096177729,990.465367845003,511.684406067712,1021.62525443291,74.3384056206071
782.588683871892,424.254674702328,934.33141765365,510.076742951323,963.066839367551,76.6520332748509
721.557542756475,370.712804307076,878.966262263672,508.253457956595,904.592383547063,79.651696944629
661.391546894202,317.9243418784,825.510122469126,507.585780590726,847.364236687279,83.3039510847115
602.11670041329,265.84875442885,772.980838340122,507.132083911282,790.415010426684,87.5994889623242
544.125006186542,214.834588268671,720.881506054044,506.046917785374,732.942739113643,92.8493729388683
487.331463357524,164.631479933432,669.332649965812,504.701170032391,675.345162806562,98.7666819950604
431.443771040923,115.066954403674,618.361618135854,503.294663732175,617.606170469528,105.390483557145
376.649706913319,66.0723426986414,568.165424941372,502.093082242737,560.063245177697,112.58222089272
323.159097057079,17.7512190793579,518.377355156245,500.626136076878,502.237380886485,120.462608246728
270.714776808708,-30.1836030145532,468.713958941553,498.897561956109,444.360027928882,128.518554241657
219.509450048962,-77.6468837697066,419.445096395156,497.091980164876,386.667435580279,136.785030166304
169.493776576605,-124.76615756488,370.841937635067,495.608095199951,329.55345052854,145.131987503947
120.434389089975,-171.778690746388,322.360046068772,494.138736815173,272.551800756527,153.476892000261
72.07173760094,-218.91089601667,273.279933155426,492.190829172096,215.107512513637,161.662303631338
24.1920168095185,-266.294790024339,223.227178377779,489.52196840212,157.102245975294,169.435633608623
-23.3765080814524,-314.158945113393,174.202519701776,488.361464815178,100.688367130036,176.611201065129
-70.4028216650001,-362.260198380766,124.52339996582,486.783598346589,43.88648507493,183.52072679636
-117.133976315867,-410.769603830091,74.1341870926969,484.903790922802,-13.1872261980851,189.974399485752
-163.643658593957,-459.722095646938,22.7027255325967,482.424821179535,-70.4927184779475,195.627044890228
-210.234538295218,-509.253524084507,-29.019043394221,480.234480690295,-127.13060429868,200.31591197126
-256.972019738707,-559.381045695463,-81.0257894230713,478.3552562724,-183.2411063786,204.195094113623
-304.287700618235,-610.200740510795,-133.746026292687,476.454714218125,-239.153564440309,207.148541082248
-352.065207825755,-661.638597656904,-187.862999272979,473.775598383928,-295.447814065968,209.087755976869
-400.476226663329,-713.622072361356,-243.098183942824,470.523888418539,-351.817062342558,209.972546292617
-449.737608257066,-766.154542414964,-299.385117804918,466.769424610054,-408.167030325803,209.784782993359
-500.072539653478,-819.148320685372,-356.229752973329,462.918567712058,-464.383742698721,208.879263632817
-551.133373663584,-872.278432264103,-411.405382561789,460.873049702333,-518.688978528349,207.717004482499
-602.7064996384,-925.384798217263,-467.112662689201,458.272135528078,-573.448083910779,206.459674477636
-654.92083409987,-978.733113009967,-521.8323077052,456.900805304773,-626.770900682727,204.76112895083
-707.502008266125,-1032.08785311756,-576.11081889104,455.977034226519,-679.584041798144,202.991487770065
-760.563771792879,-1085.59985644071,-630.219966731968,455.379889708754,-732.217827438052,201.207826859036
-814.034786925788,-1139.15407403658,-684.882531941092,454.271542095478,-785.333330800249,199.357183289546
-867.84294009149,-1192.64810417263,-738.425843472738,454.222260699895,-837.353437717132,197.520869132064
-921.682319557818,-1245.92423069106,-790.633751122668,455.290479568387,-888.371987877732,196.004249655364
-976.10018108374,-1299.35630752158,-844.428716656819,454.927590864762,-941.012541577535,194.505228131867
-1030.84385887236,-1352.85330297316,-898.831868112372,454.021434860789,-994.137776362745,192.88929140741
-1086.07175841934,-1406.30521352903,-951.539843146685,454.765370382346,-1045.80379052975,191.495936797675
-1141.55048253611,-1459.68550083224,-1004.70555836892,454.979942463333,-1098.14429482586,190.31265146387
-1197.47537975627,-1513.06858705729,-1058.33990265414,454.728684403151,-1151.05631754092,189.226139529307
-1253.52666138792,-1566.17944777655,-1112.55624281669,453.623204959861,-1204.64063056115,188.227321675158
-1309.47873897916,-1618.92735542902,-1166.29251154457,452.634843884441,-1257.87365461747,187.352137207549
-1365.40160837419,-1671.3904963691,-1218.63590225599,452.754594113125,-1309.93667067567,186.692056594767
-1421.2252073554,-1723.61346607835,-1270.09860577861,453.514860299756,-1361.49839851882,186.414284168413
-1476.87827798871,-1775.44035579559,-1320.63425800842,454.806097787185,-1412.74089202371,186.741111133424
-1532.14976875907,-1826.75591972201,-1370.76629936737,455.989620354654,-1464.31520544932,187.810269548507
-1586.50895772832,-1877.42929755748,-1419.98443850756,457.444859049929,-1515.98183421615,189.884646782628
-1639.99874228036,-1927.46175013305,-1469.24261857037,458.219131562685,-1568.5779298329,192.843662538427
-1692.72195044705,-1977.11318907761,-1519.25255565451,457.860633423107,-1622.51567362903,196.39134612733
-1744.54714461207,-2026.38778126589,-1569.54541658913,456.84236467677,-1677.00495080663,200.205395208916
-1795.72274699659,-2075.39164693523,-1619.58991247286,455.801734462376,-1731.36565568773,204.126704303558
-1846.42565671193,-2124.12097933408,-1669.93648277163,454.184496562446,-1786.09796924453,208.10669744767
-1896.65346631994,-2172.63798375787,-1719.63933982164,452.998643936236,-1840.3561149797,212.249290481084
-1946.17579446415,-2220.86114649787,-1769.69098205724,451.170164440636,-1894.93345948249,216.374005262338
-1995.29592809711,-2268.98478549581,-1820.11086760375,448.873917892077,-1949.64430189445,220.270253250485
-2044.02967685232,-2317.03099290208,-1870.27595480122,446.755038100868,-2003.80319904108,223.87376930086
-2092.43822455567,-2364.99537170951,-1919.6605322116,445.334839497921,-2056.96930661869,227.256139279166
-2140.72144100015,-2412.99326676952,-1967.70529939616,445.287967373369,-2108.74309664097,230.580821581128
-2188.58215147296,-2460.89311511498,-2016.15009638562,444.743018729368,-2161.15789037329,234.145044927001
-2235.99923452552,-2508.74145766412,-2064.47180354422,444.269654119907,-2213.60672676821,237.870391857505
-2283.28060507136,-2556.88790264303,-2113.33887097748,443.549031665565,-2266.3334772426,241.32004878446
-2330.62109142409,-2605.40182220789,-2161.90623180049,443.495590407418,-2318.39212948489,244.403357937012
-2377.77343375189,-2654.10699530639,-2210.08789721748,444.01909808892,-2370.1191108901,247.5436124221
-2424.96888453922,-2703.19508594928,-2258.60989294884,444.585193000425,-2422.01163980283,250.513090110389
-2472.20710156685,-2752.73580276192,-2308.37128360672,444.364519155208,-2474.64687066903,252.985013359313
-2519.59783319152,-2802.79739829542,-2358.25231591612,444.545082379301,-2526.76977767066,254.8207309061
-2567.26218049194,-2853.36447699167,-2409.06913089122,444.295346100462,-2579.27060788486,256.100131529977
-2615.60835121394,-2904.5899295346,-2461.06709873093,443.522830803671,-2632.36288060061,256.804375062739
-2664.61510362802,-2956.547324464,-2513.86787353761,442.679450926398,-2685.54698357095,256.788620449349
