maxMagnitudeFilteredMagnitudeDBSecondOrder,maxFrequencyFilteredMagnitudeDBSecondOrder,compassTimeConstant,gyroCutoffFrequency,gyroTimeConstant
1.28996423322623,2.65092128713721,0.377227345395805,0.377227345395805,0.377227345395805
