signalsNamesOrdered,maxSignals,minSignals,meanSignals,standardDeviationSignals,varianceSignals,kurtosisSignals,skewnessSignals,firstMomentSignals,secondMomentSignals,thirdMomentSignals,fourthMomentSignals,rmsSignals,powerSignals,maxCorrelationSignals,meanCorrelationSignals
compassSystem,247.854575747273,-134.078231380011,60.1311908897169,78.5065869643045,6163.2841967839,3.04546382763864,-0.713362659074117,0,6160.703257003,-344949.729235608,115588340.007416,98.8759999940258,0.0012235486164187,2810302.16899837,-22230.4359345281
compassFilter,201.813683811495,-119.750268655959,59.5969983949321,73.2802873730926,5370.00051748304,3.13430476220563,-1.00429002083497,0,5367.75177354774,-394955.152108595,90307968.0670141,94.4433904052225,0.0012395920084569,2060870.01622311,-22032.9455496495
fullSystem,224.504911471009,-130.91504246035,60.1503961565882,74.5275939775141,5554.3622640772,3.24596610963411,-0.953796857498356,0,5552.03631673043,-394579.333221381,100057253.499241,95.7606729013793,0.00122824221607977,2090267.85653961,-22237.5361008223
gyroFilter,166.872292008267,-41.7121350315547,0.553397761656062,12.9763658418078,168.386070460437,47.8336464483157,3.91340111716555,0,168.315557030595,8545.56442557005,1355133.26624632,12.9854459343221,0.00703673507286757,2090267.85653961,-22237.5361008223
gyroSystem,116.388803824227,-102.293129538035,61.2127348256563,68.397153557586,4678.17061477999,3.57640001449293,-1.4423267505139,0,4676.21158185923,-461216.555643918,78204977.3145519,91.7780501356143,0.00121742294276998,240133.890012763,-204.590551172841
input,115.478301144752,-102.701215823619,60.4599619068176,68.1602858283757,4645.82456420588,3.59556554242541,-1.4484106161912,0,4643.87907653243,-458366.693797007,77540574.5634653,91.1004175089568,0.00122330502676826,481763.507301884,-22630.28155246
error,115.411126150645,-101.705361356514,-0.309565750229454,29.6664020387299,880.095409923558,6.07023816261036,0.130886720165739,0,879.726860756923,3415.20960971632,4697874.77034348,29.6618052672227,0.00581558422525019,2101016.587805,114.44612149161
