time,compassSystem,compassFilter,fullSystem,gyroFilter,gyroSystem,input,error
18.7,18.6435315872682,18.6422558384078,18.6435201738551,0.0012643354472992,19.1745691903296,18.7,-0.0564798261448693
18.7512854786848,18.6951765971807,18.6938998455682,18.6951997122507,0.00129986668257231,19.2269657663146,18.7512854786848,-0.0560857664341121
18.8,18.7442634959494,18.7429859442248,18.7442814394319,0.00129549520712757,19.2767356852685,18.8,-0.0557185605680601
18.8487145213152,18.7933765148658,18.7920983294942,18.7932172911487,0.0011189616545515,19.3206159663069,18.8487145213152,-0.0554972301664272
18.9,18.8451013395665,18.8438226673471,18.8449631157403,0.00114044839318694,19.3668120728706,18.9,-0.0550368842597031
18.9512854786848,18.8968397098715,18.8955607435924,18.896857707557,0.00129696396455969,19.4184481067951,18.9512854786848,-0.0544277711278482
19,18.9459893868156,18.9447103081064,18.9459880156626,0.00127770755617362,19.4674956099041,19,-0.0540119843373965
19.0487145213152,18.9951379281679,18.9938589084834,18.9953710759082,0.00151216742476734,19.5244308250804,19.0487145213152,-0.0533434454069486
19.1,19.0468717985853,19.0455930145861,19.0470766447847,0.00148363019859232,19.5843708529306,19.1,-0.0529233552152668
19.1512854786848,19.0985899378323,19.0973115642097,19.0984536917497,0.00114212753991794,19.6323903634503,19.1512854786848,-0.0528317869351937
19.2,19.1476959803225,19.1464181380673,19.1476022813288,0.00118414326144034,19.6780026406239,19.2,-0.052397718671223
19.2487145213152,19.1967766563855,19.1954994820172,19.1966192668339,0.00111978481667663,19.721353781302,19.2487145213152,-0.0520952544812552
19.3,19.2484155654198,19.2471392218162,19.2482668400055,0.00112761818920859,19.766992821596,19.3,-0.0517331599945479
19.3512854786848,19.3000160520252,19.2987406574525,19.3002885224956,0.00154786504311133,19.8273770204245,19.3512854786848,-0.0509969561892021
19.4,19.3489928700226,19.347718463165,19.3492146244385,0.00149616127350072,19.8847341401466,19.4,-0.0507853755615386
19.4487145213152,19.3979283798429,19.3966550344397,19.3980876814757,0.00143264703599399,19.9401032597558,19.4487145213152,-0.050626839839456
19.5,19.4494006996411,19.4481285287378,19.4495689063939,0.00144037765604565,19.9983945397859,19.5,-0.0504310936061252
19.5512854786848,19.5008230404274,19.4995520843961,19.5009376702647,0.00138558586859361,20.05473897038,19.5512854786848,-0.0503478084201774
19.6,19.5496234330291,19.5483536476995,19.5497459747059,0.0013923270063998,20.108258836735,19.6,-0.0502540252940591
19.6487145213152,19.5983776894201,19.5971090751644,19.5981743132114,0.00106523804701908,20.1508273452496,19.6487145213152,-0.0505402081037474
19.7,19.6496573559903,19.6483899550843,19.6494950046848,0.00110504960056446,20.1956424491884,19.7,-0.0505049953151726
19.7512854786848,19.7008881495251,19.6996219230636,19.7011703319414,0.00154840887781305,20.255925790317,19.7512854786848,-0.050115146743444
19.8,19.749510264151,19.7482451036663,19.7497389652091,0.00149386154280506,20.3131871083678,19.8,-0.0502610347909211
19.8487145213152,19.7980925112966,19.7968283511474,19.7980043323864,0.00117598123897977,20.3599650550899,19.8487145213152,-0.0507101889287966
19.9,19.8492003965627,19.8479372057121,19.8491518776753,0.00121467196324687,20.4092117545292,19.9,-0.0508481223246733
19.9512854786848,19.9002716390301,19.8990093162792,19.9001375821812,0.00112826590198623,20.455314487502,19.9512854786848,-0.0511478965036822
20,19.9487547988836,19.947493202925,19.948632099529,0.00113889660401867,20.4991060757973,20,-0.0513679004709999
20.0487145213152,19.9972128902581,19.9959519112229,19.9971656561673,0.00121374494445803,20.5453718701229,20.0487145213152,-0.0515488651478364
20.1,20.0482072439385,20.0469467920466,20.0481514268434,0.00120463479681021,20.5940793878131,20.1,-0.0518485731565796
20.1512854786848,20.0991843694246,20.097924310767,20.0992828000051,0.00135848923807558,20.6482185412522,20.1512854786848,-0.0520026786797878
20.2,20.1475958573294,20.146336053577,20.1476756138106,0.00133956023358905,20.699643681698,20.2,-0.0523243861893761
20.2487145213152,20.1960013385891,20.1947416653902,20.1961229125826,0.0013812471923984,20.7525117768608,20.2487145213152,-0.0525916087325413
