time,compassSystem,compassFilter,fullSystem,gyroFilter,gyroSystem,input,error
0,0,0,0,0,0,0,0
0.00106125843003447,5.31832519491773e-09,9.09379363810269e-10,0.000999882606549573,0.000999881697170209,0.00120611507278639,0.00106125823082399,-6.13756242744191e-05
0.00212251686006895,2.29319723146866e-08,4.79271322822571e-09,0.00180210617214643,0.0018021013794332,0.00241222895031016,0.00212251526638537,-0.000320409094238941
0.00318377529010342,6.02042291626307e-08,1.47701120700862e-08,0.00244158050498583,0.00244156573487376,0.00361834043731004,0.00318376991142285,-0.000742189406437021
0.00576725391010179,2.69433990480746e-07,8.84512945248658e-08,0.00356906791781821,0.00356897946652369,0.00655442528622789,0.00576722193917369,-0.00219815402135547
0.00835073253010015,7.20686622201837e-07,2.80921479472887e-07,0.00420826441137633,0.00420798348989686,0.00949047164264146,0.00835063547442024,-0.00414237106304391
0.0109342111500985,1.51864467335327e-06,6.72027579341964e-07,0.00455213638697991,0.00455146435940057,0.0124264622639238,0.0109339932745355,-0.00638185688755564
0.0135176897700969,2.77100192398588e-06,1.35414589602633e-06,0.00473300419466319,0.00473165004876717,0.0153623799078199,0.0135172780972646,-0.00878427390260143
0.0182243902513455,6.64961260169066e-06,3.74791721324328e-06,0.00489148945881492,0.00488774154160168,0.0207109260068662,0.0182233814618354,-0.0133318920030205
0.0229310907325941,1.30484440719073e-05,8.07621611598243e-06,0.0049338684122549,0.00492579219613891,0.0260590684035521,0.0229290811240458,-0.0179952127117909
0.0276377912138428,2.2603398758964e-05,1.49673894962339e-05,0.00494568998228136,0.00493072259278513,0.0314067028525671,0.0276342728385852,-0.0226885828563038
0.0323444916950914,3.59604510757306e-05,2.50658864391651e-05,0.00495565261661196,0.0049305867301728,0.036753725119853,0.0323388523713955,-0.0273831997547836
0.0467044477667368,0.000109454533179495,8.49621899384775e-05,0.00501577025094174,0.00493080806100327,0.0530624101676882,0.046687470174168,-0.0416716999232263
0.0610644038383821,0.000242850352888343,0.00019928347285932,0.00512691627952339,0.00492763280666407,0.0693614680353112,0.0610264607967282,-0.0558995445172048
0.0754243599100275,0.000453581952669055,0.000385517062709654,0.00530919564404862,0.00492367858133896,0.0856479419541012,0.0753528674704555,-0.0700436718264068
0.0897843159816729,0.000759438123538197,0.000661514203447915,0.00558043025444502,0.0049189160509971,0.101918877750308,0.0896637360215998,-0.0840833057671548
0.1,0.00104360226934046,0.00092120635242362,0.00583607902345931,0.00491487267103569,0.113482951751835,0.0998334166468282,-0.0939973376233688
0.104066818911805,0.00117726646914273,0.00104424383565673,0.00583543916636415,0.00479119533070742,0.117864877264052,0.103879081677219,-0.0980436425108545
0.108133637823609,0.00132136981290253,0.00117731353556127,0.00590699492351737,0.0047296813879561,0.122245084720837,0.107923028652177,-0.102016033728659
0.112200456735414,0.00147650095568213,0.00132099735224796,0.00602089434266611,0.00469989699041815,0.126623507239378,0.111965190688891,-0.105944296346225
0.122571264255001,0.00191950363376378,0.00173314261505713,0.00640028008317868,0.00466713746812156,0.137780397549082,0.122264582101029,-0.11586430201785
0.132942071774588,0.00243940910439904,0.00221963161761704,0.0068831860708847,0.00466355445326766,0.148924137974745,0.132550823629127,-0.125667637558243
0.143312879294175,0.00304402000167725,0.00278822996021926,0.00744830189615797,0.0046600719359387,0.160053622203477,0.142822808960294,-0.135374507064136
0.153683686813762,0.00374014753617304,0.00344576082756575,0.0080992987547655,0.00465353792719975,0.17116774545568,0.153079433314931,-0.144980134560166
0.174603271904852,0.0054466275558081,0.00506667368469314,0.00970511167518682,0.00463843799049368,0.193535480413431,0.173717455218106,-0.164012343542919
0.195522856995942,0.00759909271174622,0.00712352544353873,0.0117450378530023,0.00462151240946354,0.215827194340436,0.194279456090534,-0.182534418237532
0.2,0.00812238796681536,0.00762508675936374,0.012243025210059,0.00461793845069522,0.220587256726392,0.198669330795061,-0.186426305585002
0.204477143004058,0.00867690481264091,0.00815728419369308,0.0126401574424064,0.00448287324871335,0.225096306467693,0.203055223217355,-0.190415065774949
0.208954286008117,0.009254662854125,0.00871230138071899,0.0131305873039394,0.00441828592322041,0.22960128601253,0.207437045443185,-0.194306458139246
0.213431429012175,0.00985656890057831,0.00929104005197526,0.0136787897661583,0.00438774971418301,0.234102107528258,0.211814709639906,-0.198135919873748
0.224185390803048,0.0113928617290865,0.0107701550076941,0.0151239697407521,0.00435381473305801,0.244895429985087,0.222312211949451,-0.207188242208699
0.234939352593921,0.0130706321913165,0.0123884450860226,0.0167337889664847,0.00434534388046215,0.255663042794984,0.232784004612066,-0.216050215645581
0.245693314384794,0.0148992405267599,0.0141552580796942,0.0184917803697931,0.0043365222900989,0.266403734930946,0.243228876600744,-0.224737096230951
0.256447276175667,0.0168856876279048,0.016077631042662,0.020402575596487,0.00432494455382504,0.277116298479251,0.253645620001767,-0.23324304440528
0.278836574836062,0.0215507862245703,0.0206022817215071,0.0249012984463992,0.00429901672489214,0.299323909355136,0.275237345703788,-0.250336047257389
0.3,0.0266553861250752,0.0255657838366376,0.0298384885322226,0.00427270469558494,0.320188934139447,0.29552020666134,-0.265681718129117
0.307487753294736,0.0286622395687279,0.0275205645051399,0.0318705699372368,0.00435000543209685,0.327746936534797,0.302665179416329,-0.270794609479092
0.314975506589472,0.0307588732028002,0.0295642414670162,0.0339316663560654,0.00436742488904918,0.335287969647463,0.309793182888634,-0.275861516532569
0.322463259884208,0.0329486099243372,0.0317001421732415,0.0360648590778136,0.00436471690457213,0.342811633837467,0.316903817438278,-0.280838958360464
