time,compassSystem,compassFilter,fullSystem,gyroFilter,gyroSystem,input,error
0,0,0,1.10731851149437,1.10731851149437,1.10731851149437,1.10731851149437,0
1.82743414223244e-05,1.45126365788894e-09,7.33046293929256e-14,0.26032405558859,0.260324055588517,0.260586435615228,0.260583941252581,-0.000259885663990322
3.65486828446488e-05,5.85746289389719e-09,6.714033714941e-13,0.902629186742478,0.902629186741807,0.90301375567791,0.903008766952614,-0.000379580210135955
4.77446685609812e-05,9.17073643853112e-09,1.43901693163179e-12,-0.0525707042137209,-0.0525707042151599,-0.052051430231708,-0.052057947157004,-0.000512757056716918
5.55898460719131e-05,1.23686030662423e-08,2.21069034912701e-12,1.21428315436424,1.21428315436202,1.21501628685488,1.21500869909933,-0.00072554473509423
6.3435023582845e-05,1.66529452557254e-08,3.25696638285138e-12,1.45344098809939,1.45344098809614,1.45425665551824,1.45424799693243,-0.00080700883303142
7.05585397367802e-05,2.08038863836318e-08,4.48442777997827e-12,0.457990146297727,0.457990146293242,0.458901895959333,0.458892265046682,-0.000902118748955849
7.77033025546099e-05,2.53757740331494e-08,6.00299697399915e-12,0.537568090799525,0.537568090793522,0.538575429807106,0.538564823667546,-0.000996732868020822
8.39530930379106e-05,2.97989711207116e-08,7.59075566871762e-12,2.68550749416226,2.68550749415467,2.68657726973118,2.68656581052427,-0.00105831636201126
9.00364463542072e-05,3.43809541013966e-08,9.3889076907438e-12,-0.425897979748868,-0.425897979758256,-0.424751933399029,-0.424764222955382,-0.00113375679348571
9.55322914918959e-05,3.88819867712219e-08,1.12419948533263e-11,2.67973774252991,2.67973774251866,2.68101234392608,2.68099930421242,-0.00126156168250935
0.000100995823471136,4.37159016015544e-08,1.33206019709314e-11,-0.174156600430642,-0.174156600443963,-0.172817085683546,-0.172830871143925,-0.00132572928671737
0.000108545010604515,5.06542674635374e-08,1.66018201708234e-11,-0.0546572422136735,-0.0546572422302753,-0.0532639766327674,-0.0532787925220946,-0.00137844969157896
0.000117299596222285,5.95115819636286e-08,2.10376049988342e-11,1.05529607813391,1.05529607811287,1.05688638659142,1.05687037574186,-0.00157429760794936
0.000125594693169628,6.85022445478053e-08,2.5929530055773e-11,0.956061905223847,0.956061905197917,0.957684565139186,0.957667422047452,-0.00160551682360499
0.000136009175578496,8.00351600471734e-08,3.30534866590328e-11,0.869522843419717,0.869522843386664,0.871204359811467,0.8711857951913,-0.00166295177158315
0.000147176322328165,9.30950073087287e-08,4.19564275264708e-11,0.841846861946792,0.841846861904836,0.843568682097566,0.843548593213783,-0.0017017312669908
0.000154420171486085,1.01863119428658e-07,4.84584203609738e-11,2.61747091625842,2.61747091620996,2.61934558188154,2.61932450424602,-0.0018535879876076
0.000161664020644005,1.11237820651143e-07,5.55676501418235e-11,1.73400756144322,1.73400756138766,1.73600089314359,1.73597882675634,-0.00197126531311276
0.000167934984709785,1.19885844541239e-07,6.22432563520748e-11,-0.374042030831418,-0.374042030893662,-0.371962885902813,-0.371985808247505,-0.0020562225839133
0.000173707360079183,1.2817956195938e-07,6.8838973961727e-11,-0.562264218930568,-0.562264218999407,-0.56011397533784,-0.560137685584934,-0.00212653334563373
0.000179479735448581,1.36749935362894e-07,7.58826620869015e-11,0.142102460929062,0.14210246085318,0.144356979727232,0.144332481577736,-0.00223002064867331
0.000185231198153369,1.45702478809978e-07,8.33655835967031e-11,-0.268958548930634,-0.268958549014,-0.266632647290688,-0.266657930488106,-0.0023006184425286
0.000191525906332361,1.55695691842082e-07,9.2106143668768e-11,0.595651123060256,0.595651122968149,0.597959460391106,0.597933317995286,-0.00228219493503035
0.000197470434363388,1.65050844373808e-07,1.00890180825669e-10,-0.295402461648969,-0.295402461749859,-0.293117099487136,-0.293144053283397,-0.00225840836557173
0.00020257324046303,1.7298011447143e-07,1.08836605488067e-10,2.36186353259345,2.36186353248461,2.36414694296101,2.36411929265544,-0.00225576006199013
0.000207653889627076,1.80870636867199e-07,1.17118073180929e-10,-0.398753132406734,-0.398753132523852,-0.396442436408616,-0.396470780199177,-0.00228235220755679
0.00021445297152675,1.91755457659352e-07,1.28786235084089e-10,1.47804138216184,1.47804138203305,1.4804509699848,1.48042169815117,-0.00238031598933275
0.000221969366061554,2.04297519251503e-07,1.42495901327976e-10,1.70494152785307,1.70494152771057,1.70743556889004,1.7074052711035,-0.00246374325043153
0.000228965171775446,2.16336892915818e-07,1.56047649701325e-10,0.13433185339755,0.134331853241502,0.136946088288635,0.136914835607135,-0.00258298220958511
0.000235806277493035,2.28624294525941e-07,1.70066551189068e-10,1.24617471706444,1.24617471689437,1.24890306233164,1.24887087587102,-0.00269615880658081
0.000241328624559216,2.39019324258619e-07,1.81960059161593e-10,-0.140415261454382,-0.140415261636342,-0.137575421471398,-0.137608361706726,-0.00280689974765602
0.000246464781220352,2.4906781818661e-07,1.93505915443493e-10,2.31400457710357,2.31400457691006,2.31692003304686,2.31688639175003,-0.00288181464645909
0.000253054162239004,2.62220136829584e-07,2.090234755734e-10,2.08663691526182,2.0866369150528,2.08956192270127,2.08952738198456,-0.00289046672273896
0.000258988805605388,2.74076735729556e-07,2.23681448933049e-10,0.15257223193203,0.152572231708349,0.155558195220102,0.155522844452163,-0.00295061252013284
0.000264355814342511,2.84969189364444e-07,2.37500722962946e-10,1.4848465662259,1.4848465659884,1.48783849917886,1.48780241583918,-0.00295584961327311
0.000269722823079633,2.96044843811951e-07,2.51861355324237e-10,1.52924355349004,1.52924355323818,1.53233289709463,1.53229608118321,-0.00305252769316389
