signalsNamesOrdered,maxSignals,minSignals,meanSignals,standardDeviationSignals,varianceSignals,kurtosisSignals,skewnessSignals,firstMomentSignals,secondMomentSignals,thirdMomentSignals,fourthMomentSignals,rmsSignals,powerSignals,maxCorrelationSignals,meanCorrelationSignals,standardDeviationCorrelationSignals,varCorrelationSignals,kurtosisCorrelationSignals,powerCorrelationSignals,rmsCorrelationSignals
compassSystem,121.237807173316,-162.661627333581,-23.444833602737,42.1472508404394,1776.39075340692,3.65652737711816,0.363672208125636,0,1776.27588075086,27225.4923040914,11536914.3096692,48.2279597682805,0.000316251359094589,1018856.20514418,21427.1632721511,75146.5553553603,5647004781.77624,27.8845783242731,0.000281999108166709,78140.5497565104
compassFilter,120.392425050096,-160.540284762956,-23.4671364630486,42.0946160803906,1771.95670295548,3.64261640536074,0.366663029893444,0,1771.84211703314,27346.6828498819,11435719.1422599,48.192827379274,0.000313236785893187,1000844.96572418,21447.5467407408,74035.4366314944,5481245877.21602,27.2319206101819,0.000280634125479325,77078.3102219882
fullSystem,122.873177003687,-161.416032421534,-23.3761685903246,42.185879950428,1779.64846719193,3.60888739375873,0.359965587248751,0,1779.53338387149,27022.1682515288,11428404.688523,48.2284007803988,0.00031779327369661,955602.74785194,21364.4075939927,72471.1117737434,5252062041.72241,25.3561491164233,0.00028359621334806,75553.491860448
gyroFilter,50.8808674991015,-49.4962936478512,0.0909678727239863,2.56394863091555,6.57383258197371,100.715744020874,0.456316016026365,0,6.57340747640063,7.69044629680678,4351.89565937153,2.56547902549768,0.00112743101629186,955602.74785194,21364.4075939927,72471.1117737434,5252062041.72241,25.3561491164233,0.00028359621334806,75553.491860448
gyroSystem,103.569896752186,-102.366790331692,-20.9188781379398,40.2719877506972,1621.8329973923,3.48439052817726,0.487502806291597,0,1621.72811941782,31837.8836032411,9163954.38301734,45.3798146973718,0.000341320592832947,54739.8657563464,-83.1391467478588,4235.85467700268,17942464.8446855,60.1943701334957,0.000351623675242496,4236.60203548155
input,102.721180682923,-103.018294445961,-23.2579701797819,41.4084561965504,1714.66024458163,3.27308282904575,0.464105191034135,0,1714.54936381051,32948.9376301525,9621814.56289611,47.4919207939008,0.000326481318212076,368632.500433643,19118.5923912689,51288.9319958068,2630554545.27049,6.03612427577222,0.000292581196106607,54735.6379646795
compassSystemError,78.5250249487237,-64.157578351865,-0.186863422955111,7.92366272456835,62.7844309727139,22.4400338965882,0.0573963554922347,0,62.7803709344979,28.5509216909992,88444.5880308296,7.92560968464481,0.000356364860043826,866452.417597064,170.781893405493,52603.7930992215,2767159048.4257,64.2894849451855,0.000368280601193968,52603.2198728283
compassFilterError,77.6343888119355,-61.7156554683239,-0.209166283266752,8.02923786715882,64.4686607274172,23.0398872946423,0.311151343418008,0,64.4644917762579,161.046957715319,95746.1845609842,8.0317023295385,0.000353992863874567,866916.045818294,191.165361995247,52792.5896521818,2787057522.18366,63.9020920479336,0.000367749325462019,52792.0822575338
fullSystemError,65.7213822837157,-60.6904086154222,-0.118198410542765,7.27814836525897,52.9714436267219,22.3305641141705,-0.1954281464932,0,52.9680181583032,-75.3368918491546,62650.8751452099,7.27887278516101,0.000368993144559959,819313.478244834,108.026215247392,50259.0080803701,2525967893.22271,63.8756632305902,0.000371676646998803,50258.3116282151
gyroSystemError,6.72584526891352,0,2.33909204184214,2.14480050919629,4.60016922424864,1.78916239007921,0.445772956342104,0,4.59987174822535,4.3977678718497,37.8565651415898,3.17351907642519,0.000229316023172881,880.691498486758,-2137.78898747606,3217.79461369247,10354202.1759083,4.48309025926658,0.000252162328572414,3863.16051128769
gyroFilterError,101.248648603383,-101.372781432319,23.3489380525058,41.2558492316722,1702.04509582647,3.28998825733868,-0.471266391787006,0,1701.93503083062,-33088.7937632495,9529723.56017273,47.4036701006408,0.000321672005836052,143053.837769663,-21339.5205254932,53086.9847434241,2818227949.14854,5.52011457003832,0.000284354362864831,57214.6131704338
