signalsNamesOrdered,maxSignals,minSignals,meanSignals,standardDeviationSignals,varianceSignals,kurtosisSignals,skewnessSignals,firstMomentSignals,secondMomentSignals,thirdMomentSignals,fourthMomentSignals,rmsSignals,powerSignals,maxCorrelationSignals,meanCorrelationSignals,standardDeviationCorrelationSignals,varCorrelationSignals,kurtosisCorrelationSignals,powerCorrelationSignals,rmsCorrelationSignals
compassSystem,120.386971704248,-162.252952256832,-24.2711300549838,43.7835100789162,1916.99575483055,3.68196251476107,0.480700236790106,0,1916.77508074804,40339.5517481232,13527628.6251013,50.0585940163522,0.000602007284655802,12378.3713735506,-14428.7913938965,16464.3854898495,271075989.558368,4.10072682644138,0.000349614339645218,21891.7885828246
compassFilter,61.1881872671866,-94.0676966308664,-24.4241782010236,35.3021982747632,1246.24520303069,2.26203516011148,0.405454392283111,0,1246.10174208871,17834.9651171723,3512419.32135233,42.926008699669,0.000454623900421689,3766.68705771359,-14519.7760232662,15036.0446492361,226082638.69382,2.82807488860271,0.000306554650980598,20901.9980148132
fullSystem,102.479582134852,-103.514426328015,-23.8759051023881,42.799006884408,1831.7549902916,3.33289113519091,0.57822372230746,0,1831.54412866039,45323.3482191827,11180362.9399334,49.0061524006796,0.000620823465145034,11923.4194525367,-14193.8365985597,16325.2300141991,266513135.016507,3.92622090173191,0.000359750970623477,21632.4476597499
gyroFilter,79.1317808977514,-130.789177152893,0.548273098635545,21.7739002576069,474.102732428215,9.52401839734713,-0.453513494111829,0,474.048156310749,-4680.84118808656,2140253.17175572,21.7795491161189,0.0010458605411915,11923.4194525367,-14193.8365985597,16325.2300141991,266513135.016507,3.92622090173191,0.000359750970623477,21632.4476597499
gyroSystem,103.404829155432,-102.310943726047,-21.6085326845573,41.790553417885,1746.4503549731,3.51293297887206,0.595957745709523,0,1746.24931314566,43488.5413428026,10712290.9761098,47.0444257901532,0.00065547353946752,12603.9780768151,325.939424706487,3955.36907491266,15644944.5187754,25.783416903926,0.000561312590396481,3968.66230551725
input,102.443239194316,-103.676274454508,-24.0127646606248,42.9086807288106,1841.15488188701,3.33407851532928,0.575842168241291,0,1840.94293819161,45484.5555708396,11299428.4802108,49.1686465630099,0.000615229708630978,12343.5140703967,-12845.9206360543,15117.6321477058,228542801.753349,4.33287275941648,0.000362726129492809,19838.0272125118
compassSystemError,78.9087689940588,-62.7461982504107,-0.25836539435893,8.23571521810458,67.8270051537194,20.8401982785538,0.0652349927055747,0,67.8191972792917,36.4342291771359,95853.3149196295,8.23929304954581,0.000641878689314521,19107.7768462608,-153.594017672917,1025.44021799533,1051527.64068231,106.231359042393,0.000141772158135511,1036.85015137371
compassFilterError,133.108207902272,-79.4874982014343,-0.411413540398848,21.9339182723709,481.096770779047,9.45394327485418,0.449917839178457,0,481.041389546081,4746.86500669534,2187650.21144186,21.9365140951635,0.00103615553753418,34650.2582122257,-244.578647042456,3993.85747590547,15950897.537846,26.0060737060246,0.000560349670496824,4001.2245762368
fullSystemError,3.45137048028218,-1.9943107471175,0.13685955823671,0.381174231706362,0.145293794916936,22.770262807048,2.05228007343386,0,0.145277069488719,0.11364026413536,0.480576117605814,0.404978528035088,0.000229078363126725,1424.73409216815,81.3607776640322,91.1033890176433,8299.82749050005,33.1266256570305,0.000259007817921727,122.143055020296
gyroSystemError,6.72584526891362,0,2.40423197606756,2.12715515806995,4.52478906650361,1.81546157104949,0.415098267848366,0,4.5242681974963,3.99460125354444,37.1606878410896,3.21007781716301,0.000377286274609405,4012.43198159038,1429.27674016941,1400.39240706764,1961098.8937727,1.76890190511195,0.000308378981199384,2000.95427528149
gyroFilterError,94.1060316136094,-60.7106528339145,24.5610377592603,35.3383127790531,1248.79635007019,2.24822638648056,-0.402791570129966,0,1248.65259545409,-17772.2661791518,3505284.63439518,43.0336748519795,0.000451799493362829,59486.9343297853,14601.1368009301,15100.7587560033,228032915.00701,2.81984724905112,0.000306004388051588,21005.0704635587
