signalsNamesOrdered,maxSignals,minSignals,meanSignals,standardDeviationSignals,varianceSignals,kurtosisSignals,skewnessSignals,firstMomentSignals,secondMomentSignals,thirdMomentSignals,fourthMomentSignals,rmsSignals,powerSignals,maxCorrelationSignals,meanCorrelationSignals,standardDeviationCorrelationSignals,varCorrelationSignals,kurtosisCorrelationSignals,powerCorrelationSignals,rmsCorrelationSignals
compassSystem,120.300146960195,-162.599001648416,-24.8560164952864,44.4712265295649,1977.68998904388,3.56742794479392,0.401728604894779,0,1977.45122410496,35325.7528808177,13949761.0952666,50.9438198422431,0.00064757638189556,46844.10945761,-6459.78050539119,11125.2228026108,123770582.407732,13.8148607557919,0.000379180754322151,12864.3645304601
compassFilter,81.3487925385729,-100.086340481671,-24.6975038842746,39.533297275827,1562.88159349891,2.79188848031066,0.449710688036374,0,1562.69290804757,27780.7311222951,6817817.14451619,46.6117968561751,0.000586881167955875,12231.9940257887,-6418.58497936369,9306.45372056822,86610080.853078,7.95033256684768,0.000358072048010385,11305.0026754396
fullSystem,103.268363008063,-108.15739855142,-24.424233843926,43.3387378841024,1878.24620138693,3.25588748014643,0.497161289682171,0,1878.01944221738,40462.0080297989,11483375.2218401,49.7449760385927,0.000670741272036994,16700.5736379451,-6347.5653741229,10494.7836151532,110140483.128889,11.7327164201783,0.00038237416943634,12264.804128882
gyroFilter,55.0317168847067,-135.077492312328,0.273270040348588,15.5781954339545,242.680172978481,22.43143185712,-2.44232576824726,0,242.650874394275,-9231.5873325641,1320750.29967297,15.5796518224647,0.000763801324772366,16700.5736379451,-6347.5653741229,10494.7836151532,110140483.128889,11.7327164201783,0.00038237416943634,12264.804128882
gyroSystem,102.930046248911,-101.6910988823,-22.0892428060526,42.2399768575983,1784.21564493044,3.42865033249015,0.516806028077248,0,1784.00023799516,38942.1506589756,10912217.4640978,47.6648181129426,0.000710517460363021,15415.2798803113,71.0196052406892,4264.376894041,18184910.2944308,51.2520489259868,0.000783651833254195,4264.83953831979
input,101.978549033716,-102.433209522915,-24.48698219974,43.3875846654637,1882.48250310278,3.25560781576391,0.498728061332745,0,1882.25523248789,40726.9206541198,11534243.3157492,49.8183453131302,0.000667188049582048,19245.7541744384,-5740.72921477385,10101.6654943536,102043645.759813,12.5947295065931,0.000384260964164432,11618.6684900306
compassSystemError,78.1684550847635,-62.1950317647512,-0.369034295546414,8.62498309187098,74.3903333350603,19.679629279344,0.311489298258681,0,74.3813522493021,199.820128835886,108879.232824967,8.63235417256448,0.00260951863334999,55743.4526388033,-95.907586344077,3015.97036869419,9096077.26484135,109.589611611202,0.000699871186862031,3017.4039198833
compassFilterError,139.680796551372,-55.6213817595834,-0.210521684534615,15.8972070815255,252.721192992906,22.3318053605187,2.44499602067061,0,252.690682164342,9821.14218094371,1425943.40736885,15.897641383048,0.000764181854188745,47807.5826708935,-54.7120603165322,4379.35353689111,19178737.4010807,50.8346310376661,0.000782930169591932,4379.56310879082
fullSystemError,8.66620340166124,-6.2927936800273,0.0627483558139744,1.00061309642482,1.00122656873686,25.0515650387323,1.87891832219152,0,1.0011056914498,1.88203543932279,25.1069942681477,1.00251835275328,0.00125328367102258,8324.77156333005,16.3075449241566,364.666236174493,132981.463805671,177.05318590812,0.000674550046959779,365.019687098331
gyroSystemError,6.72584526891362,0,2.39773939368741,2.13140715707692,4.54289646923873,1.74889927528069,0.389561942155252,0,4.54234800896235,3.77135251733419,36.08490833936,3.20803712712351,0.000406380697184467,2118.0394360743,623.143704273281,639.480021930539,408934.698448283,1.89358327367463,0.000331388723493606,892.870700579378
gyroFilterError,99.9450054705855,-79.1406282433299,24.7602522400886,39.4724980431829,1558.07810176908,2.75965274308059,-0.443349695544046,0,1557.88999623946,-27261.6160794801,6697735.82353779,46.5935627231087,0.000584168837770877,56674.0240744714,6434.89252428783,9284.590493284,86203620.6279797,7.90342497988701,0.000357556685229915,11296.2940146631
