time,compassSystem,compassFilter,fullSystem,gyroFilter,gyroSystem,input,compassSystemError,compassFilterError,fullSystemError,gyroSystemError,gyroFilterError
0,0,0,-1.69311643631839,-1.69311643631839,-1.69311643631839,-1.69311643631839,1.69311643631839,1.69311643631839,0,0,0
1.56375112145051e-05,-3.45693004105774e-10,-5.58885036340263e-17,0.989686449159871,0.989686449159871,0.98968652266495,0.989684388217368,-0.989684388563061,-0.989684388217368,2.06094250365663e-06,2.13444758279113e-06,2.06094250376765e-06
2.80680666194402e-05,2.45963721606125e-10,-7.2613511910064e-17,2.43834898818827,2.43834898818827,2.43834920553846,2.43834537437786,-2.43834537413189,-2.43834537437786,3.61381041535935e-06,3.83116060653776e-06,3.61381041535935e-06
4.04986220243753e-05,1.68518276913492e-09,1.10748190165468e-16,1.06898195693193,1.06898195693193,1.06898242566488,1.06897689779125,-1.06897689610607,-1.06897689779125,5.0591406808298e-06,5.52787363017337e-06,5.0591406808298e-06
5.21718235691707e-05,4.13743547312174e-09,6.82862001267676e-16,0.22660732858942,0.226607328589419,0.226607919995673,0.2266007987843,-0.226600794646865,-0.2266007987843,6.52980511914314e-06,7.12121137300126e-06,6.52980511844925e-06
5.96580103536002e-05,5.70996984430101e-09,1.30903707849636e-15,0.685944687105495,0.685944687105493,0.685945188628957,0.685937045587891,-0.685937039877921,-0.685937045587889,7.64151760401788e-06,8.14304106611097e-06,7.64151760268561e-06
6.71441971380298e-05,7.23154414411212e-09,2.12552563312366e-15,2.42649706620328,2.42649706620328,2.42649764905976,2.426488484189,-2.42648847695746,-2.426488484189,8.58201427567096e-06,9.16487075919292e-06,8.58201427345051e-06
7.45475523719412e-05,8.85202840243358e-09,3.13250520434143e-15,0.391819304123787,0.391819304123784,0.391819925675585,0.391809750281255,-0.391809741429226,-0.391809750281251,9.55384253292779e-06,1.01753943309579e-05,9.55384252981917e-06
8.26341610321942e-05,1.0923186194081e-08,4.47807735812429e-15,3.04865168376168,3.04865168376168,3.0486525734108,3.04864129423198,-3.04864128330879,-3.04864129423197,1.03895297023371e-05,1.12791788189348e-05,1.03895296978962e-05
8.93620767603941e-05,1.32417012561963e-08,5.85123707685888e-15,1.33391965774693,1.33391965774693,1.33392066397162,1.33390846646358,-1.33390845322188,-1.33390846646357,1.11912833560268e-05,1.21975080380476e-05,1.11912833502537e-05
0.000103581339891952,1.88409520507187e-08,9.71843415551053e-15,-0.126210553627344,-0.126210553627354,-0.126209533742945,-0.126223672114296,0.126223690955248,0.126223672114306,1.31184869519574e-05,1.41383713507803e-05,1.31184869422429e-05
0.000117800603023509,2.48977555748304e-08,1.49634062457788e-14,1.66968910518446,1.66968910518445,1.6696903418908,1.66967426265613,-1.66967423775838,-1.66967426265612,1.48425283301723e-05,1.6079234663513e-05,1.48425283152953e-05
0.000126562333221726,2.89656373910375e-08,1.89566644309019e-14,1.32261470870681,1.32261470870679,1.32261600450842,1.32259872933831,-1.32259870037268,-1.32259872933829,1.59793684924026e-05,1.72751701028595e-05,1.59793684735288e-05
0.000135324063419942,3.30353404402227e-08,2.35553242092485e-14,0.170603256825963,0.170603256825939,0.1706045675198,0.170586096414258,-0.170586063378917,-0.170586096414234,1.71604117050195e-05,1.84711055420395e-05,1.7160411681455e-05
0.000142842017271436,3.68291675570113e-08,2.79986811462145e-14,-0.41729592005515,-0.417295920055178,-0.417294582394051,-0.417314079665343,0.417314116494511,0.417314079665371,1.81596101929693e-05,1.94972712921904e-05,1.81596101649917e-05
0.000149247234633521,4.01459955223382e-08,3.21682573331303e-14,1.45681717589155,1.45681717589152,1.45681861402929,1.45679824247561,-1.45679820232961,-1.45679824247557,1.89334159432786e-05,2.03715536846172e-05,1.89334159110821e-05
0.000156408641382391,4.40823325251391e-08,3.72679658108572e-14,0.907457984735633,0.907457984735595,0.90745953829131,0.907438189238897,-0.907438145156565,-0.90743818923886,1.97954967351421e-05,2.13490524128002e-05,1.97954966978386e-05
0.000162643593719473,4.79746001231711e-08,4.2118325926774e-14,-0.603890432047559,-0.603890432047601,-0.603888619329924,-0.603910819424344,0.603910867398944,0.603910819424386,2.03873767850027e-05,2.22000944207768e-05,2.03873767429252e-05
0.000168878546056555,5.21662817867221e-08,4.73994447189049e-14,0.423337755177689,0.423337755177642,0.423339677130957,0.423316625994528,-0.423316573828247,-0.423316625994481,2.11291831606064e-05,2.30511364288088e-05,2.11291831131999e-05
0.000174472899813941,5.61495855584609e-08,5.2527105174744e-14,3.71893283171847,3.71893283171842,3.71893470453601,3.71891088979631,-3.71891083364672,-3.71891088979625,2.19419221614281e-05,2.38147397086941e-05,2.19419221090256e-05
0.000179280044648203,5.95985581926695e-08,5.72331557823401e-14,1.53734822222127,1.53734822222121,1.53735026222074,1.53732579132811,-1.53732573172956,-1.53732579132806,2.2430893154457e-05,2.44708926304682e-05,2.24308930971695e-05
0.000184017521242702,6.32535061846264e-08,6.21567695061195e-14,-0.160537501198503,-0.160537501198565,-0.160535419830761,-0.160560537366922,0.160560600620428,0.160560537366984,2.3036168419116e-05,2.51175361613842e-05,2.30361683569713e-05
0.000188153669405864,6.64563256150514e-08,6.66959867430667e-14,1.01426451700176,1.01426451700169,1.01426661620776,1.0142409341066,-1.01424086765028,-1.01424093410653,2.35828951544725e-05,2.5682101156832e-05,2.35828950878592e-05
0.000193071535028142,7.03397882993471e-08,7.2387186523908e-14,0.30892331867235,0.308923318672278,0.308925496106976,0.308899142740025,-0.308899072400237,-0.308899142739952,2.41759323253432e-05,2.63533669514482e-05,2.41759322529567e-05
