compassSystemFullSystemErrorCrossCorrelation,compassFilterFullSystemErrorCrossCorrelation,fullSystemFullSystemErrorCrossCorrelation,gyroFilterFullSystemErrorCrossCorrelation,gyroSystemFullSystemErrorCrossCorrelation,compassSystemErrorFullSystemErrorCrossCorrelation,compassFilterErrorFullSystemErrorCrossCorrelation,fullSystemErrorFullSystemErrorCrossCorrelation,gyroSystemErrorFullSystemErrorCrossCorrelation,gyroFilterErrorFullSystemErrorCrossCorrelation
-8.51494925362723e-11,2.12873731340681e-11,-4.25747462681362e-11,7.09579104468936e-12,0,2.77179337683178e-13,-7.09579104468936e-12,2.21743470146543e-12,-1.77394776117234e-12,7.09579104468936e-12
-4.2282399677095e-05,-4.13418738614945e-05,-4.09484193438575e-05,3.93411942890712e-07,-3.671604962576e-05,1.01663809757502e-07,1.04219430968875e-06,1.43562354857013e-06,5.66803983279637e-06,4.27774943056561e-05
-0.000121396751630874,-0.000118714961267653,-0.000117190735680716,1.52424687430972e-06,-0.000105037788550059,-8.20774585008621e-08,2.59962819871448e-06,4.12385822052047e-06,1.62767689852487e-05,0.000122838836340677
-0.000236543913682302,-0.000231373522962843,-0.000228091137749808,3.28237811724345e-06,-0.000204407686278934,-4.11445978984591e-07,4.75894127573286e-06,8.04131850600243e-06,3.17247566722688e-05,0.000239414799781073
-0.000394093649727958,-0.00038557937457448,-0.000379580741836911,5.99863273756845e-06,-0.000340116378806886,-1.10559470375024e-06,7.40863028026762e-06,1.34072386260544e-05,5.28717253889356e-05,0.000398986630496525
-0.000611233895733243,-0.000598182734988985,-0.000589352988061451,8.82974692753383e-06,-0.000528132787772587,-1.07197512295984e-06,1.19792066869282e-05,2.08089629276877e-05,8.20290882672582e-05,0.000618991702795029
-0.000889806378455389,-0.000871037117072514,-0.0008585429475421,1.24942333925338e-05,-0.000769404399962652,-9.5159932416642e-07,1.78176022711254e-05,3.03118378810939e-05,0.000119450379695211,0.000901349016598293
-0.00131003131469091,-0.00128267485470999,-0.00126609085571198,1.65840131895883e-05,-0.00113483294135048,7.03507795974257e-07,2.80599225135077e-05,4.4643949894678e-05,0.000175901883769603,0.00132731880460467
-0.00185482807102658,-0.00181649764378866,-0.0017922925665265,2.42050772621518e-05,-0.00160641603526615,6.91208406351507e-07,3.90216140520005e-05,6.32267117145516e-05,0.000249103245635827,0.00187972437767755
-0.00249770249639239,-0.00244671982668695,-0.00241232730093456,3.43924618902661e-05,-0.00216197695050921,-2.08225350693933e-07,5.0774457908812e-05,8.51669242339475e-05,0.000335517360695771,0.0025318867677734
