signalsNamesOrdered,maxSignals,minSignals,meanSignals,standardDeviationSignals,varianceSignals,kurtosisSignals,skewnessSignals,firstMomentSignals,secondMomentSignals,thirdMomentSignals,fourthMomentSignals,rmsSignals,powerSignals,maxCorrelationSignals,meanCorrelationSignals,standardDeviationSignals_1,varCorrelationSignals,kurtosisCorrelationSignals,powerCorrelationSignals,rmsCorrelationSignals
compassSystem,120.056391566646,-162.550775463161,-19.8495704141768,35237.0736161118,2098.78184740755,3.47454170089477,0.414381158408343,0,2098.49505021605,39834.7342226747,15300774.9250597,49.9249486313547,0.00154941075506757,393997.756466286,-884.570940518368,35237.0736161118,1241651357.02728,18.1576539895559,0.0010285076269447,35246.9712393715
compassFilter,114.019119809839,-147.597805916182,-19.9029430263028,33414.6160511067,2054.01340158461,3.35917674510285,0.452772227574928,0,2053.73272197247,42140.1099183621,14168396.454089,49.4960590661593,0.00157210919857384,351400.399142098,-886.949423312763,33414.6160511067,1116536565.84288,13.7276541724078,0.0010225502966652,33425.2442460403
fullSystem,117.772448087493,-147.247270716994,-19.7366768741034,32674.1591196812,2075.46333653126,3.33117165088226,0.444624955924569,0,2075.17972579929,42031.7438521898,14345260.6415046,49.6459075839295,0.00164856243929884,285516.379974294,-879.539983029752,32674.1591196812,1067600674.17825,9.85874000643445,0.00102184760460395,32684.8790161841
gyroFilter,50.5212921032277,-49.5591011375194,0.166266152199375,32674.1591196812,20.6093298646363,38.4676346748092,-1.83539418536223,0,20.6065136129467,-171.686493986738,16334.450289944,4.54248368696178,0.000917016969333816,285516.379974294,-879.539983029752,32674.1591196812,1067600674.17825,9.85874000643445,0.00102184760460395,32684.8790161841
gyroSystem,104.325686991252,-102.105296396688,-17.7085610124111,4645.45672594897,1949.74716255691,3.2880694651369,0.530164139157406,0,1949.48073085937,45634.0242215797,12496226.1950581,47.5717759179711,0.00190369579434695,45426.1789296224,7.40944028301624,4645.45672594897,21580268.1926645,54.1315515426742,0.000599415179060078,4645.30392190073
input,102.612683213351,-102.532212471296,-19.7488552527348,29749.8004472649,2036.24424348972,3.15370815628419,0.501596976094256,0,2035.96599202163,46079.8109678268,13072617.0820153,49.2542716504376,0.00165133551092052,124454.341743828,-789.159570868484,29749.8004472649,885050626.652084,5.95981957848927,0.00106317652764402,29759.2493949125
compassSystemError,77.6391194471649,-63.2617355441914,-0.100715161442021,17622.0481704628,77.8299677770407,20.7476343180711,0.750798840960453,0,77.8193323619304,515.412378077333,125644.529940739,8.82210155834052,0.00293130599378436,371178.712885945,-4.48824348448362,17622.0481704628,310536581.72211,137.33812528172,0.000751796011337791,17621.4466802374
compassFilterError,70.3722463149149,-49.9745049411867,-0.154087773567995,16079.1254205983,76.9995877709024,24.1140899913848,2.08670453921626,0,76.9890658266867,1409.62805859393,142931.837625463,8.77569421006963,0.00107620322817974,352939.373488291,-6.86672627887593,16079.1254205983,258538274.291331,149.845195683561,0.000736711957326469,16078.5775394369
fullSystemError,48.1154634553979,-47.8238641688932,0.0121783786313791,13089.7317592983,39.3036183843814,20.503233432813,0.549257717695906,0,39.298247570172,135.311885074985,31664.2149320529,6.26884326515489,0.000986031122844511,287585.661072365,0.542714004140558,13089.7317592983,171341077.530381,148.026526858208,0.000775360672122513,13089.284556495
gyroSystemError,5.7079756133962,0,2.0402942403237,1006.93808795913,3.50531961770604,1.82388746570544,0.465279741083279,0,3.50484061803158,3.0529279370986,22.4044653893405,2.769050596347,0.000479165234016668,3503.47381110856,90.923126165409,1006.93808795913,1013924.3129828,5.75873644207626,0.000713587394694528,1011.00051783756
gyroFilterError,100.860690472522,-100.448085863808,19.9151214049342,29885.6166416232,1997.70766902118,3.15186272458919,-0.512953845495921,0,1997.43468355124,-45791.7425124328,12575129.5391213,48.9289969662623,0.00157085330381316,126002.366305674,887.492137316891,29885.6166416232,893150082.050067,5.6091384158978,0.00102268663819156,29897.7707527095
