signalsNamesOrdered,maxSignals,minSignals,meanSignals,standardDeviationSignals,varianceSignals,kurtosisSignals,skewnessSignals,firstMomentSignals,secondMomentSignals,thirdMomentSignals,fourthMomentSignals,rmsSignals,powerSignals,maxCorrelationSignals,meanCorrelationSignals,standardDeviationSignals_1,varCorrelationSignals,kurtosisCorrelationSignals,powerCorrelationSignals,rmsCorrelationSignals
compassSystem,120.823557859218,-162.755713787505,-20.3181524861964,29776.6051518461,2006.44220873113,3.41008280811645,0.296727242202408,0,2006.17511046053,26663.1021992391,13724691.8177853,49.1833552221974,0.000789820754659173,185768.871598842,-10279.5562334875,29776.6051518461,886646214.36895,12.1623517004198,0.000436521928064506,31500.1027216569
compassFilter,102.161656140162,-121.058814136588,-20.4387047517266,27509.5067582315,1887.30944696169,3.09183453815823,0.388541020506832,0,1887.05820768494,31850.3948946907,11009987.7883135,48.0083207331103,0.000738996108275897,111578.114231718,-10340.5472017082,27509.5067582315,756772962.081186,8.94651526057489,0.000432000631028024,29387.9142543615
fullSystem,111.667365025553,-127.904680066198,-20.3060882159762,27708.0620072563,1939.5591564016,3.11522800694666,0.363036474592345,0,1939.30096162572,31004.0251411728,11716024.3131997,48.4936921698145,0.000774068146553678,60521.9060456333,-10273.4525612058,27708.0620072563,767736700.197958,9.96792484626456,0.000438743292463432,29550.4555572029
gyroFilter,49.608013817185,-77.0237639293886,0.132616535750338,27708.0620072563,63.1594885231217,32.9991176394635,-3.13657407416062,0,63.1510807104855,-1574.07973956566,131602.4279259,7.94787190737495,0.00211162664282834,60521.9060456333,-10273.4525612058,27708.0620072563,767736700.197958,9.96792484626456,0.000438743292463432,29550.4555572029
gyroSystem,103.483247715702,-102.692637563985,-18.4613237086617,5656.82589019177,1856.88436384825,3.1842264056733,0.39024411230533,0,1856.63717476893,31219.5703829941,10976351.9337273,46.8770481989313,0.000825924637761768,28372.8222476446,67.0946405024791,5656.82589019177,31999679.1519439,45.4857978809816,0.000549871768987166,5657.03551313361
input,102.617729896051,-103.040894111492,-20.4407783112243,26903.5630765479,1937.36117116246,3.05653071620988,0.36416051940483,0,1937.10326898312,31047.1700847734,11469231.3353922,48.5276074719508,0.000765854604599817,57921.7113793771,-9340.13145814958,26903.5630765479,723801706.213791,9.7072710030713,0.000440850072965788,28477.9139386573
compassSystemError,78.1421416375485,-64.1058351051805,0.122625825027832,10809.2407955573,77.3631238413603,18.1489647439766,0.629663467074065,0,77.3528252359501,428.373668095147,108593.596818937,8.79590031372081,0.0012015637749668,209075.928009791,62.0400434984307,10809.2407955573,116839686.576341,118.02814339957,0.000680311770288461,10809.0590782097
compassFilterError,89.2132734314428,-50.7810643567162,0.00207355949768397,8832.11920433479,95.6712086386167,31.28018281449,3.23471433819989,0,95.6584728547191,3026.36355623099,286230.671307829,9.78051517837216,0.00206490370947386,174552.729511594,1.0490752776079,8832.11920433479,78006329.6395793,117.395358050393,0.000671573622526039,8831.82530850419
fullSystemError,28.1317247495423,-26.6862956136268,0.134690095248023,4809.44825775576,13.8385318430362,18.1342717640482,0.721222539912576,0,13.8366896529612,37.1208225611557,3471.87851364536,3.72220782261269,0.000742524035835593,104077.49103329,68.1437157800867,4809.44825775576,23130792.54403,145.695048149932,0.000680144356569323,4809.77093197329
gyroSystemError,5.70797561339613,0,1.97945460256262,1215.17463698749,3.33902801915962,1.8837284243006,0.488773310841941,0,3.33858352661181,2.98161011248422,20.9963006717282,2.69384929983438,0.000465520499190317,4419.65263460439,1001.46481883635,1215.17463698749,1476649.39837767,3.29998547798886,0.000422029268697916,1574.63738338916
gyroFilterError,100.53718822271,-98.4754702680354,20.5733948469745,26914.9436006711,1866.4382734501,3.00017817987311,-0.382430144166764,0,1866.18981255108,-30830.8741626246,10448613.7901121,47.8482433123787,0.000731553420074759,158676.704053909,10408.6909174883,26914.9436006711,724414189.027305,9.17652388148076,0.000431732076265233,28856.6598084685
