signalsNamesOrdered,maxSignals,minSignals,meanSignals,standardDeviationSignals,varianceSignals,kurtosisSignals,skewnessSignals,firstMomentSignals,secondMomentSignals,thirdMomentSignals,fourthMomentSignals,rmsSignals,powerSignals,maxCorrelationSignals,meanCorrelationSignals,standardDeviationCorrelationSignals,varCorrelationSignals,kurtosisCorrelationSignals,powerCorrelationSignals,rmsCorrelationSignals
compassSystem,120.521489273015,-163.126200933657,-22.7782646025785,44.8313018114901,2009.84562211292,3.53797210398114,0.408523775134873,0,2009.60235830003,36802.9417335701,14288106.1388422,50.2837120408299,0.000803535073814106,10563.5347389814,-13786.6499873552,16376.4812217267,268189137.205569,4.43867997533228,0.000386228005735013,21406.6490562559
compassFilter,59.2923430651367,-93.0101706903701,-23.0872874844646,35.6674400462729,1272.16627945447,2.25212234231333,0.372830783424229,0,1272.01230144921,16914.0936335733,3643968.39616003,42.485705182326,0.000550039260488808,2264.64471795704,-13973.6875156735,14918.0622821344,222548582.253642,3.13446706657812,0.000337014165064181,20440.1334638857
fullSystem,103.854169633463,-102.905526355294,-22.5101409531512,43.8260411705809,1920.72188468546,3.18992700088156,0.507414501797286,0,1920.48940805937,42705.198956778,11765342.5758768,49.2665794813289,0.000818515820241323,9336.94953628413,-13624.3669086185,16295.6746094844,265549010.978193,4.23081247242812,0.00038953199415525,21240.4405124297
gyroFilter,80.1999800821524,-128.257891621003,0.577146531313372,23.5949950737851,556.723792531942,8.96937780319869,-0.550967305782339,0,556.656408872715,-7236.13480680794,2779308.42926894,23.6006251398416,0.0010083312333442,9336.94953628413,-13624.3669086185,16295.6746094844,265549010.978193,4.23081247242812,0.00038953199415525,21240.4405124297
gyroSystem,104.952526765978,-102.087125535564,-20.2870908389889,42.811407501873,1832.81661229143,3.35938237694466,0.523887873435789,0,1832.59477537394,41099.6394456813,11282161.9045465,47.3725746617525,0.000898387132010736,11233.4324899542,349.320607055065,4146.60720949681,17194351.3498509,20.8758911190729,0.000580454701851495,4161.16998031098
input,103.239201631412,-103.107369688143,-22.6566473670018,43.9456044756733,1931.21615273231,3.19040758053606,0.505676402100587,0,1930.98240592128,42908.1867778144,11896050.5785213,49.4399239060291,0.000809376803811839,9771.96613591849,-12278.855546667,15088.0077628649,227647978.25227,4.67421424185442,0.00039261261868135,19452.6217807836
compassSystemError,78.2807549392136,-63.5836148700903,-0.121617235576812,8.56696897559872,73.3929574288709,20.1825225791895,0.289718749034098,0,73.3840742338299,182.129095610575,108687.371696167,8.56731375553734,0.000819106964630223,18413.9563070301,-73.6093942440827,1076.01767288001,1157814.03235012,88.1826862061811,0.000637197011074342,1078.50002429347
compassFilterError,130.450580483352,-80.5364602740421,-0.430640117462832,23.7484941722186,563.990975447901,8.88894223724619,0.542489346058043,0,563.922712197423,7264.74865080785,2826762.07931153,23.7509613091384,0.000999387948986474,32705.7251357251,-260.646922562372,4185.68804614049,17519984.4196034,21.1091379542699,0.000579421979979452,4193.66914511095
fullSystemError,3.26381165422949,-1.83066588102572,0.146506413850547,0.370378170540478,0.137179989212911,20.0884073021349,2.02171722647406,0,0.137163385486306,0.102701717263766,0.377939163159881,0.398280698484943,0.000245532832256906,1310.58052715907,88.6736844926915,94.9632179809995,9018.01276930683,21.9860182107716,0.000271651022408598,129.924937195981
gyroSystemError,6.72584526891364,0,2.36955652801292,2.12881637221212,4.53185914659836,1.79339986859691,0.429374560428612,0,4.53131062818313,4.14163728681705,36.8234777966237,3.1852957111753,0.000410348828002406,4053.51083672206,1434.18504644418,1414.82307272634,2001724.32711879,1.7965374832392,0.000327159474453978,2014.56941474093
gyroFilterError,93.0897851475268,-58.9248221855008,23.2337938983151,35.7145704800517,1275.53054457458,2.2391985684471,-0.368827874229839,0,1275.3761593719,-16798.91285501,3642245.34326317,42.6049919408662,0.000545478294263748,59291.0479623395,14062.3612001662,14987.5361264382,224626239.14129,3.12469770947563,0.000336153553624828,20551.4633762183
