signalsNamesOrdered,maxSignals,minSignals,meanSignals,standardDeviationSignals,varianceSignals,kurtosisSignals,skewnessSignals,firstMomentSignals,secondMomentSignals,thirdMomentSignals,fourthMomentSignals,rmsSignals,powerSignals,maxCorrelationSignals,meanCorrelationSignals,standardDeviationSignals_1,varCorrelationSignals,kurtosisCorrelationSignals,powerCorrelationSignals,rmsCorrelationSignals
compassSystem,120.092477668108,-162.205550842201,-21.2343218598395,41066.0382461723,2023.75262538236,3.51114343499761,0.350082709639063,0,2023.52286236858,31866.3876588615,14376885.1187324,49.7435351298623,0.000582568148822674,555037.573870579,4625.86124324427,41066.0382461723,1686419497.23609,32.2292831349025,0.000617513984317525,41324.5974182791
compassFilter,116.012887761556,-151.902045021437,-21.3486969724289,37938.193580978,1990.66223118731,3.43402304444007,0.378713674432495,0,1990.43622503027,33630.5048842236,13605037.3788451,49.4591052026912,0.00056525099491515,502784.977845934,4650.77766883162,37938.193580978,1439306532.18776,28.2543927300547,0.000615739593311279,38221.1270892278
fullSystem,119.167090960175,-151.54827172686,-21.1754035983992,36640.2500441777,2010.96420648129,3.40347427901446,0.368047563356279,0,2010.73589537702,33184.5928302832,13760446.7737412,49.5896522767815,0.000584235010540137,446624.624627002,4613.0259992503,36640.2500441777,1342507923.29987,24.005071693268,0.000611474578858552,36928.4675862047
gyroFilter,48.5945194558826,-50.8356075896933,0.173293374029693,36640.2500441777,16.1711870457413,42.8673711373705,-1.19283010106348,0,16.1693510799096,-77.556370425506,11207.5847773345,4.02484554652625,0.000840801329664185,446624.624627002,4613.0259992503,36640.2500441777,1342507923.29987,24.005071693268,0.000611474578858552,36928.4675862047
gyroSystem,104.332624835896,-102.810302134666,-19.1429476966031,4671.71076509654,1874.17504475367,3.32052845980506,0.472536663376098,0,1873.96226375404,38333.3497974319,11660814.5695984,47.3330192388878,0.000627269288072603,65220.6001279431,-37.7516695812695,4671.71076509654,21824881.4727189,51.7167215402333,0.000562195855488848,4671.73069291802
input,102.620656995452,-103.230522769967,-21.1259403947717,27136.3093757494,1957.03137416551,3.17769529394956,0.444762087796336,0,1956.80918622566,38499.0912155013,12167720.0133368,49.0215722288577,0.000598295790403221,191050.560388521,4170.25890516658,27136.3093757494,736379286.536386,8.65707372046184,0.000625807659021818,27454.1170276665
compassSystemError,77.9691037108224,-63.1668406693437,-0.108381465067819,28593.1339152218,74.5035788081791,18.3500466781962,0.342529702427183,0,74.4951201820655,220.236843990746,101834.004824476,8.63173602029371,0.000512920050711504,476914.898755938,23.6107195724235,28593.1339152218,817567307.093807,68.5790053008299,0.000693885957104498,28592.3320390035
compassFilterError,71.3310817846749,-52.9188918474031,-0.222756577657176,26673.1099603972,73.2871940427241,19.5296050048678,1.01827368028871,0,73.2788735166066,638.752621130797,104869.942182225,8.56320582547776,0.000545251530499391,456672.531779831,48.5271451597865,26673.1099603972,711454794.959443,72.2132332204332,0.000707505136558331,26672.3969807351
fullSystemError,52.7281715865932,-51.7743547126355,-0.0494632036274833,24014.0253312794,45.3970408214799,16.8442302056107,-0.125560823438171,0,45.3918867523585,-38.3991408585662,34706.2457832466,6.73753169646509,0.000567290523300776,399833.288242557,10.775475578517,24014.0253312794,576673412.611328,66.7581714267768,0.000729508075645827,24013.3461035481
gyroSystemError,5.70797561339614,0,1.98299269816865,1456.05428111554,3.48723473869709,1.84811255552551,0.4996950430386,0,3.48683882194656,3.25351527715334,22.4694355601327,2.72380228044121,0.00041830355495572,2405.31798481909,-431.991618505306,1456.05428111554,2120094.06955488,2.84540735638896,0.000525443490771226,1518.74634837442
gyroFilterError,101.292659334037,-100.8015629533,21.2992337688015,27693.2168590913,1925.01043269604,3.1813153158823,-0.453286244597568,0,1924.7918801946,-38277.9091248534,11786212.6405222,48.7693473334701,0.000578461187341401,134998.848870435,-4640.00219325315,27693.2168590913,766914260.004656,7.95248384831184,0.000617844869498562,28078.4676004597
