signalsNamesOrdered,maxSignals,minSignals,meanSignals,standardDeviationSignals,varianceSignals,kurtosisSignals,skewnessSignals,firstMomentSignals,secondMomentSignals,thirdMomentSignals,fourthMomentSignals,rmsSignals,powerSignals,maxCorrelationSignals,meanCorrelationSignals,standardDeviationSignals_1,varCorrelationSignals,kurtosisCorrelationSignals,powerCorrelationSignals,rmsCorrelationSignals
compassSystem,120.468547432928,-162.929720474368,-18.9574163852611,30349.3685088977,2069.15775669684,3.40456450873287,0.261269155260518,0,2068.87704068046,24586.1292956912,14572394.7607351,49.2773850430868,0.00173374583887477,441750.087630892,4315.67057126783,30349.3685088977,921084168.88887,40.6969801103854,0.000721416515923441,30653.6571530723
compassFilter,111.198201694891,-141.100391956007,-19.0098294080589,27848.0401924282,2002.62865605814,3.22194881593128,0.322051335367351,0,2002.35696583211,28856.081684724,12918189.2556664,48.6182124306891,0.0017340309764154,383260.357021741,4327.60243663615,27848.0401924282,775513342.559097,33.1594842930836,0.000724086426798848,28181.3568894816
fullSystem,118.287194609697,-142.773915575561,-18.8496444155579,27286.8105154431,2020.17495336162,3.18707131189011,0.292503260826804,0,2019.90088268555,26553.7462277813,13003249.6007913,48.7361259978522,0.00175721179989741,310690.489379676,4291.13619861896,27286.8105154431,744570028.105695,19.6018445351355,0.000720296164903523,27621.2484844025
gyroFilter,50.6713571221064,-48.5127690996321,0.160184992501048,27286.8105154431,28.7565291098647,33.4087993713367,-2.4250756198914,0,28.7526278035142,-373.888062600126,27619.5089872925,5.36453977852126,0.00576599651521901,310690.489379676,4291.13619861896,27286.8105154431,744570028.105695,19.6018445351355,0.000720296164903523,27621.2484844025
gyroSystem,104.496104323176,-103.349541920413,-16.8031026572355,5185.80454424342,1885.81353516536,3.15292124961382,0.378879618312026,0,1885.55769287324,31021.3705171546,11209668.6114346,46.5607340125006,0.00193813786339741,43261.9192372286,-36.4662380171702,5185.80454424342,26892568.7710957,50.6897724093218,0.000733947154422709,5185.75686081153
input,102.792849808306,-103.677370597608,-18.7878792996334,24776.5760501933,1969.75952121123,3.01664290588113,0.353659101515294,0,1969.49229023562,30911.2285954854,11701255.8095394,48.1920812874191,0.00176159712072918,194264.831193469,3825.23937703895,24776.5760501933,613878720.771012,11.906468019525,0.00070329015338878,25069.2946202372
compassSystemError,77.6002563918128,-62.2194395024599,-0.169537085627718,15362.8061411074,77.2610043736139,19.7017836367045,0.533403637376086,0,77.2505226202055,362.166363366523,117573.2160359,8.79086261089368,0.00142981291234047,331337.803175732,38.59524928465,15362.8061411074,236015812.529247,148.769960418562,0.000976913786179562,15362.3335233015
compassFilterError,71.9278922672392,-50.6788233938816,-0.221950108425477,13595.1068014992,79.1881415815267,24.7387289003879,2.25603543656567,0,79.1773983795756,1589.45324873432,155088.586046009,8.90093591877876,0.000564671644696854,304078.507900586,50.5271146529364,13595.1068014992,184826928.944171,168.20563804042,0.000700691896544217,13594.7395577758
fullSystemError,42.5978274336209,-42.0727777492652,-0.0617651159244293,10448.9330318684,31.5679597484275,19.7446566794362,0.076963104434694,0,31.5636770242723,13.6478412937715,19670.9243519875,5.61849552405424,0.00158044475372855,232683.983191588,14.0608766357662,10448.9330318684,109180201.504471,157.696656848892,0.000996820599865583,10448.5880694907
gyroSystemError,5.70797561339615,0,1.98477664239792,864.309432615256,3.51403897963162,1.86204297318773,0.499003873563843,0,3.51356224119998,3.28643762353635,22.987143246771,2.73000010282204,0.000499756747572272,4344.2548823834,-451.835944944277,864.309432615256,747030.795307706,4.31073083509872,0.000381268596611502,975.261933725587
gyroFilterError,100.594075707918,-100.072024416889,18.9480642921344,24699.8816738596,1933.34957118452,3.01564952330355,-0.378310841168972,0,1933.08727983041,-32153.3317565049,11268958.8466465,47.876052680325,0.00173793123062706,98648.6735385421,-4313.54156000037,24699.8816738596,610084154.702663,11.8650019060923,0.000727149049873177,25072.8819365042
