signalsNamesOrdered,maxSignals,minSignals,meanSignals,standardDeviationSignals,varianceSignals,kurtosisSignals,skewnessSignals,firstMomentSignals,secondMomentSignals,thirdMomentSignals,fourthMomentSignals,rmsSignals,powerSignals,maxCorrelationSignals,meanCorrelationSignals,standardDeviationCorrelationSignals,varCorrelationSignals,kurtosisCorrelationSignals,powerCorrelationSignals,rmsCorrelationSignals
compassSystem,121.583815076794,-162.917484629373,-22.203426254426,43.1379055137947,1860.87889211708,3.56225925294976,0.460098827025294,0,1860.64496642354,36927.2013679559,12332540.4332491,48.5142979322516,0.000842703259408169,162415.825028748,-1352.46568853457,20037.5046811945,401501593.848893,13.5488083368814,0.000733780355541689,20082.4679733419
compassFilter,98.3441633198298,-113.396007207989,-22.4815962444232,41.6600518667647,1735.55992154152,3.21460759993507,0.492392079706778,0,1735.34174933266,35594.9659204948,9680504.64526401,47.3367079445743,0.000798870628172222,110090.558221748,-1369.40971162093,18556.5740749291,344346441.39833,10.9276751510759,0.000741300272884732,18606.4526334138
fullSystem,108.406889347212,-122.601721457251,-22.1873093549888,42.7303653897772,1825.88412634387,3.29329917661816,0.503127061668077,0,1825.65459974093,39246.9218781585,10976614.6249808,48.1448989629731,0.000844693640714742,77574.509466628,-1351.48396827012,19151.2450390478,366770186.545652,11.3646430725805,0.000735563720113489,19198.271828589
gyroFilter,48.9525489035879,-89.9855807235135,0.294286889434395,8.56034481512076,73.2795033537649,37.9642912155999,-3.40914399352016,0,73.2702915997292,-2138.14535012694,203812.650100759,8.56486406039364,0.0033505900598719,77574.509466628,-1351.48396827012,19151.2450390478,366770186.545652,11.3646430725805,0.000735563720113489,19198.271828589
gyroSystem,103.530958023073,-101.929777322823,-19.8813164657274,41.5190840735214,1723.83434230414,3.43402202855911,0.538791952117771,0,1723.61764408386,38555.1588536715,10201991.0705287,46.0313413718769,0.000900799032362402,17706.1091920187,17.9257433508154,4797.82988484447,23019171.6039067,70.5952973673113,0.00208294666235701,4797.71258086136
input,102.800497315028,-102.878140460239,-22.2026226543782,42.6625848406203,1820.09614528313,3.25392906840633,0.520172016301221,0,1819.86734627052,40383.7443173548,10776743.5126405,48.0918267380562,0.000841276963347276,71292.0061023631,-1211.02022970146,18876.7356914506,356331150.364883,11.9069794592333,0.000757315012528422,18914.9497032274
compassSystemError,78.0565068462665,-63.131499104597,-0.000803600047787999,8.04166258852299,64.6683371876502,23.200854304399,0.958567136729996,0,64.660207918362,498.400168906886,97001.4375202223,8.0411571657402,0.00358478731559622,140302.800872693,-0.0489492693372157,5885.75706179877,34642136.190514,181.977558298097,0.00116245098537809,5885.57207710209
compassFilterError,96.419022127021,-50.9976512140319,-0.278973590044955,9.77206412502348,95.4932372635708,37.8743013034515,3.49338095638231,0,95.4812330854108,3259.28979605257,345287.350100483,9.77543141499923,0.00324062354381491,116218.061258711,-16.9929723556924,5835.85323120976,34057182.9362214,116.767072957406,0.00208519791933278,5835.69455573925
fullSystemError,23.3537782008575,-21.6329293059293,0.01531329938944,2.64902927970105,7.01735612471348,23.6983431805071,0.645060787176094,0,7.01647399320818,11.9888912825126,1166.69093622073,2.64890703693927,0.00305312901881952,55817.9160407053,0.932770995122778,2085.7253043203,4350250.04508203,246.126588794099,0.00108200379189899,2085.65996013076
gyroSystemError,6.72584526891362,0,2.3213061886507,2.11265814601107,4.46332444190691,1.80842877196211,0.439028478470399,0,4.46276337032402,4.13902912351257,36.0171320068552,3.13866624409032,0.000436309926309308,3383.62218334287,141.396509563798,603.270297635633,363935.052009385,8.65133107243313,0.0013858606436514,619.600797996528
gyroFilterError,100.185996699757,-96.7662586739335,22.4969095438126,41.40743366469,1714.5755626957,3.12113985183139,-0.496600600922642,0,1714.36002836978,-35250.09478424,9173124.61651855,47.1218735556246,0.000794417142021435,111264.974726621,1370.34248261607,18280.473538611,334175712.795857,10.611754961578,0.000740180570991022,18331.1905195754
