signalsNamesOrdered,maxSignals,minSignals,meanSignals,standardDeviationSignals,varianceSignals,kurtosisSignals,skewnessSignals,firstMomentSignals,secondMomentSignals,thirdMomentSignals,fourthMomentSignals,rmsSignals,powerSignals,maxCorrelationSignals,meanCorrelationSignals,standardDeviationSignals_1,varCorrelationSignals,kurtosisCorrelationSignals,powerCorrelationSignals,rmsCorrelationSignals
compassSystem,120.298020329841,-161.874986341884,-22.3791041030764,36684.3196394163,1976.97774170937,3.46649657230089,0.27805806486458,0,1976.70850873352,24437.0874796658,13544907.3427324,49.7748210362413,0.000704395005046291,357668.798371541,-8910.9891242686,36684.3196394163,1345739307.40687,15.5656426960368,0.000727211609302708,37749.8793928859
compassFilter,114.269270853309,-147.630876337154,-22.3675160025255,34982.8349068917,1927.27550719231,3.36459861998254,0.32258669201458,0,1927.01304287157,27288.1081915507,12494030.7585563,49.2678273825304,0.000695695135553161,313636.630695418,-8906.37493428566,34982.8349068917,1223798738.12284,13.1937793967871,0.000726156764353407,36097.6303369166
fullSystem,118.113844965222,-148.698575780557,-22.2951717800163,34488.7348343432,1953.64591423085,3.31971960207305,0.30374619432266,0,1953.37985867941,26223.5149579185,12667030.4236461,49.5020660516291,0.000706818005804259,255738.080737866,-8877.56866138865,34488.7348343432,1189472830.47364,11.9388391868887,0.000723543139170059,35611.8387146749
gyroFilter,51.8195959785148,-49.8264478123632,0.072344222509215,34488.7348343432,20.9091392975,36.5551832484399,-1.61708132379242,0,20.9062918047453,-154.577889393314,15977.2849614069,4.57291214558903,0.00215867238853933,255738.080737866,-8877.56866138865,34488.7348343432,1189472830.47364,11.9388391868887,0.000723543139170059,35611.8387146749
gyroSystem,103.464249176594,-102.47682206594,-20.4140780070801,4733.55773060122,1831.78953862792,3.26950151920706,0.380646801764973,0,1831.54007797987,29836.4277466172,10967670.5439069,47.4159747222287,0.000735733112782662,50286.041195761,28.8062728969861,4733.55773060122,22406568.7889346,36.7550870750235,0.000688817671720299,4733.48421112399
input,101.754606311554,-102.918631923266,-22.4036169244525,31822.02255575,1918.51637295999,3.12858330414305,0.360115225832065,0,1918.25510149424,30255.2695646282,11512256.2262222,49.19529604334,0.000711092884706351,92452.2039509199,-8128.54823254765,31822.02255575,1012641119.53866,10.6418343883754,0.000729579652942806,32842.7382900957
compassSystemError,77.3619661977801,-61.2590142255444,0.0245128213760248,15877.0594478394,75.4590183438677,18.1581241787692,0.681165606168591,0,75.4487420237882,446.406711918088,103365.352005045,8.68615812095308,0.000575386546626269,367672.862975594,9.76060005265668,15877.0594478394,252081016.710227,171.56464937128,0.000667688597267679,15876.5218513012
compassFilterError,70.1650010123795,-52.1938734647054,0.036100921926952,14912.745736718,75.1928213091653,22.7537253509919,1.93951967359053,0,75.1825812408949,1264.35793244318,128613.624126894,8.67086411596092,0.000728264073339577,346588.307650935,14.3747900356258,14912.745736718,222389985.408001,173.61797724833,0.00068552647300664,14912.2449020618
fullSystemError,48.513143108072,-48.0070348305763,0.108445144436166,11897.6865364093,39.3711422150451,18.7422542508658,0.616489209580169,0,39.3657804906525,152.266294569571,29044.2093169127,6.2751526547172,0.00063963341985819,289149.282388152,43.1810629326118,11897.6865364093,141554944.918656,194.289001911499,0.000684186983776314,11897.3597952914
gyroSystemError,5.70797561339617,0,1.98953891737231,1594.81493911438,3.60417599983016,1.78380577249532,0.477787446835877,0,3.60368516828994,3.2685489894991,23.1654771326229,2.74990004764335,0.000525237409187602,5091.18960504778,792.201491773598,1594.81493911438,2543434.69002241,3.21981413417188,0.000672739721345136,1780.68657940934
gyroFilterError,101.031257327563,-100.462215359324,22.4759611469617,32247.9572866227,1877.23342612484,3.13763714345908,-0.373070940402543,0,1876.97777674092,-30337.522947324,11054038.6522716,48.8072392808757,0.000699819636997826,199553.421572364,8949.55599721824,32247.9572866227,1039930749.15985,10.3468355963798,0.000726349872233234,33465.7210568926
