signalsNamesOrdered,maxSignals,minSignals,meanSignals,standardDeviationSignals,varianceSignals,kurtosisSignals,skewnessSignals,firstMomentSignals,secondMomentSignals,thirdMomentSignals,fourthMomentSignals,rmsSignals,powerSignals,maxCorrelationSignals,meanCorrelationSignals,standardDeviationCorrelationSignals,varCorrelationSignals,kurtosisCorrelationSignals,powerCorrelationSignals,rmsCorrelationSignals
<<<<<<< HEAD
compassSystem,120.228922758425,-162.249423894911,-23.0431163920885,43.8860855138736,1925.98850173103,3.73865781999152,0.586805101316287,0,1925.75436746142,49590.1267002546,13864924.250729,49.5655079719834,0.000775715565217167,174486.586353474,-3217.81077936778,19892.0622247017,395694139.551403,15.5889073866081,0.000691740600898387,20150.0469694344
compassFilter,98.943247154745,-114.694420242812,-23.2969809169334,42.0387468859345,1767.25623973966,3.34600094818094,0.632476376940496,0,1767.04140187925,46980.1497712557,10447671.5278204,48.0602821644153,0.000715942096626314,100371.827855483,-3253.26119287289,17676.2271973875,312449007.933663,10.6420477329526,0.000695788566637921,17972.5825527836
fullSystem,109.290914382911,-122.758241053339,-22.9592697208728,43.2363175170494,1869.37915243511,3.43830725383146,0.630193109633481,0,1869.15189992448,50926.1148546073,12012513.1618877,48.9518126941207,0.000782021607263814,50547.5197383498,-3206.10217546801,18270.8665855323,333824565.786321,11.2728230485769,0.000690301121736805,18549.4842217445
gyroFilter,49.2586497752712,-87.0042086031008,0.337711196060576,8.44891160468799,71.3841073038314,36.6553580567442,-3.38825122904545,0,71.3754294400697,-2043.14272647522,186738.959514707,8.45514507811751,0.0027288007093465,50547.5197383498,-3206.10217546801,18270.8665855323,333824565.786321,11.2728230485769,0.000690301121736805,18549.4842217445
gyroSystem,104.017020941593,-101.680902709975,-20.6160144750222,42.0565505396241,1768.75344329195,3.57779302305282,0.662419604380861,0,1768.53842342285,49266.8648798702,11190363.9714048,46.8354403871382,0.00082617386476377,33839.7052501141,47.1590174048685,4722.52916491489,22302281.7134718,52.1625385505253,0.000730395218513182,4722.62109500646
input,102.868131324504,-102.594777320326,-22.9932192832735,43.1991341925909,1866.16519498947,3.39213137350568,0.639659843883481,0,1865.93833318605,51557.8760291045,11810471.534687,48.9349207232909,0.000779652706809032,70771.7575694404,-2878.88289398672,17920.4818431185,321143669.489538,11.3820330795806,0.000711762747688251,18149.7139090953
compassSystemError,78.1367918521911,-63.3610295475321,-0.0498971088149966,8.2158534963811,67.5002486739976,21.0552065404535,0.724835452924707,0,67.4920429544894,401.900261370023,95910.1686060913,8.21550562509438,0.000722378961417885,165682.825469739,-6.96778386535037,7362.26255675875,54202909.9546519,164.149463183962,0.000698582976860984,7362.0420873038
compassFilterError,95.3217566017321,-50.3156905667459,-0.303761633659952,9.68165931430117,93.7345270781946,38.0877861792533,3.54371171000517,0,93.7231321685085,3215.35237426451,334564.08516949,9.68583518849007,0.00276364296643501,127125.064412981,-42.4181973704288,6270.19597790781,39315357.6013713,120.528758132267,0.00068063341442394,6270.14888649191
fullSystemError,24.5402237696836,-22.570703143528,0.0339495624006216,2.92526938900096,8.55720099822604,22.5933033722148,0.961128435092687,0,8.55616073552264,24.0546935232264,1654.00798965839,2.92528858547491,0.000684024473146028,70392.4592741567,4.74082003443973,2736.05283285166,7485985.10415561,228.623624534098,0.000665939780922331,2735.97378132728
gyroSystemError,6.72584526891357,0,2.37720480825135,2.12992517039471,4.53658123148094,1.76589225566076,0.403710150785584,0,4.53602973850362,3.90016974561964,36.3342322819082,3.19172875396343,0.000413813012152085,2433.08507007191,331.960101515714,659.430121836399,434848.085585168,6.67775493189947,0.000513064152438955,738.254130808814
gyroFilterError,100.498774537446,-97.226855765337,23.330930479334,41.8359780992138,1750.2490635179,3.27562567345908,-0.633638428485975,0,1750.03629314791,-46388.6881751704,10032019.7189678,47.8995679539955,0.000712355640232261,105779.551602305,3258.00201290729,17297.0082092614,299186492.991255,10.4938247727676,0.000695531225619555,17600.650089817
=======
compassSystem,120.822632285681,-162.745306343447,-22.4102566690529,45.8983264455,2106.65637049768,3.40308637501816,0.478655963149371,0,2106.399241684,46273.7300195876,15099214.3943962,51.0746399464238,0.000944050784242803,209534.738489853,-3001.54005017053,22674.222902248,514120384.220829,10.6320961102411,0.000901390947429806,22871.3412241336
compassFilter,99.2772825051361,-115.068388391947,-22.5688570877153,44.2217302737342,1955.5614284029,3.07818372160079,0.532413572448578,0,1955.3227415448,46033.7966802094,11768779.8790601,49.6455038426495,0.000905871848947659,134828.37175032,-3022.78235522838,20379.0376420562,415305175.216345,5.43413817247649,0.000934188822339175,20601.3844611037
fullSystem,110.756667462153,-124.158972338374,-22.3254890003845,45.146391060575,2038.19662579437,3.13932836775268,0.528392832689741,0,2037.94785286311,48612.3390931874,13038357.3119335,50.3624394958127,0.000942001002915303,77352.1278483146,-2990.18660802906,20773.7568149577,431548972.207002,4.59607352929631,0.000906054745876617,20987.2306440473
