compassSystemFullSystemErrorCrossCorrelation,compassFilterFullSystemErrorCrossCorrelation,fullSystemFullSystemErrorCrossCorrelation,gyroFilterFullSystemErrorCrossCorrelation,gyroSystemFullSystemErrorCrossCorrelation,compassSystemErrorFullSystemErrorCrossCorrelation,compassFilterErrorFullSystemErrorCrossCorrelation,fullSystemErrorFullSystemErrorCrossCorrelation,gyroSystemErrorFullSystemErrorCrossCorrelation,gyroFilterErrorFullSystemErrorCrossCorrelation
-1.45519152283669e-11,0,-1.45519152283669e-11,0,-5.45696821063757e-12,-3.12638803734444e-12,6.3664629124105e-12,5.45696821063757e-12,4.54747350886464e-13,1.09139364212751e-11
0.00119587693370704,0.00119278553938784,0.00119370468200941,9.19120793696493e-07,0.0010329503165849,2.68862277152948e-06,-4.02751538786106e-07,5.16371073899791e-07,-0.000160237996396972,-0.0011922691919608
0.00336628082004609,0.00335631310917961,0.00335286600602558,-3.44710406352533e-06,0.00289479481216404,2.04669377126265e-05,1.04992273008975e-05,7.05211641616188e-06,-0.000451019068577807,-0.00334926098730648
0.00630742125576944,0.00628566874365788,0.00625653182032693,-2.91369333353941e-05,0.00539623965596547,6.61813005535805e-05,4.44287989012082e-05,1.52918692037929e-05,-0.000845000290269127,-0.00627037687809207
0.010574616244412,0.0105344003150094,0.0104888953992486,-4.55049112133565e-05,0.00904588581579446,0.000112189435640175,7.19735035090707e-05,2.64685986621771e-05,-0.00141654099911648,-0.0105079317108903
0.0148959776543052,0.0148331678356044,0.0148099651887605,-2.32026304729516e-05,0.0127726464652369,0.000128136762214126,6.53269462418393e-05,4.21243166783825e-05,-0.00199519442503515,-0.014791043518926
0.0198213829498854,0.0197308455935854,0.0197492753450206,1.84297596206306e-05,0.0170410195241857,0.000125782697068644,3.52453462255653e-05,5.36751085746801e-05,-0.00265458070850855,-0.0196771704777348
0.0255371420316806,0.0254143627043959,0.0255153563975909,0.000100993685919093,0.0220312242108776,8.64051926328102e-05,-3.63741110049887e-05,6.46195803710725e-05,-0.00341951260952555,-0.0253497431313008
0.0317921446949185,0.031633031407182,0.0318393357501918,0.000206304342100339,0.0275112059389357,2.44541861320613e-05,-0.000134659099785495,7.16452486813068e-05,-0.00425648455643568,-0.0315613861603197
0.0381163444199046,0.0379185637393675,0.0381828583740571,0.00026429463423483,0.0330072870820004,6.44435021968093e-06,-0.000191336322131974,7.2958308919624e-05,-0.00510261297927173,-0.0378456054240814
0.0450667948825867,0.0448276825518406,0.0451441697696282,0.000316487225973106,0.0390436801371834,-9.49134118855e-06,-0.000248603681029635,6.78835458529647e-05,-0.00603260608681921,-0.0447597989950737
