signalsNamesOrdered,maxSignals,minSignals,meanSignals,standardDeviationSignals,varianceSignals,kurtosisSignals,skewnessSignals,firstMomentSignals,secondMomentSignals,thirdMomentSignals,fourthMomentSignals,rmsSignals,powerSignals,maxCorrelationSignals,meanCorrelationSignals,standardDeviationCorrelationSignals,varCorrelationSignals,kurtosisCorrelationSignals,powerCorrelationSignals,rmsCorrelationSignals
compassSystem,120.826713478803,-162.44962689382,-22.9638957721729,43.9002219955463,1927.22949125825,3.69846391946405,0.479778962940437,0,1927.0036087581,40584.9479501865,13733664.7664524,49.5413374647206,0.00078486562412344,14327.5666609114,-17921.4436589028,20098.5241525066,403950673.108892,2.95906891344479,0.000371350163977571,26927.7764001624
compassFilter,52.5826332499213,-89.6389001864286,-23.2274639195966,34.4105937942128,1184.08896527031,2.0948642401138,0.311831882126488,0,1183.95018315999,12703.4200764452,2936450.88605232,41.5146391444773,0.00060459317830914,3854.25164124481,-18127.1370547969,18761.147129095,351980641.599549,2.19330122580388,0.000330716599029971,26087.412886397
fullSystem,103.413930311149,-102.675465795566,-22.6980607991457,42.8702672693901,1837.85981574894,3.3134752680986,0.565094133979213,0,1837.64440789431,44515.6803317481,11189397.1315762,48.5061477746484,0.000798829925631778,13496.2120005866,-17713.9811909079,20047.8077838083,401914596.936525,2.88135473046205,0.000374571657787629,26752.1246226232
gyroFilter,83.9222185354124,-125.010933960035,0.529403120450931,24.1991438703627,585.598564058513,8.00878626180462,-0.342965527771905,0,585.529928502482,-4859.30453968129,2745774.70591641,24.2035161942729,0.0009746034561754,13496.2120005866,-17713.9811909079,20047.8077838083,401914596.936525,2.88135473046205,0.000374571657787629,26752.1246226232
gyroSystem,104.611859076527,-101.776426377187,-20.4384482311593,41.8243496673111,1749.2762250935,3.50348915110966,0.583695669435824,0,1749.07119975067,42697.0337066474,10718049.4020382,46.5489136913897,0.000849326076078496,12178.0593437051,413.155863888981,4188.44336093489,17543057.7877596,22.0016617865571,0.000540738331358555,4208.6491207031
input,102.896352042757,-102.527509319432,-22.8809891930976,42.9901881728455,1848.15627913666,3.30975861451413,0.561275084811396,0,1847.93966447666,44586.9171477053,11302431.8190274,48.6978370251833,0.000790852707603425,14095.3191247013,-15950.5382746937,18426.0197810627,339518204.972115,3.1255299966248,0.000377331478690343,24370.4324603568
compassSystemError,78.8654231892511,-62.5295612227758,-0.0829065790753368,8.54658523661688,73.0441192067576,20.2398156617125,0.213637430259379,0,73.0355580113512,133.345656237568,107963.077640802,8.54648650102514,0.000754146764767677,15006.9478461401,-64.7018084645494,844.147421143461,712584.868623156,97.9619233821724,0.000645118520577179,846.598742409765
compassFilterError,126.787985269089,-84.188303808282,-0.346474726499012,24.3487844261972,592.863303033425,8.01248016320796,0.351447707230924,0,592.793816007753,5072.43173634814,2815621.65199183,24.3498226018971,0.000967146716544747,33940.4928464311,-270.395204358579,4228.33749489766,17878837.9707574,22.3610301189653,0.000539871773292937,4236.85068464999
fullSystemError,2.67288821266828,-1.33999209525138,0.18292839395192,0.319292761886202,0.101947867792919,18.2468453308488,1.966974191848,0,0.101935918910149,0.0640161460823601,0.189601721092772,0.367965645439867,0.000212310215587743,1155.22184682298,142.760659530405,129.066447483625,16658.1478660432,4.83953310424049,0.000250225530110846,192.452013505969
gyroSystemError,6.72584526891356,0,2.44254096193835,2.16083441634889,4.66920537487784,1.72022200777381,0.365851556745282,0,4.66865811686391,3.69056633042828,37.4945929761868,3.26108332730254,0.000393357450949615,5142.69927582002,1906.2035757445,1837.95916413918,3378093.8890432,1.68059553341064,0.000307381993117858,2647.92522241495
gyroFilterError,89.7917538304483,-52.4331715589832,23.4103923135486,34.4560972478155,1187.22263755092,2.08267808795014,-0.309437801263337,0,1187.08348815599,-12655.9649311015,2934841.66605247,41.6548911465417,0.000596266144501704,65945.8294748407,18269.8977143271,18866.7604874017,355954651.288983,2.18902455196745,0.000329323454506183,26262.5770361784
