compassSystemFullSystemErrorCrossCorrelation,compassFilterFullSystemErrorCrossCorrelation,fullSystemFullSystemErrorCrossCorrelation,gyroFilterFullSystemErrorCrossCorrelation,gyroSystemFullSystemErrorCrossCorrelation,compassSystemErrorFullSystemErrorCrossCorrelation,compassFilterErrorFullSystemErrorCrossCorrelation,fullSystemErrorFullSystemErrorCrossCorrelation,gyroSystemErrorFullSystemErrorCrossCorrelation,gyroFilterErrorFullSystemErrorCrossCorrelation
2.15583929309139e-13,-3.23375893963708e-12,-1.50908750516397e-12,2.15583929309139e-12,1.94025536378225e-12,1.2126596023639e-13,-6.46751787927416e-13,5.38959823272846e-14,-3.09901898381887e-13,2.58700715170966e-12
-7.25748670649611e-05,-7.24513540734296e-05,-7.0807912076513e-05,1.64344555405141e-06,-6.12793999068715e-05,-1.58837346707178e-06,-1.46486423478496e-06,1.78582158022672e-07,9.70709268046819e-06,7.26299336680246e-05
-0.00011702286709031,-0.000116744278865452,-0.000113682462014603,3.06182062356836e-06,-9.83365205616725e-05,-3.04382718038849e-06,-2.76523944059456e-06,2.96579352194655e-07,1.56425165726062e-05,0.000117040859940634
-8.00734176731634e-05,-7.96853376043684e-05,-7.77971792828154e-05,1.88815983064059e-06,-6.73443103786903e-05,-2.04896261695669e-06,-1.66088898873164e-06,2.27272435208929e-07,1.0680139719086e-05,7.99126118956203e-05
-5.68262044840527e-05,-5.6305880597965e-05,-5.63527102780494e-05,-4.68307580040009e-08,-4.89688095748769e-05,-3.05487453631401e-07,2.1483617645033e-07,1.68005067280319e-07,7.55190655278663e-06,5.64738827826524e-05
7.5145744011496e-05,7.5530334962187e-05,6.95982377726102e-05,-5.9320941714018e-06,5.9665448066813e-05,5.37141028568537e-06,5.75600090626351e-06,-1.76092368696522e-07,-1.01088879293659e-05,-7.57064266104458e-05
0.000165176062943862,0.00016527520826828,0.000160606165472591,-4.66904279568957e-06,0.000138880661904329,4.15884869316532e-06,4.25799937349641e-06,-4.11042899233709e-07,-2.21365476911025e-05,-0.000165686251043721
0.000181552366551909,0.000181363057345152,0.000180642415566749,-7.20641993986512e-07,0.000156815288290899,4.36175004223413e-07,2.46864079532248e-07,-4.73777014643996e-07,-2.4300907480884e-05,-0.00018183683051676
0.000184836415509279,0.000184274703712651,0.000183979380461905,-2.95321202698957e-07,0.000159762574885799,3.72330662314737e-07,-1.89374852063203e-07,-4.84696770147113e-07,-2.47015069935178e-05,-0.000184759403216756
0.0002514950303723,0.000250427655582489,0.000251137812436489,7.10157177376526e-07,0.000218203716105092,-2.85095926402492e-07,-1.35247170907894e-06,-6.42312727029127e-07,-3.35764154981546e-05,-0.000251069971838863
0.000348855552147143,0.000347344893789678,0.000339177091545598,-8.16780062720042e-06,0.000293455550692872,8.81385145913993e-06,7.30319179301323e-06,-8.64611054870087e-07,-4.65861535943717e-05,-0.000348209506935543
0.000427372770004526,0.000425257001835335,0.000414004089328012,-1.12529105670681e-05,0.000358052550021697,1.22819046770962e-05,1.01661381820493e-05,-1.08677185826983e-06,-5.7038317350412e-05,-0.000426343773896978
0.000510362879787054,0.000507450782417975,0.000493471055502865,-1.39797289631571e-05,0.000426761227491726,1.55548507286262e-05,1.2642750085366e-05,-1.33698061088378e-06,-6.8046806296075e-05,-0.000508787767332116
0.000601723910464595,0.000597984025241911,0.000587098481224125,-1.08855461736244e-05,0.000508517793517698,1.30323742201586e-05,9.2924888357865e-06,-1.59305722541426e-06,-8.01737427267384e-05,-0.000599577080531701
0.000749706518534502,0.000744924838633139,0.000731140870764783,-1.37839713176988e-05,0.000633353813059835,1.65179289507688e-05,1.17362558807212e-05,-2.04771489296507e-06,-9.98347724412775e-05,-0.000746972561507762
0.000864796428747165,0.000858879559651811,0.000838460477771824,-2.04190842514099e-05,0.000725787003304706,2.39321184482024e-05,1.80152506800368e-05,-2.4038322382896e-06,-0.00011507731005959,-0.000861283394947855
0.000973867636855209,0.000966727017118871,0.000948436495403897,-1.82905264578208e-05,0.000821640539948863,2.27119891456419e-05,1.55713722860027e-05,-2.71915393349681e-06,-0.00012951510348271,-0.000969446170536146
0.00112430657404561,0.00111582948313164,0.00109986861536055,-1.59608677710855e-05,0.000953493084051405,2.13202706719231e-05,1.28431856865063e-05,-3.11768377977623e-06,-0.000149493218594688,-0.00111894716553959
0.0012766215798264,0.00126651512907335,0.00125143979708405,-1.5075336193183e-05,0.00108531394615528,2.16439435260125e-05,1.15374966602152e-05,-3.53783900074497e-06,-0.000169663691000702,-0.00127005297431929
0.00144607526351508,0.00143415900852738,0.00140916636241686,-2.49926517157022e-05,0.00122111672912811,3.28434035071512e-05,2.09271534846199e-05,-4.06549696452674e-06,-0.000192115135103921,-0.00143822451376494
0.00171381639676703,0.00169987897970714,0.00166574460098572,-3.41343755954532e-05,0.00144294680622234,4.31444737096677e-05,2.92070557070137e-05,-4.92732078782865e-06,-0.000227725118828756,-0.00170480630261375
0.00202642662000101,0.00201028014158106,0.00196997468732729,-4.03054515589718e-05,0.00170655098099141,5.05523978922105e-05,3.4405921879052e-05,-5.8995294028608e-06,-0.000269323241701824,-0.00201617967643499
0.00228273755433124,0.00226433954926001,0.00222182124357291,-4.25183056870958e-05,0.001925254794036,5.41143721622777e-05,3.57163675491595e-05,-6.80193886890063e-06,-0.000303368390773863,-0.00227114149084729
0.00251165134961613,0.00249079919821169,0.00245276378883756,-3.803540948192e-05,0.00212670365365705,5.12648075258497e-05,3.04126529954374e-05,-7.62275425990487e-06,-0.000333682893795884,-0.00249842195038649
