signalsNamesOrdered,maxSignals,minSignals,meanSignals,standardDeviationSignals,varianceSignals,kurtosisSignals,skewnessSignals,firstMomentSignals,secondMomentSignals,thirdMomentSignals,fourthMomentSignals,rmsSignals,powerSignals,maxCorrelationSignals,meanCorrelationSignals,standardDeviationSignals_1,varCorrelationSignals,kurtosisCorrelationSignals,powerCorrelationSignals,rmsCorrelationSignals
compassSystem,119.576709153515,-162.805055302516,-21.1049715824272,11203.0534850873,1991.50884914353,3.4106052945983,0.348390155053713,0,1991.23544046023,30956.3532647403,13523113.3598941,49.3624884497864,0.00106455815167047,36697.8025562821,-3984.85021428986,11203.0534850873,125508407.389727,15.6243539802902,0.000492385342483998,11890.2826997262
compassFilter,82.4647092086616,-100.020564507916,-21.8466070725971,9337.346090311,1637.40389075432,2.66230183054508,0.362078817651849,0,1637.17909615097,23985.4242566792,7135915.06895907,45.9831853696047,0.000748621167728392,25280.5969948644,-4124.87913261303,9337.346090311,87186032.0102462,11.5567430413107,0.000464325705567983,10207.5792769271
fullSystem,104.024522408491,-108.657070297447,-20.898509973187,10774.9657030764,1913.7951531889,3.09422868491739,0.430092142646336,0,1913.53241360169,36001.0562830635,11329847.2398497,48.4796878362587,0.00112453287827409,32450.1928430848,-3945.86799701418,10774.9657030764,116099885.902473,15.0614094870997,0.000499999335654403,11474.3971558785
gyroFilter,52.8370108792345,-134.928494410005,0.948097099409992,10774.9657030764,238.132268059256,21.638088635321,-2.00335499473679,0,238.099575545794,-7360.30557151503,1226693.70846227,15.4595751447349,0.00292295996504206,32450.1928430848,-3945.86799701418,10774.9657030764,116099885.902473,15.0614094870997,0.000499999335654403,11474.3971558785
gyroSystem,104.061773778204,-101.528047522358,-18.8853192851582,5068.31180048708,1830.02614709857,3.23247781401731,0.460386492539837,0,1829.77490792407,36034.5476644324,10822582.0803226,46.759279212007,0.00132898172368626,19401.5416449225,179.011135598839,5068.31180048708,25687784.5069565,59.2358130389066,0.000809185719785976,5071.2982628229
input,102.589466221235,-102.930620514672,-20.9503490759005,10583.5989085345,1919.81721016625,3.09327026532604,0.431313022863824,0,1919.55364382767,36273.791414774,11397730.2333237,48.5640893071183,0.00111761853463499,33400.0719511787,-3565.75550488092,10583.5989085345,112012565.856732,15.5717268845242,0.000507233671364994,11167.7879950978
compassSystemError,78.6858496739264,-63.2541845767485,-0.154622506526632,2204.29024570286,68.6778677868122,21.1657773495457,0.380546113682544,0,68.6684391943099,216.542454575525,99804.1443470742,8.2880846589447,0.000754964159212668,48082.5717740912,-29.194425865975,2204.29024570286,4858895.48730076,164.850819459412,0.000697750174144446,2204.40791298163
compassFilterError,139.75710646879,-53.5045366429819,-0.896257996696563,5230.55244980137,253.123163332027,22.3024053237165,2.10246838204856,0,253.088412760455,8465.21253993262,1428552.57621261,15.9339791375883,0.00296744132267159,59613.8950029238,-169.22334418915,5230.55244980137,27358678.9301231,60.7338387547472,0.000808121515344885,5233.10972015122
fullSystemError,9.15811154781274,-6.76414833814601,0.0518391027134317,321.612172853612,1.16121427043916,27.2143521744571,2.10260526021277,0,1.16105485057776,2.63049119444951,36.6862629818901,1.07876880894281,0.000617527322715972,8476.69777068926,9.787791409689,321.612172853612,103434.389727621,293.529022937678,0.000687757017016316,321.750042722244
gyroSystemError,5.70797561339615,0,2.06502979074228,475.554177388469,3.63291627152351,1.76038228303156,0.437131549724261,0,3.6324175186032,3.02625691560205,23.2272883888745,2.81011842370678,0.000495324830224799,1555.7214100527,389.900283542955,475.554177388469,226151.775631623,3.03381495827802,0.000446833866291554,614.945917784842
gyroFilterError,99.8742134261445,-80.3167546845379,21.8984461753105,9282.05538982996,1629.59626672934,2.6280483386679,-0.356050519554245,0,1629.37254401288,-23417.5908982678,6977086.97566562,45.9229189937426,0.000745404739707442,57305.896658595,4134.66692402271,9282.05538982996,86156552.2598714,11.5129810152669,0.00046409661948105,10161.0092181027
