signalsNamesOrdered,maxSignals,minSignals,meanSignals,standardDeviationSignals,varianceSignals,kurtosisSignals,skewnessSignals,firstMomentSignals,secondMomentSignals,thirdMomentSignals,fourthMomentSignals
compassSystem,39.9466785440153,0,17.4329645472106,12.466705327037,155.418741711172,1.71029017820172,0.168158306144339,0,155.251444895552,325.290814709841,41223.1432215169
compassFilter,39.9438409927301,0,17.4302024082104,12.4665986382646,155.41608160758,1.71027523388274,0.168180971672864,0,155.248787655365,325.326307164919,41221.371915322
fullSystem,39.9461460643622,0,17.4331079569668,12.4665989157542,155.416088526284,1.71027254672742,0.168181013480989,0,155.248794566622,325.326409761797,41221.310819127
gyroFilter,0.00388250284068903,0,0.00290554875640334,0.000328548766780873,1.07944292153232e-07,10.507944972324,-1.11058496082646,0,1.07828098082023e-07,-3.9323277278211e-11,1.22174812116529e-13
gyroSystem,40.9766705317887,0,17.932805687995,12.7470803282502,162.488056894863,1.71132202889742,0.175091129546876,0,162.313150482705,362.07180379651,45085.7351716304
input,40,0,17.4991325115202,12.4482796647868,154.959666612746,1.70782951543912,0.172127193521916,0,154.792863957619,331.494167167793,40921.0139388952
error,0.224181596947427,-0.41053709818952,-0.0660245545534263,0.0937561865601376,0.00879022251829932,7.79782208827088,-1.20426225690781,0,0.00878076049190718,-0.000990875914857798,0.000601225766750507
