time,compassSystem,compassFilter,fullSystem,gyroFilter,gyroSystem,input,error
0,0,0,1,1,1,1,0
4.98334045864689e-05,1.3097749864303e-08,2.77949580047231e-10,0.974859571186977,0.974859570909028,1.00000680202805,1,-0.0251404288130227
9.96668091729378e-05,4.13378333877342e-08,1.19176048842491e-09,0.95033594278851,0.950335941596749,1.00001360405611,1,-0.0496640572114903
0.000149500213759407,8.50392299270526e-08,3.11073691231927e-09,0.926426985681323,0.926426982570586,1.00002040608416,1,-0.0735730143186767
0.000476342152565591,7.37244802514657e-07,7.23625359427354e-08,0.782751525441219,0.782751453078683,1.00006501848933,1,-0.217248474558781
0.000803184091371775,2.04716324778781e-06,2.85658634369955e-07,0.660920217874199,0.660919932215565,1.00010963089451,1,-0.339079782125801
0.00113002603017796,4.02166162831435e-06,7.19269092989166e-07,0.557984407884994,0.557983688615901,1.00015424329968,1,-0.442015592115006
0.00145686796898414,6.66310005781247e-06,1.44256557415156e-06,0.47109693512813,0.471095492562556,1.00019885570486,1,-0.52890306487187
0.00208471535341437,1.36085387992692e-05,3.83841777801559e-06,0.340994344509472,0.340990506091694,1.000284553954,1,-0.659005655490528
0.00271256273784459,2.30169009657293e-05,7.84344983777394e-06,0.247237859269127,0.247230015819289,1.00037025220315,1,-0.752762140730873
0.00334041012227481,3.48871569610646e-05,1.37045804058401e-05,0.179292878181345,0.17927917360094,1.00045595045229,1,-0.820707121818655
0.00396825750670504,4.92182063484795e-05,2.15905965735274e-05,0.129941612334745,0.129920021738171,1.00054164870143,1,-0.870058387665255
0.00459610489113526,6.60093988177036e-05,3.16194292668025e-05,0.0941462959955427,0.0941146765662759,1.00062734695058,1,-0.905853704004457
0.00534534777329909,8.9266210406275e-05,4.65075179254903e-05,0.0642241977955358,0.0641776902776103,1.0007296151208,1,-0.935775802204464
0.00609459065546292,0.000116024986022653,6.46745297201464e-05,0.0438850867116758,0.0438204121819556,1.00083188329102,1,-0.956114913288324
0.00684383353762675,0.000146284786406686,8.61927341062518e-05,0.0300196324041834,0.0299334396700771,1.00093415146125,1,-0.969980367595817
0.00759307641979058,0.000180044620965705,0.000111109652135359,0.0205678885512399,0.0204567788991046,1.00103641963147,1,-0.97943211144876
0.00834231930195441,0.00021730348561467,0.000139456997918618,0.0141409753397237,0.0140015183418051,1.00113868780169,1,-0.985859024660276
0.00956800444410905,0.000285796574953846,0.000193276164364115,0.00792901475650994,0.00773573859214582,1.00130598812545,1,-0.99207098524349
0.0107936895862637,0.000363646472124321,0.000256390715882249,0.00463036356836167,0.00437397285247942,1.0014732884492,1,-0.995369636431638
0.0120193747284183,0.000450848630653296,0.000328829844867671,0.00281723439278422,0.00248840454791655,1.00164058877296,1,-0.997182765607216
0.013245059870573,0.000547398413718094,0.000410604259356607,0.00184340099384043,0.00143279673448382,1.00180788909671,1,-0.99815659900616
0.0144707450127276,0.00065329109591138,0.00050171730748996,0.00137159055315841,0.000869873245668451,1.00197518942047,1,-0.998628409446842
0.0169331644349345,0.000894245061274959,0.00071298723589651,0.00106393820348925,0.000350950967592745,1.00231129822393,1,-0.998936061796511
0.0193955838571414,0.00117284728933224,0.000961926637964219,0.00122086961327703,0.000258942975312815,1.0026474070274,1,-0.998779130386723
0.0218580032793483,0.0014890573782383,0.00124850392355067,0.00151330020613658,0.000264796282585911,1.00298351583087,1,-0.998486699793863
0.0243204227015552,0.00184283254956486,0.0015726796881888,0.00184433975877712,0.00027166007058832,1.00331962463433,1,-0.998155660241223
0.0324479172733957,0.00327630281038212,0.00290871081709582,0.00317788213516807,0.000269171318072248,1.00442898985908,1,-0.996822117864832
0.0405754118452361,0.00511672866023751,0.00465211361885055,0.00491723183892935,0.000265118220078797,1.00553835508382,1,-0.995082768161071
0.0487029064170765,0.00736229604797321,0.00680111158207098,0.00706546020404098,0.000264348621970001,1.00664772030856,1,-0.992934539795959
0.0568304009889169,0.0100109834869881,0.00935372189076789,0.00961836322442878,0.000264641333660887,1.0077570855333,1,-0.990381636775571
0.0841021095664239,0.0218139701423099,0.0208384047840242,0.0211040500636085,0.000265645279584392,1.01147954696932,1,-0.978895949936391
0.1,0.0307406007813249,0.0295827993755514,0.0298470541006636,0.000264254725112156,1.01364953510501,1,-0.970152945899336
0.104052205888153,0.0332864077929065,0.0320826560161625,0.0322683656477883,0.000185709631625786,1.01398458732493,1,-0.967731634352212
0.108104411776305,0.0359253647780118,0.0346758466583656,0.0348409531627125,0.000165106504346868,1.01431963954485,1,-0.965159046837288
0.112156617664458,0.0386590487764888,0.0373639564269603,0.0375248801259757,0.000160923699015436,1.01465469176477,1,-0.962475119874024
0.127418490862172,0.0497322316240722,0.0482671741512615,0.0484246347898468,0.000157460638585238,1.01591660308817,1,-0.951575365210153
0.142680364059887,0.062093128967193,0.0604610385505511,0.0606223727503015,0.000161334199750396,1.01717851441158,1,-0.939377627249699
0.157942237257602,0.0757423048027687,0.0739463763684777,0.0741073186590838,0.000160942290606148,1.01844042573498,1,-0.925892681340916
0.173204110455316,0.0906620092597501,0.088705675080562,0.0888660478120612,0.000160372731499159,1.01970233705839,1,-0.911133952187939
0.2,0.11982973171747,0.117600855733303,0.117761187191521,0.000160331458217922,1.02191792593133,1,-0.882238812808479
0.208464506956994,0.12994608500364,0.127634019726136,0.127694655655279,6.06359291437375e-05,1.02215076771963,1,-0.872305344344721
0.216929013913988,0.140410724242873,0.138016730359509,0.138068316402936,5.15860434278093e-05,1.02238360950793,1,-0.861931683597064
