signalsNamesOrdered,maxSignals,minSignals,meanSignals,standardDeviationSignals,varianceSignals,kurtosisSignals,skewnessSignals,firstMomentSignals,secondMomentSignals,thirdMomentSignals,fourthMomentSignals,rmsSignals,powerSignals,maxCorrelationSignals,meanCorrelationSignals
compassSystem,406.133734513729,-312.898441527245,62.3490166011789,137.076715478243,18790.0259263033,3.45571116960137,-0.534958864973289,0,18778.0881715852,-1376567.30273978,1218541107.24088,150.55061621501,0.0051746210079736,6125343.50864383,-20551.2466706128
compassFilter,327.760322454493,-279.000809894842,61.4487669341421,126.68415564022,16048.8752902756,3.31819018943523,-0.792784074970557,0,16038.679054386,-1610303.78255495,853568675.419324,140.764448679745,0.00531406418259035,4612584.75546478,-20254.5097855589
fullSystem,341.705069983816,-284.731649178715,62.6073252959986,128.548889944523,16524.8171059691,3.41400586572419,-0.801591114986487,0,16514.3184928141,-1701154.97214538,931076949.689329,142.947527692972,0.00519181995333494,4357823.79088052,-20636.3894041119
gyroFilter,347.77584221289,-123.788387932496,1.15855836185654,27.2264288629783,741.278428630817,75.0307360365779,6.44042636940566,0,740.807476643122,129859.179573661,41176546.6140216,27.242425261363,0.00982139943061294,4357823.79088052,-20636.3894041119
gyroSystem,153.816763863147,-202.890507509487,63.5411895647262,117.023895024268,13694.592006651,3.33860649036078,-1.24502127367796,0,13685.8915034702,-1993363.08543319,625333102.248854,133.129163877681,0.00508899470119853,772924.399362642,-381.87961855303
input,153.353034077272,-203.325678625856,63.026018441358,116.861688428222,13656.6542222948,3.35115516303318,-1.25026608409001,0,13647.9778218994,-1993448.0046438,624210619.498308,132.741315431443,0.00513874182830844,1566342.5316825,-20944.2062068411
error,191.400911886441,-161.727257394662,-0.418693145359528,52.2022736019396,2725.07736921176,5.42674136496118,0.200539038166782,0,2723.34606211569,28500.5456761661,40248044.7555294,52.1873678783062,0.0101568467968213,4286822.63018736,138.008048540994
