signalsNamesOrdered,maxSignals,minSignals,meanSignals,standardDeviationSignals,varianceSignals,kurtosisSignals,skewnessSignals,firstMomentSignals,secondMomentSignals,thirdMomentSignals,fourthMomentSignals,rmsSignals,powerSignals,maxCorrelationSignals,meanCorrelationSignals
compassSystem,182719.678418686,-230088.022893541,-6667.40948333097,68311.8128115155,4666503769.59553,5.34901567694946,-0.498815650427343,0,4665010010.38631,-158934778539183,1.16406982272343e+20,68625.5372263469,0.00613100624640336,3194676713243.43,-1900825660.88289
compassFilter,163965.219945387,-207826.655679328,-6238.34356223704,60855.2007820862,3703355462.22803,5.59072636373525,-0.543515741703738,0,3702170009.13513,-122432485008177,7.66268465078103e+19,61164.4254410652,0.00625418723614608,2906909122245.9,-1778502363.49665
fullSystem,58374.0726568984,-54742.6669520886,251.085309771643,17690.0496527148,312937856.715515,4.3658008776062,-0.10271835503232,0,312837684.546272,-568364115184.656,4.2726965447002e+17,17689.0002085775,0.00526270183948972,977091303919.948,71582434.0889827
gyroFilter,160321.926902753,-124981.597426446,6489.42887200868,46854.5320220475,2195347171.00508,5.4023774034902,0.612382791514825,0,2194644435.03484,62960653964582.9,2.60203573384294e+19,47294.36670598,0.00609735876523612,977091303919.948,71582434.0889827
gyroSystem,153.560926982556,-102.663672238523,69.055046993009,84.2806704873592,7103.23141779883,2.33123513480663,-0.704001006760562,0,7100.9576561414,-421258.487937886,117549267.090934,108.947497315671,0.000722186474010416,1923119737602.36,1850084797.58556
input,153.108452443817,-103.084938096957,68.5971829309715,84.0917885387211,7071.42889964099,2.34398240176181,-0.711470276313856,0,7069.16531804699,-422872.037290213,117136062.962364,108.511468629413,0.000722501675451426,644537321.688895,19687047.2206561
error,58273.1621499516,-54842.225533022,182.488126840671,17683.7906740478,312716452.603541,4.36953702493475,-0.103290975961851,0,312616351.306293,-570926124335.307,4.27030410082411e+17,17681.9018553642,0.00526303676216793,976717516667.815,52025920.287696
